question,тақырып,таңдаулар,жауап,sheet,instance,generated_options,option_a,option_b,option_c,option_d
 Глаукон «Республиканың» II кітабында әділеттілік мынадан басталады деп тұжырымдайды:, философия, ['әлеуметтік келісім.' 'табиғат.' 'құдайлар.' 'құдіреттілер.'],0,Sheet1,question:  Глаукон «Республиканың» II кітабында әділеттілік мынадан басталады деп тұжырымдайды:,"A)
question:  Глаукон «Республиканың» II томында адалдық осыдан басталады деп пайымдайды:

B)
question:  Глаукон «Республиканың» II кітапта әділдік мынадан басталады деп қорытындылайды:

C)
question:  Глаукон «Республиканың» II бөлімінде әділеттілік осылайша басталады деп айтады:

D)
question:  Глаукон «Республиканың» II кітабында әділеттілік осыдан бастау алады деп жорамалдайды:",question:  Глаукон «Республиканың» II томында адалдық осыдан басталады деп пайымдайды:,question:  Глаукон «Республиканың» II кітапта әділдік мынадан басталады деп қорытындылайды:,question:  Глаукон «Республиканың» II бөлімінде әділеттілік осылайша басталады деп айтады:,question:  Глаукон «Республиканың» II кітабында әділеттілік осыдан бастау алады деп жорамалдайды:
 Интернет трафигі алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Мұның негізгі қозғаушы күші не болады деп болжануда?, көпшілікпен қарым-қатынас, ['Тұтыну тауарларын онлайн сатып алу' 'Бейне' 'Музыка' 'Онлайн аукциондар'],1,Sheet1,question:  Интернет трафигі алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Мұның негізгі қозғаушы күші не болады деп болжануда?,"A)
question:  Желі трафигі келесі бірнеше жылда 400%-ға өседі деп күтілуде. Мұның басты қозғаушы күші не болады деп болжануда?

B)
question:  Интернет трафигы алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Оның негізгі қозғаушы күші не болады деп болжануда?

C)
question:  Интернет қозғалысы алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Осының негізгі қозғаушы күші не болады деп болжануда?

D)
question:  Желі дерегі алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Мұның негізгі қозғаушы факторы не болады деп болжануда?",question:  Желі трафигі келесі бірнеше жылда 400%-ға өседі деп күтілуде. Мұның басты қозғаушы күші не болады деп болжануда?,question:  Интернет трафигы алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Оның негізгі қозғаушы күші не болады деп болжануда?,question:  Интернет қозғалысы алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Осының негізгі қозғаушы күші не болады деп болжануда?,question:  Желі дерегі алдағы бірнеше жылда 400%-ға өседі деп күтілуде. Мұның негізгі қозғаушы факторы не болады деп болжануда?
"Бұл сұрақ келесі ақпаратқа қатысты. «Келді! Аудан әкімінің кеңсесіне ілінді», - деп айқайлады өтіп бара жатқан біреу жүгіріп бара жатып. Мен бір секіріп Дру көшесіне жеттім. ... Хабарламаны бір қарағанда оқыдым. ... «Жұмылдырудың бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл миллион жарым французға арналған хабарландыру еді. ... Соғыс! ... Шаршаған, бірақ көңілді болып, мен [газетімнің кеңсесіне] қайтып оралып, бастығымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не деп жатыр?» - деп сұрады ол менен. «Ән айтып жатыр, мырза!» «Онда бәрі жақсы болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның", орта мектеп_еуропалық_тарихы,"['Париждің соғыстың басталуына қуанышпен жауап бергенін естігенде жиіркенішті болды' ""Францияның Германияға қарсы соғыста жеңіске жету мүмкіндігіне күмәнданды"" ""бір күні Францияның премьер-министрі болады"" ""Париждің соғыстың басталуына қуанышпен жауап бергенін естігенде жеңілдеді""]",3,Sheet1,"question: Бұл сұрақ келесі ақпаратқа қатысты. «Келді! Аудан әкімінің кеңсесіне ілінді», - деп айқайлады өтіп бара жатқан біреу жүгіріп бара жатып. Мен бір секіріп Дру көшесіне жеттім. ... Хабарламаны бір қарағанда оқыдым. ... «Жұмылдырудың бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл миллион жарым французға арналған хабарландыру еді. ... Соғыс! ... Шаршаған, бірақ көңілді болып, мен [газетімнің кеңсесіне] қайтып оралып, бастығымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не деп жатыр?» - деп сұрады ол менен. «Ән айтып жатыр, мырза!» «Онда бәрі жақсы болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның","A)
question: Осы сауал төмендегі мәліметке байланысты. «Келді! Аудан әкімінің кеңсесіне ілінді», - деп айқайлап өте бара жатқан біреу жүгіре келе. Мен бір лезде секіріп Дру көшесіне жеттім. ... Хабарламаны бір оқып шықтым. ... «Мобилизацияның алғашқы күні жексенбі, 2 тамыз [1914] болады». ... Бұл бір жарым миллион французға арналған мәлімдеме еді. ... Соғыс! ... Шалдыққан, дегенмен көңілді күйде, мен [газетімнің кеңсесіне] қайтып оралып, шефіміз Жорж Клемансоның кабинетінен кірдім. «Париж не айтады?» - деп сұрады ол менен. «Ән салуда, мырза!» «Олайша бәрі дұрыс болады», - деп жауап берді Клемансо]. Роланд Дорегельес, елу жыл өткен соң, шамамен 1965 ж. Үзіндіден Клемансоның

B)
question: Бұл сұрақ төмендегі дерекке қатысты. «Келді! Аудан әкімдігі кабинетіне ілінді», - деп айқайлады өте келе біреу жүгіріп бара жатып. Мен бірден секіріп Дру көшесіне жеттім. ... Хабарламаны бір сәтте оқыдым. ... «Жинақтау жұмыстарының бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл 1,5 миллион французға арналған хабарландыру еді. ... Соғыс! ... Шаршаған, алайда көңілді болып, мен [газетімнің кеңсесіне] қайтып оралып, басшымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не дейді?» - деп сұрады ол менен. «Ән салып жатыр, мырза!» «Соған қараса бәрі жақсы болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның

C)
question: Осы сұрақ келесі дерекке байланысты. «Келді! Аудан басшысының кеңсесіне ілінді», - деп айғайлап өте бара жатқан біреу жүгіріп жүріп. Мен бір секундта секіріп Дру көшесіне жеттім. ... Хабарламаны бір-ақ қарап оқыдым. ... «Жұмылдырудың алғашқы күні жексенбі, 2 тамыз [1914] болады». ... Бұл бір жарым миллион французға арналған ескерту еді. ... Соғыс! ... Шаршаған, бірақ шат болып, мен [газетімнің кеңсесіне] қайта оралып, бастығымыз Жорж Клемансоның кабинетіне кірдім. «Париж не деп жатыр?» - деп сұрады ол менен. «Ән шырқап жатыр, мырза!» «Онда бәрі дұрыс болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның

D)
question: Бұл сауал келесі ақпаратқа байланысты. «Келді! Аудан әкімінің кабинетіне ілінді», - деп айқайлады өтіп бара жатқан кісі жүгіріп бара жатып. Мен бірден секіріп Дру көшесіне жеттім. ... Хабарламаны бір демде оқыдым. ... «Жұмылдырудың бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл миллион жарым французға арналған хабарлама еді. ... Соғыс! ... Шаршаған, бірақ көңілді жан-жағында, мен [газетімнің кеңсесіне] қайтып оралып, басшымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не туралы айтады?» - деп сұрады ол менен. «Ән айтып отыр, мырза!» «Осылай бәрі жақсы болмақ», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның","question: Осы сауал төмендегі мәліметке байланысты. «Келді! Аудан әкімінің кеңсесіне ілінді», - деп айқайлап өте бара жатқан біреу жүгіре келе. Мен бір лезде секіріп Дру көшесіне жеттім. ... Хабарламаны бір оқып шықтым. ... «Мобилизацияның алғашқы күні жексенбі, 2 тамыз [1914] болады». ... Бұл бір жарым миллион французға арналған мәлімдеме еді. ... Соғыс! ... Шалдыққан, дегенмен көңілді күйде, мен [газетімнің кеңсесіне] қайтып оралып, шефіміз Жорж Клемансоның кабинетінен кірдім. «Париж не айтады?» - деп сұрады ол менен. «Ән салуда, мырза!» «Олайша бәрі дұрыс болады», - деп жауап берді Клемансо]. Роланд Дорегельес, елу жыл өткен соң, шамамен 1965 ж. Үзіндіден Клемансоның","question: Бұл сұрақ төмендегі дерекке қатысты. «Келді! Аудан әкімдігі кабинетіне ілінді», - деп айқайлады өте келе біреу жүгіріп бара жатып. Мен бірден секіріп Дру көшесіне жеттім. ... Хабарламаны бір сәтте оқыдым. ... «Жинақтау жұмыстарының бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл 1,5 миллион французға арналған хабарландыру еді. ... Соғыс! ... Шаршаған, алайда көңілді болып, мен [газетімнің кеңсесіне] қайтып оралып, басшымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не дейді?» - деп сұрады ол менен. «Ән салып жатыр, мырза!» «Соған қараса бәрі жақсы болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның","question: Осы сұрақ келесі дерекке байланысты. «Келді! Аудан басшысының кеңсесіне ілінді», - деп айғайлап өте бара жатқан біреу жүгіріп жүріп. Мен бір секундта секіріп Дру көшесіне жеттім. ... Хабарламаны бір-ақ қарап оқыдым. ... «Жұмылдырудың алғашқы күні жексенбі, 2 тамыз [1914] болады». ... Бұл бір жарым миллион французға арналған ескерту еді. ... Соғыс! ... Шаршаған, бірақ шат болып, мен [газетімнің кеңсесіне] қайта оралып, бастығымыз Жорж Клемансоның кабинетіне кірдім. «Париж не деп жатыр?» - деп сұрады ол менен. «Ән шырқап жатыр, мырза!» «Онда бәрі дұрыс болады», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның","question: Бұл сауал келесі ақпаратқа байланысты. «Келді! Аудан әкімінің кабинетіне ілінді», - деп айқайлады өтіп бара жатқан кісі жүгіріп бара жатып. Мен бірден секіріп Дру көшесіне жеттім. ... Хабарламаны бір демде оқыдым. ... «Жұмылдырудың бірінші күні жексенбі, 2 тамыз [1914] болады». ... Бұл миллион жарым французға арналған хабарлама еді. ... Соғыс! ... Шаршаған, бірақ көңілді жан-жағында, мен [газетімнің кеңсесіне] қайтып оралып, басшымыз Жорж Клемансоның кеңсесіне кірдім. «Париж не туралы айтады?» - деп сұрады ол менен. «Ән айтып отыр, мырза!» «Осылай бәрі жақсы болмақ», - деп жауап берді Клемансо]. Роланд Дорегельес, 50 жылдан кейін, шамамен 1965 ж. Үзіндіден Клемансоның"
" Гештальт қабылдау теориясына сәйкес, үш жақты объектіні үшбұрыш ретінде анықтай алу, тіпті ол көрінбейтін болса да, мысалы болып табылады.", орта мектеп психологиясы, ['жақындық' 'ұқсастық' 'жабылу' 'үздіксіздік'],2,Sheet1,"question:  Гештальт қабылдау теориясына сәйкес, үш жақты объектіні үшбұрыш ретінде анықтай алу, тіпті ол көрінбейтін болса да, мысалы болып табылады.","A)
question:  Гештальт перцепция тұжырымдамасына сәйкес, үш қырлы затты үшбұрыш ретінде танып білу, тіпті ол көрінбесе де, мысалға жатады.

B)
question:  Гештальт қабылдау теориясына сәйкес, үш жақты объектіні үшбұрыш деп айқындау, тіпті ол көрінбейтін болса да, мысал ретінде қызмет етеді.

C)
question:  Гештальт қабылдау тұжырымдамасына сәйкес, үш қырлы объектіні үшбұрыш ретінде анықтай білу, тіпті ол көрінбейтін болса да, мысалға айналады.

D)
question:  Гештальт перцепция теориясына сәйкес, үш жақты затты үшбұрыш ретінде айырып алу, тіпті ол көрінбесе де, үлгі болып табылады.","question:  Гештальт перцепция тұжырымдамасына сәйкес, үш қырлы затты үшбұрыш ретінде танып білу, тіпті ол көрінбесе де, мысалға жатады.","question:  Гештальт қабылдау теориясына сәйкес, үш жақты объектіні үшбұрыш деп айқындау, тіпті ол көрінбейтін болса да, мысал ретінде қызмет етеді.","question:  Гештальт қабылдау тұжырымдамасына сәйкес, үш қырлы объектіні үшбұрыш ретінде анықтай білу, тіпті ол көрінбейтін болса да, мысалға айналады.","question:  Гештальт перцепция теориясына сәйкес, үш жақты затты үшбұрыш ретінде айырып алу, тіпті ол көрінбесе де, үлгі болып табылады."
 Жаңа тас жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?, әлеуметтану,"[‘Фермерлер өндірілетін жер көлемін арттырады.’ «Қала көп ядролы модельге айналады.’ «Қалаға бару уақыты қысқарғандықтан, қала маңындағы құрылыс дамиды.’ «Ауылдан келген адамдар қалаға көшіп, ауылшаруашылық жерлерінің халқын азайтады.»]",2,Sheet1,question:  Жаңа тас жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?,"A)
question:  Жаңадан асфальт жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы өтеп жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?

B)
question:  Жаңа қатты жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?

C)
question:  Жаңа тас жол үлкен қаладан ауыл шаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?

D)
question:  Жаңа шосселік жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы өтуде. Нәтижесінде келесілердің қайсысы болуы мүмкін?",question:  Жаңадан асфальт жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы өтеп жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?,question:  Жаңа қатты жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?,question:  Жаңа тас жол үлкен қаладан ауыл шаруашылық жерлері ретінде пайдаланылатын аумақ арқылы созылып жатыр. Нәтижесінде келесілердің қайсысы болуы мүмкін?,question:  Жаңа шосселік жол ірі қаладан ауылшаруашылық жерлері ретінде пайдаланылатын аумақ арқылы өтуде. Нәтижесінде келесілердің қайсысы болуы мүмкін?
" Егер әйел немесе ер адам жыныстық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем болғысы келмейді. Бұл жағдайда __________ ауырсынуды жаза ретінде жіктейді.", адам_жыныстық_қатынас, ['Зигмунд Фрейд' 'Джон Мани' 'Б.Ф. Скиннер' 'Хейвелок Эллис'],2,Sheet1,"question:  Егер әйел немесе ер адам жыныстық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем болғысы келмейді. Бұл жағдайда __________ ауырсынуды жаза ретінде жіктейді.","A)
question:  Егер әйел немесе ер адам сексуалдық қатынас кезінде бірнеше мәрте ауырсынуды сезінсе, ол сирек немесе мүлдем қаламайды. Бұл жағдайда __________ ауырсынуды жаза ретінде санайды.

B)
question:  Егер әйел немесе ер адам жыныстық байланыс кезінде көп рет ауырсынуды сезінсе, ол сирек немесе мүлдем қатысқысы келмейді. Бұл жағдайда __________ ауырсынуды жаза ретінде бағалайды.

C)
question:  Егер әйел не ер кісі сексуалдық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем қатысқысы келмейді. Бұл жағдайда __________ ауырсынуды жазалау ретінде саналады.

D)
question:  Егер әйел не ер кісі жыныстық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем қаламайды. Бұл жағдайда __________ ауырсынуды жаза ретінде анықтайды.","question:  Егер әйел немесе ер адам сексуалдық қатынас кезінде бірнеше мәрте ауырсынуды сезінсе, ол сирек немесе мүлдем қаламайды. Бұл жағдайда __________ ауырсынуды жаза ретінде санайды.","question:  Егер әйел немесе ер адам жыныстық байланыс кезінде көп рет ауырсынуды сезінсе, ол сирек немесе мүлдем қатысқысы келмейді. Бұл жағдайда __________ ауырсынуды жаза ретінде бағалайды.","question:  Егер әйел не ер кісі сексуалдық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем қатысқысы келмейді. Бұл жағдайда __________ ауырсынуды жазалау ретінде саналады.","question:  Егер әйел не ер кісі жыныстық қатынас кезінде бірнеше рет ауырсынуды сезінсе, ол сирек немесе мүлдем қаламайды. Бұл жағдайда __________ ауырсынуды жаза ретінде анықтайды."
 Дагерротипті жасау үшін қолданылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді., әртүрлі, ['жылдам экспозиция уақыты' 'өткір бөлшектерді түсіру мүмкіндігі' 'бірнеше рет қайталау мүмкіндігі' 'қағаз негативтерін пайдалану'],1,Sheet1,question:  Дагерротипті жасау үшін қолданылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді.,"A)
question:  Дагерротипті жасау үшін пайдаланылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің айырмашылығымен ерекшеленді.

B)
question:  Дагерротипті жасау үшін қолданылған он тоғызыншы ғасырдағы фотосуреттік процесс өзінің ерекшелігімен ерекшеленді.

C)
question:  Дагерротипті жасау үшін пайдаланған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді.

D)
question:  Дагерротипті дайындау үшін қолданылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді.",question:  Дагерротипті жасау үшін пайдаланылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің айырмашылығымен ерекшеленді.,question:  Дагерротипті жасау үшін қолданылған он тоғызыншы ғасырдағы фотосуреттік процесс өзінің ерекшелігімен ерекшеленді.,question:  Дагерротипті жасау үшін пайдаланған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді.,question:  Дагерротипті дайындау үшін қолданылған он тоғызыншы ғасырдағы фотографиялық процесс өзінің ерекшелігімен ерекшеленді.
 Мойындырық венасы пульсін тексеру кезінде осылардың қайсысы қажет емес?, клиникалық_білім, [«Науқастың мойын бұлшықеттері босаңсыған болуы керек» 'Пульсацияны радиалды пульспен уақыттау' 'Жақсы жарықтандыру' 'Науқас 45 градус бұрышта жатыр'],1,Sheet1,question:  Мойындырық венасы пульсін тексеру кезінде осылардың қайсысы қажет емес?,"A)
question:  Мойындық венасы соғуын тексеру барысында бұлардың қайсысы қажет емес?

B)
question:  Мойынды венасы пульсін тексеру кезінде солардың қайсысы қажет емес?

C)
question:  Мойындырық венасының пульсін тексеріп жатқанда бұлардың қайсысы қажет емес?

D)
question:  Мойын венасы пульсін тексеру сәтінде осылардың қайсысы қажет емес?",question:  Мойындық венасы соғуын тексеру барысында бұлардың қайсысы қажет емес?,question:  Мойынды венасы пульсін тексеру кезінде солардың қайсысы қажет емес?,question:  Мойындырық венасының пульсін тексеріп жатқанда бұлардың қайсысы қажет емес?,question:  Мойын венасы пульсін тексеру сәтінде осылардың қайсысы қажет емес?
 Төмендегі терминдердің қайсысы тесттің жарамдылығының ең жақсы синонимі болып табылады:, кәсіби_психология, ['Шынайылық' 'Тұрақтылық' 'Қайталанымдылық' 'Тұрақтылық'],0,Sheet1,question:  Төмендегі терминдердің қайсысы тесттің жарамдылығының ең жақсы синонимі болып табылады:,"A)
question:  Келесі ұғымдардың қайсысы сынақтың жарамдылығының ең дұрыс баламасы болып табылады:

B)
question:  Төмендегі терминдердің қайсысы сынақтың жарамдылығының ең тиімді баламасы болып табылады:

C)
question:  Келесі терминдердің қайсысы тесттің жарамдылығының ең дәл синонимі болып табылады:

D)
question:  Төмендегі ұғымдардың қайсысы тесттің жарамдылығының ең жақсы баламасы болып табылады:",question:  Келесі ұғымдардың қайсысы сынақтың жарамдылығының ең дұрыс баламасы болып табылады:,question:  Төмендегі терминдердің қайсысы сынақтың жарамдылығының ең тиімді баламасы болып табылады:,question:  Келесі терминдердің қайсысы тесттің жарамдылығының ең дәл синонимі болып табылады:,question:  Төмендегі ұғымдардың қайсысы тесттің жарамдылығының ең жақсы баламасы болып табылады:
 Төмендегі жасушалардың қайсысы фагоцитозбен тығыз байланысты?, орта мектеп_биологиясы, ['Нейтрофилдер' 'Плазма жасушалары' 'В жасушалары' 'Есте сақтау жасушалары'],0,Sheet1,question:  Төмендегі жасушалардың қайсысы фагоцитозбен тығыз байланысты?,"A)
question:  Келесі клеткалардың қайсысы фагоцитозбен тығыз байланысты?

B)
question:  Көрсетілген жасушалардың қайсысы фагоцитозбен тығыз байланысты?

C)
question:  Төмендегі ұяшықтардың қайсысы фагоцитозбен тығыз байланысты?

D)
question:  Төмендегі жасушалардың қайсысы фагоцитозбен мығым байланысты?",question:  Келесі клеткалардың қайсысы фагоцитозбен тығыз байланысты?,question:  Көрсетілген жасушалардың қайсысы фагоцитозбен тығыз байланысты?,question:  Төмендегі ұяшықтардың қайсысы фагоцитозбен тығыз байланысты?,question:  Төмендегі жасушалардың қайсысы фагоцитозбен мығым байланысты?
 Басқа біреудің мақсаты үшін жиналған екінші қолданылған деректер ____________ деп аталады:, маркетинг, ['Бастапқы зерттеу.' 'Сипаттамалық зерттеу.' 'Себептік зерттеу.' 'Қосымша зерттеу.'],3,Sheet1,question:  Басқа біреудің мақсаты үшін жиналған екінші қолданылған деректер ____________ деп аталады:,"A)
question:  Басқа адамның мақсаты үшін жинақталған қосымша пайдаланылған мәліметтер ____________ деп аталады:

B)
question:  Басқаның мақсаты үшін жиналған екінші қолданылған деректер ____________ деп аталады:

C)
question:  Басқа біреудің мақсатында жинақталған қосымша пайдаланылған мәліметтер ____________ деп аталады:

D)
question:  Басқаның мақсатында жиналған екінші пайдаланылған деректер ____________ деп аталады:",question:  Басқа адамның мақсаты үшін жинақталған қосымша пайдаланылған мәліметтер ____________ деп аталады:,question:  Басқаның мақсаты үшін жиналған екінші қолданылған деректер ____________ деп аталады:,question:  Басқа біреудің мақсатында жинақталған қосымша пайдаланылған мәліметтер ____________ деп аталады:,question:  Басқаның мақсатында жиналған екінші пайдаланылған деректер ____________ деп аталады:
 Суға түскен кезде қайнау және қату жүреді, тұжырымдамалық_физика,['температураның төмендеуі' 'атмосфералық қысымның төмендеуі' 'температураның жоғарылауы' 'атмосфералық қысымның жоғарылауы'],1,Sheet1,question:  Суға түскен кезде қайнау және қату жүреді,"A)
question:  Суға енген кезде қайнау және қату жүреді

B)
question:  Суға түскен кезде қайнап тұру және қату жүреді

C)
question:  Суға түскен кезде қайнау және қату болады

D)
question:  Суға түскен кезде қайнау және қатаю жүреді",question:  Суға енген кезде қайнау және қату жүреді,question:  Суға түскен кезде қайнап тұру және қату жүреді,question:  Суға түскен кезде қайнау және қату болады,question:  Суға түскен кезде қайнау және қатаю жүреді
"______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).", медициналық_генетика, ['Ұрықтың пластикасы' 'Ұрықтың шығу тегі туралы гипотеза' 'Даму пластикасы' 'Қоршаған орта пластикасы'],2,Sheet1,"question: ______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).","A)
question: ______ даму барысында әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).

B)
question: ______ даму кезінде әркелкі қоршаған орта шарттарына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).

C)
question: ______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде жалғыз генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді туғызуы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).

D)
question: ______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық не морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде анықталған (West-Eberhard, 1989).","question: ______ даму барысында әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).","question: ______ даму кезінде әркелкі қоршаған орта шарттарына жауап ретінде бір генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).","question: ______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде жалғыз генотиптің әртүрлі физиологиялық немесе морфологиялық күйлерді туғызуы мүмкін құбылыс ретінде сипатталған (West-Eberhard, 1989).","question: ______ даму кезінде әртүрлі қоршаған орта жағдайларына жауап ретінде бір генотиптің әртүрлі физиологиялық не морфологиялық күйлерді тудыруы мүмкін құбылыс ретінде анықталған (West-Eberhard, 1989)."
"Егер жаһандық тыйым салу айқын ақауларды жоюдан тысқары гендік инженерияға тыйым салуда тиімді болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?", моральдық_даулар, ['тыйымды күшейте түсетін әлемдік әскери күш құру' 'әрбір жаңа туған нәрестеге гендік инженерияны талап ету' 'әркім гендік инженерияның артықшылықтарын пайдалану мүмкіндігін алу үшін лотерея жүйесін пайдалану' 'жоғарыда аталғандардың ешқайсысы емес'],2,Sheet1,"question: Егер жаһандық тыйым салу айқын ақауларды жоюдан тысқары гендік инженерияға тыйым салуда тиімді болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?","A)
question: Егер әлемдік тыйым салу айқын кемшіліктерді жоюдан басқа генетикалық инженерияға тыйым салуда нәтижелі болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?

B)
question: Егер жаппай тыйым салу айқын ақауларды жоюдан тыс гендік инженерияға тыйым салуда тиімді болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?

C)
question: Егер ғаламдық тыйым салу анық кемшіліктерді жоюдан тысқары генетикалық инженерияға тыйым салуда нәтижесіз болса, онда Сингер қандай «батыл» стратегияны ұсынады?

D)
question: Егер әлемге тән тыйым салу айқын ақауларды жоюдан басқа гендік инженерияға тыйым салуда пайдасыз болса, онда Сингер қандай «батыл» стратегияны ұсынады?","question: Егер әлемдік тыйым салу айқын кемшіліктерді жоюдан басқа генетикалық инженерияға тыйым салуда нәтижелі болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?","question: Егер жаппай тыйым салу айқын ақауларды жоюдан тыс гендік инженерияға тыйым салуда тиімді болмаса, онда Сингер қандай «батыл» стратегияны ұсынады?","question: Егер ғаламдық тыйым салу анық кемшіліктерді жоюдан тысқары генетикалық инженерияға тыйым салуда нәтижесіз болса, онда Сингер қандай «батыл» стратегияны ұсынады?","question: Егер әлемге тән тыйым салу айқын ақауларды жоюдан басқа гендік инженерияға тыйым салуда пайдасыз болса, онда Сингер қандай «батыл» стратегияны ұсынады?"
