мәтін,жапсырма,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
" Сыра қайнату зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы әңгіме Голливудтан алынған сценарий сияқты екенін айтады. Ол мұны білуі керек.",2,"мәтін:  Сыра қайнату зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы әңгіме Голливудтан алынған сценарий сияқты екенін айтады. Ол мұны білуі керек.
жапсырма: 2","A) Сыра варенье зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы әңгімені Голливудтан алынған сценарий сияқты екенін айтады. Ол мұны біліп алуы керек.

B) Сыра дайындау зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы пікір Голливудтан алынған сценарий сияқты екенін айтады. Ол мұны білуі тиіс.

C) Сыра өндіріс зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы әңгіме Голливудтан алынған сценарий түрінде екенін айтады. Ол мұны білуге міндетті.

D) Сыра шығаратын зауытының сатып алушысы дүйсенбіде көлеңкеден шығады деп күтілуде, МИЛУОКИ - Пол Аттанасио ағасының бейсбол командасын сатып алуы туралы болжам Голливудтан алынған сценарий секілді екенін айтады. Ол мұны білу керек.",,,,,E,B,C,D
Цунамиден зардап шеккен Тайландта полиция балаларды жыныстық саудагерлер ұрлап кеткен деп қорқатын швед баласын іздестіруде.,0,"мәтін: Цунамиден зардап шеккен Тайландта полиция балаларды жыныстық саудагерлер ұрлап кеткен деп қорқатын швед баласын іздестіруде.
жапсырма: 0","A) мәтін: Цунамиден зардап шеккен Тайландта тәртіп сақшылары балаларды жыныстық саудагерлер ұрлап кеткен деп қорқатын швед баласын іздестіруде. жапсырма: 0

B) мәтін: Цунамиден зиян шеккен Тайландта полиция балаларды жыныстық саудагерлер ұрлап кеткен деп қауіптенетін швед баласын іздестіруде. жапсырма: 0

C) мәтін: Цунамиден зардап шеккен Тайландта полицейлер балаларды жыныстық саудагерлер ұрлап кеткен деп қауіптенетін швед баласын іздестіруде. жапсырма: 0

D) мәтін: Цунамиден зардап шеккен Тайландта құқық қорғаушылар балаларды жыныстық саудагерлер ұрлап кеткен деп қорқатын швед баласын іздестіруде. жапсырма: 0",,,,,E,B,C,D
"Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру комитеті сәрсенбі күні хабарлағандай, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу матчында ойнайды.",1,"мәтін: Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру комитеті сәрсенбі күні хабарлағандай, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу матчында ойнайды.
жапсырма: 1","A) мәтін: Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру комитеті сәрсенбі күні мәлімдегендей, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу кездесуінде ойнайды. жапсырма: 1

B) мәтін: Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру кеңесі сәрсенбі күні жариялағандай, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу ойындарында ойнайды. жапсырма: 1

C) мәтін: Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру ұйымы сәрсенбі күні хабарлағандай, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу сайысында ойнайды. жапсырма: 1

D) мәтін: Германия 2006 жылғы әлем чемпионатын бастайды ФРАНКФУРТ, ГЕРМАНИЯ -- ФИФА-ның ұйымдастыру тобы сәрсенбі күні білдіргендей, үй иелері Германия 2006 жылғы әлем чемпионатының ашылу бәсекесінде ойнайды. жапсырма: 1",,,,,E,B,C,D
"Зейле соңғы рет ұстайды Арт Хоу жұма күні кешке зейнетке шыққан Тодд Зейленің тілегін орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде алғаш рет тақтай артында қалуы.",1,"мәтін: Зейле соңғы рет ұстайды Арт Хоу жұма күні кешке зейнетке шыққан Тодд Зейленің тілегін орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде алғаш рет тақтай артында қалуы.
жапсырма: 1","A) мәтін: Зейле соңғы рет ұстайды Арт Хау жұма күні кеште зейнетке шыққан Тодд Зейленің сұрауын орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде алғаш рет тақта артында қалуы. жапсырма: 1

B) мәтін: Зейле соңғы рет ұстайды Арт Хау жұма күні кешінде зейнетке шыққан Тодд Зейленің өтінішін орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде алғаш рет тақта артында қалуы. жапсырма: 1

C) мәтін: Зейле соңғы рет ұстайды Арт Хау жұма күні кешке зейнетке шыққан Тодд Зейленің тілегін орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде бірінші рет тақта артында қалуы. жапсырма: 1

D) мәтін: Зейле соңғы рет ұстайды Арт Хау жұма күні кеште зейнетке шыққан Тодд Зейленің тілегін орындайды: Зейле Том Главейнді Питтсбургте ұстайды, бұл оның 14 жыл ішінде алғаш рет тақта артында қалуы. жапсырма: 1",,,,,E,B,C,D
" АҚШ тұтынушыларының сенімі жұмыспен қамтудағы қиындықтардың күшеюіне байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген болжам нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді.",2,"мәтін:  АҚШ тұтынушыларының сенімі жұмыспен қамтудағы қиындықтардың күшеюіне байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген болжам нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді.
жапсырма: 2","A) мәтін:  АҚШ тұтынушыларының сенімі жұмыспен қамтудағы қиындықтардың артуына байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген күтулер нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді. жапсырма: 2

B) мәтін:  АҚШ тұтынушыларының сенімі жұмыспен қамтудағы мәселелердің күшеюіне байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген болжамдар нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді. жапсырма: 2

C) мәтін:  АҚШ тұтынушыларының сенімі жұмыспен қамтудағы қиындықтардың күшейіп жатқанына байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген болжамдар нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді. жапсырма: 2

D) мәтін:  АҚШ тұтынушыларының сенімі жұмыспен қамтудағы қиындықтардың өсуіне байланысты екінші ай қатарынан төмендеді (AFP) AFP - Конференция кеңесінің мәліметінше, жұмыс орындарына деген болжам нашарлағандықтан, қыркүйек айында АҚШ тұтынушыларының сенімі екінші ай қатарынан төмендеді. жапсырма: 2",,,,,E,B,C,D
" Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізуші осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.",1,"мәтін:  Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізуші осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.
жапсырма: 1","A)  
Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізушісі осындай қате жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.

B)  
Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың өзге жүргізушісі осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.

C)  
Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізуші осындай қате жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жаза түрін өзгертуін қалайды.

D)  
Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың өзге жүргізуші осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жаза түрін өзгертуін қалайды.","Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізушісі осындай қате жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.","Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың өзге жүргізушісі осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жазасын өзгертуін қалайды.","Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың басқа жүргізуші осындай қате жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жаза түрін өзгертуін қалайды.","Эрнхардт: Ұпай емес, ақша алыңыз. Дейл Эрнхардт кіші NASCAR-дың өзге жүргізуші осындай қателік жібермес бұрын теледидар мен радио хабарларында балағат сөздер айтқаны үшін жаза түрін өзгертуін қалайды.",A,A,C,A
" FCC VoIP бойынша штаттарға өкілеттік беретінін мәлімдеді (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін басқаруда штаттарға өкілеттік беретінін мәлімдеді, бұл қадам провайдерлердің өсуді, инновацияны және жаңадан пайда болған салада бәсекеге қабілетті баға белгілеуді ынталандыру үшін маңызды деп аталды.",3,"мәтін:  FCC VoIP бойынша штаттарға өкілеттік беретінін мәлімдеді (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін басқаруда штаттарға өкілеттік беретінін мәлімдеді, бұл қадам провайдерлердің өсуді, инновацияны және жаңадан пайда болған салада бәсекеге қабілетті баға белгілеуді ынталандыру үшін маңызды деп аталды.
жапсырма: 3","A) FCC VoIP бойынша штаттарға өкілеттілік беретінін хабарлады (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін реттеуде штаттарға өкілеттілік беретінін хабарлады, бұл қадам провайдерлердің дамуын, инновацияны және жаңа пайда болған салада бәсекеге қабілетті бағаларды белгілеуді ынталандыру үшін маңызды деп аталды.

B) FCC VoIP бойынша штаттарға өкілеттілік беретінін жариялады (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін басқаруда штаттарға өкілеттілік беретінін жариялады, бұл қадам провайдерлердің өсімін, жаңашылықты және жаңа пайда болған салада бәсекеге қабілетті тарифтерді белгілеуді ынталандыру үшін маңызды деп аталды.

C) FCC VoIP бойынша штаттарға уәкілеттік беретінін көрсетті (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін басқаруда штаттарға уәкілеттік беретінін көрсетті, бұл қадам провайдерлердің гүлденуін, инновацияны және жаңа пайда болған салада бәсекеге қабілетті құндарды белгілеуді ынталандыру үшін маңызды деп аталды.

D) FCC VoIP бойынша штаттарға құзырет беретінін жария етті (SiliconValley.com) SiliconValley.com - Сейсенбі күні федералды реттеушілер интернет-телефон қызметтерін басқаруда штаттарға құзырет беретінін жария етті, бұл қадам провайдерлердің дамуын, жаңарту мен жаңа пайда болған салада бәсекеге қабілетті бағаларды белгілеуді ынталандыру үшін маңызды деп аталды.",,,,,E,B,C,D
"Microsoft сыншылардың үнін өшіру үшін спамға қарсы спецификацияны қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, деректерін және процестерін бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастырады.",3,"мәтін: Microsoft сыншылардың үнін өшіру үшін спамға қарсы спецификацияны қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, деректерін және процестерін бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастырады.
жапсырма: 3","A) мәтін: Microsoft сыншылардың даусын өшіру үшін спамға қарсы спецификацияны қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, деректерін және процестерін бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастыруды көздейді. жапсырма: 3

B) мәтін: Microsoft сыншылардың үнін өшіру үшін спамға қарсы нұсқаны қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, мәліметтерін және процестерін бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастыруды жоспарлайды. жапсырма: 3

C) мәтін: Microsoft сыншылардың дауысын өшіру үшін спамға қарсы сипаттаманы қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, деректерін және рәсімдерін бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастыруды ұсынады. жапсырма: 3

D) мәтін: Microsoft сыншылардың үнін өшіру үшін спамға қарсы бағдарламаға қайта өңдейді. com 2004 жылғы 25 қазан, сағат 18:49 PT. Бұл басымдық бесінші орында тұр, себебі компаниялар бизнес логикасын, мәліметтерін және құқықтарын бір-бірімен және клиенттермен бөлісу үшін веб-қызметтерді көбірек орналастыруды көздейтін болады. жапсырма: 3",,,,,E,B,C,D
" IBM екі ядролы Opteron жүйесін пайдаланады Big Blue жоғары өнімді серверде AMD чипін пайдаланады, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлап отырған жоқ.",3,"мәтін:  IBM екі ядролы Opteron жүйесін пайдаланады Big Blue жоғары өнімді серверде AMD чипін пайдаланады, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлап отырған жоқ.
жапсырма: 3","A)  
мәтін:  IBM екі ядролы Opteron құрылғысын пайдаланады Big Blue жоғары өнімді серверде AMD чипін қолданады, бірақ әлі жалпы мақсаттағы Opteron құрылғысын жоспарлап отырған жоқ.  
жапсырма: 3  

B)  
мәтін:  IBM қос ядролы Opteron жүйесін қолданады Big Blue жоғары өнімді серверде AMD чипін пайдалануда, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлауды ойламаған.  
жапсырма: 3  

C)  
мәтін:  IBM екі ядролы Opteron платформасын пайдалануда Big Blue жоғары өнімді серверде AMD чипін қолданады, бірақ әлі жалпы мақсаттағы Opteron платформасын жоспарлап жатқан жоқ.  
жапсырма: 3  

D)  
мәтін:  IBM екі ядролы Opteron жүйесін қолдануда Big Blue жоғары өнімді серверде AMD процессорын пайдаланады, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлауды қаламайды.  
жапсырма: 3  ","мәтін:  IBM екі ядролы Opteron құрылғысын пайдаланады Big Blue жоғары өнімді серверде AMD чипін қолданады, бірақ әлі жалпы мақсаттағы Opteron құрылғысын жоспарлап отырған жоқ.  
жапсырма: 3","мәтін:  IBM қос ядролы Opteron жүйесін қолданады Big Blue жоғары өнімді серверде AMD чипін пайдалануда, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлауды ойламаған.  
жапсырма: 3","мәтін:  IBM екі ядролы Opteron платформасын пайдалануда Big Blue жоғары өнімді серверде AMD чипін қолданады, бірақ әлі жалпы мақсаттағы Opteron платформасын жоспарлап жатқан жоқ.  
жапсырма: 3","мәтін:  IBM екі ядролы Opteron жүйесін қолдануда Big Blue жоғары өнімді серверде AMD процессорын пайдаланады, бірақ әлі жалпы мақсаттағы Opteron жүйесін жоспарлауды қаламайды.  
жапсырма: 3",A,A,C,D
" Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық пайдасын жариялады, бірақ одан да жақсы нәтиже көрсетті",2,"мәтін:  Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық пайдасын жариялады, бірақ одан да жақсы нәтиже көрсетті
жапсырма: 2","A)  Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық кірісін жариялады, бірақ одан да жақсы нәтиже көрсетті 

B)  Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық табысын жариялады, бірақ одан да жақсы нәтиже көрсетті 

C)  Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық пайдасын хабарлады, бірақ одан да жақсы нәтиже көрсетті 

D)  Comcast пайдасы болжамдардан төмен түсті АҚШ-тың ең ірі кабельдік операторы Comcast Corp. (CMCSA.O: Цитата, профиль, зерттеу) сәрсенбіде Уолл-стрит болжамдарынан төмен тоқсандық кірісін көрсетті, бірақ одан да жақсы нәтиже көрсетті ",,,,,E,B,C,D
" АҚШ тыңшылық күштерін орталықтандыруда одақтастардың ішінде жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, құдіретті директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының көпшілігінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс істейтін тәжірибеден түбегейлі бас тартады.",0,"мәтін:  АҚШ тыңшылық күштерін орталықтандыруда одақтастардың ішінде жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, құдіретті директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының көпшілігінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс істейтін тәжірибеден түбегейлі бас тартады.
жапсырма: 0","A) мәтін:  АҚШ тыңшылық күштерін орталықтандыруда одақтастардың арасында жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, қуатты директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының көптегенінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс істеуді тәжірибеден түбегейлі бас тартады. жапсырма: 0

B) мәтін:  АҚШ тыңшылық күштерін орталықтандыруда одақтас елдердің арасына жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, мықты директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының басым көпшілігінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс жүргізуге тәжірибеден түбегейлі бас тартады. жапсырма: 0

C) мәтін:  АҚШ тыңшылық күштерін орталықтандыруда одақтастардың арасында жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, күшті директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының көпшілігінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс жасаудан тәжірибеден түбегейлі бас тартады. жапсырма: 0

D) мәтін:  АҚШ тыңшылық күштерін орталықтандыруда одақтестердің ішінде жалғыз БЕРЛИН (Рейтер) - Ұлттық барлаудың жаңа, ықпалды директорын құру арқылы Америка Құрама Штаттары Батыс одақтастарының көпшілігінде тыңшылар көпшіліктің назарынан тыс қалып, комитеттермен жұмыс істеуге тәжірибеден түбегейлі бас тартады. жапсырма: 0",,,,,E,B,C,D
Тестілеу хоум-рандарды шектемеді. Мақтанатын уақыт келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санын азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.,1,"мәтін: Тестілеу хоум-рандарды шектемеді. Мақтанатын уақыт келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санын азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.
жапсырма: 1","A)
мәтін: Тестілеу хоум-рандарды шектемеді. Мақтануға уақыт келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санына азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1  

B)
мәтін: Тестілеу хоум-рандарды шектемеді. Мақтану сәті келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар көлемін азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1  

C)
мәтін: Тестілеу хоум-рандарды шектемеді. Мақтанудың уақыты келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар сапасын азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1  

D)
мәтін: Тестілеу хоум-рандарды шектемеді. Мақтану уақыты келіп жетті. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санын кемітеді деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1  ","мәтін: Тестілеу хоум-рандарды шектемеді. Мақтануға уақыт келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санына азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1","мәтін: Тестілеу хоум-рандарды шектемеді. Мақтану сәті келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар көлемін азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1","мәтін: Тестілеу хоум-рандарды шектемеді. Мақтанудың уақыты келді. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар сапасын азайтады деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1","мәтін: Тестілеу хоум-рандарды шектемеді. Мақтану уақыты келіп жетті. Біз 2004 жылы допты тестілеу рандар мен хоум-рандар санын кемітеді деп батыл мәлімдеген күмәншілдердің (қойлардың?) арасында болдық.  
жапсырма: 1",A,A,A,A
"Мыңдаған бейне ойын жанкүйерлері сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының көшірмесін алу үшін кезекке тұрды, оның алғашқы күнгі сатылымы Голливуд блокбастерімен бәсекелеседі деп күтілуде.",3,"мәтін: Мыңдаған бейне ойын жанкүйерлері сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының көшірмесін алу үшін кезекке тұрды, оның алғашқы күнгі сатылымы Голливуд блокбастерімен бәсекелеседі деп күтілуде.
жапсырма: 3","A) Мыңдаған бейне ойын әуесқойлары сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының нұсқасын алу үшін кезекке тұрды, оның алғашқы күнгі саудасы Голливуд блокбастерімен бәсекелеседі деп күтілуде.

B) Мыңдаған бейне ойын қызығушылары сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының көшірмесін алу үшін кезекке тұрды, оның алғашқы күнгі сатылымы Голливуд блокбастерімен бәсекелеседі деп болжануда.

C) Мыңдаған бейне ойын жанкүйерлері сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының баламасын алу үшін кезекке тұрды, оның алғашқы күнгі өткізілуі Голливуд блокбастерімен бәсекелеседі деп күтілуде.

D) Мыңдаған бейне ойын әуесқойлары сейсенбі күні түнде Америка Құрама Штаттары бойынша 6500-ден астам дүкеннің алдында жаңа Halo 2 ойынының вариациясын алу үшін кезекке тұрды, оның алғашқы күнгі саудасы Голливуд блокбастерімен бәсекелеседі деп болжануда.",,,,,E,B,C,D
Шоуолтер сәрсенбі күні Америка бейсбол жазушылары қауымдастығының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары қауымдастығының (#39) жыл менеджерлері деп атады.,1,"мәтін: Шоуолтер сәрсенбі күні Америка бейсбол жазушылары қауымдастығының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары қауымдастығының (#39) жыл менеджерлері деп атады.
жапсырма: 1","A) Шоуолтер сәрсенбі күні Америка бейсбол жазушылары қауымдастығының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары ассоциациясының (#39) жыл менеджерлері деп атады.

B) Шоуолтер сәрсенбі күні Америка бейсбол жазушылары ұйымының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары қауымдастығының (#39) жыл менеджерлері деп атады. 

C) Шоуолтер сәрсенбі күні Америка бейсбол жазушылары ассоциациясының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары ұйымының (#39) жыл менеджерлері деп атады. 

D) Шоуолтер сәрсенбі күні Америка бейсбол жазушылары қауымдастығының (#39) дауыс беруі бойынша Twins #39 және Gardenhire (Алабама штаты) #39 командаларын жеңді; Бак Шоуолтер мен Атланта #39 ойыншысы Бобби Коксты сәрсенбіде Америка бейсбол жазушылары ассоциациясының (#39) жыл менеджерлері деп атады.",,,,,E,B,C,D
