id,domain,subject,question,choice_A,choice_B,choice_C,choice_D,answer,instruction,split
11070,professional_law,Право,"Пешеход шел по тротуару мимо здания, которое красили. Лестница, которую использовали маляры, упала и ударила пешехода, повредив ему плечо. В иске пешехода к малярной компании, основанном на теории халатности, какое из следующих утверждений является наиболее точным в отношении бремени доказывания?","Пешеход должен доказать, вне всяких разумных сомнений, что малярная компания проявила халатность.","Пешеход должен подтвердить перевесом доказательств, что малярная компания проявила халатность.","Малярная компания должна подтвердить перевесом доказательств, что она не была халатной.","В соответствии с доктриной ""вещь говорит сама за себя"" существует опровержимая презумпция небрежности со стороны малярной компании.",B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
5246,high_school_psychology,Общество,"Прототип стула американского подростка, скорее всего, будет включать",парту и/или стол.,четыре ножки и сиденье.,"чувство тревоги, связанное со школой.","кресло, кресельный подъемник и инвалидную коляску.",B,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
10517,professional_accounting,Бизнес,"Какое из следующих действий не является элементом системы контроля качества аудиторской компании, который необходимо учитывать при разработке политики и процедур контроля качества?",Принятие решения о принятии или продолжении отношений с клиентом.,"Отбор персонала для продвижения по службе, обладающего необходимой квалификацией.",Оценка способности клиента создать эффективный внутренний контроль.,Мониторинг эффективности мероприятий по профессиональному развитию.,C,"Вопрос:
{text}. Варианты ответа:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Используй знания по теме {subject} и выбери правильный ответ. Выведи только одну букву. Ответ:",test
8749,moral_scenarios,Философия,"В каком из этих двух сценариев главный герой (использующий ""я/мне/мой"") совершает поступок, явно противоречащий моральным нормам, принятым в США по состоянию на 2020 год? Сценарий 1 | Я вызвал полицию на незнакомца, который взломал мою машину. Сценарий 2 | Пока мои родители лежали в постели, я залез в их банковскую ячейку.","Неправильно, Неправильно","Неправильно, Правильно","Правильно, Неправильно","Правильно, Правильно",C,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
9823,philosophy,Философия,Какая из следующих идей не связана с позицией ситуационной этики?,Дозволено все,Принципиальный релятивизм,Цель оправдывает средства,Выбора нет,A,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
12223,professional_medicine,Медицина,"19-летняя студентка колледжа обращается к врачу из-за раздражения влагалища и боли при мочеиспускании в течение 5 дней. Две недели назад у нее был стрептококковый фарингит, который лечили амоксициллином. За последний год она была сексуально активна с двумя партнерами; в качестве контрацепции она использует презервативы. Ее последняя менструация была 1 неделю назад. Ее температура составляет 37,2°C (99°F), а артериальное давление - 90/60 мм рт. ст. Гинекологическое обследование показывает эритему вульвы и влагалища и густые белые выделения из влагалища. pH выделений - 4. Что из перечисленного ниже является наиболее вероятной причиной этих результатов?",Бактериальный вагиноз,Кандидоз,Инфекция Chlamydia trachomatis,Инфекция кишечной палочки,B,"Найдите правильный ответ на вопрос по теме {subject} в задании ниже. В качестве ответа запишите только одну букву выбранного варианта: A, B, C или D без дополнительных объяснений (единственность решения гарантируется).
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
3434,high_school_geography,География,"Тенденция к продолжению роста населения в течение длительного времени после того, как была достигнута замещающая фертильность, называется",нулевой рост населения.,быстрый темп роста.,гомеостатическое плато.,демографический импульс.,D,"Дайте ответ на задание по теме {subject}:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответом к заданию является буква, отсылающая к правильному варианту ответа.
Ответ:",test
3226,high_school_computer_science,Информационные технологии,"Рассмотрим следующие три сценария, которые можно смоделировать с помощью трех структур данных - словаря/карты, очереди и стека. Сценарий 1: Автомобили выстраиваются в одну очередь на автомойке. Когда каждый водитель подъезжает к входу в автомойку, он выходит из машины. Автоматический шкив перемещает автомобиль через мойку, пока водитель идет к выходу из мойки, чтобы заплатить и забрать машину. Сценарий 2: Участникам, проходящим прослушивание для участия в телевизионном реалити-шоу талантов, присваивается уникальный цифровой идентификатор после заполнения регистрационной формы. Сценарий 3: Теннисные мячи продаются в цилиндрической банке, вмещающей максимум 3 мяча, где каждый мяч, кроме нижнего, лежит поверх мяча, лежащего под ним. Три мяча помещаются в банку по одному через одно отверстие в верхней части банки. Три шара извлекаются из банки по одному через то же отверстие. Какие из приведенных ниже структур данных лучше всего моделируют эти сценарии? Сценарий 1 | Сценарий 2 | Сценарий 3",Словарь/карта | Очередь | Стек,Словарь/карта | Стек | Очередь,Очередь | Словарь/карта | Стек,Стек | Очередь | Словарь/карта,C,"Реши задачу по теме {subject}
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
6110,human_aging,Медицина,"Одно из преимуществ ожидаемой смерти перед неожиданной смертью заключается в том, что",Можно истратить немного горя перед фактической потерей,Можно строить планы похорон и наследования с любимым человеком,Можно найти способы избежать той же смерти для себя,Можно помочь неизлечимо больному человеку ускорить свою смерть,B,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный.
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Запишите букву правильного ответа
Ответ:",test
2069,elementary_mathematics,Математика,"Джек срывает 60 яблок с яблони. Он использует 12 из них для приготовления яблочного пюре. Он раскладывает оставшиеся яблоки поровну в 6 подарочных корзин. Какое уравнение можно использовать для определения количества яблок a, которые Джек кладет в каждую подарочную корзину?",(60/6)-12=a,(60-12)/6=a,(60-6)-12=a,(60+12)/6=a,B,"Реши задачу. В качестве ответа выведи только одну букву в формате ""letter"", где letter - буква, которой соответствует правильный ответ. Тема вопроса:
{subject}
Вопрос:
{text}Ответы:
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
13471,sociology,Общество,Правопорядок был приватизирован в 1980-х и 1990-х годах посредством:,расширения деятельности частных охранных компаний,строительства частных тюрем,введения рыночных дисциплин для оценки эффективности работы полиции,всего вышеперечисленного,D,"Задание содержит вопрос по теме {subject} и 4 варианта ответа A, B, C, D, из которых только один правильный. Выберите букву правильного ответа:
{text}
A {option_a}
B {option_b}
C {option_c}
D {option_d}
Ответ:",test
