question,тақырып,таңдаулар,жауап,sheet
 Төмендегілердің қайсысы йод тапшылығына әкелуі мүмкін?, тамақтану, ['Жемістер мен көкөністерді аз тұтыну'' 'Орталық Африкада тек жергілікті жерде өсірілген азық-түліктерді тұтыну' 'Калорияны жеткіліксіз тұтыну' 'Күн сәулесінің жеткіліксіз әсері'],1,Sheet1
"1993 жылы фермердің фермаға меншік құқығы қарапайым абсолютті түрде тіркелген. 1994 жылы фермер ұлына 1000 долларға фермер қол қойған, ұлы мен оның мұрагерлерін мұрагер ретінде көрсеткен және бетінде жарамды болып көрінетін құжатты тапсырды. Ұлы құжатты тіркеуді ұмытып кетті. 1998 жылы фермерден балаға мұрагерлік туралы құжаттың бар екенін білетін инвестор фермерді іздеп тауып, фермерден инвесторға және оның мұрагерлеріне ферманың меншік құқығын 10 000 долларға сатып алуды сұрады. Фермер мұндай құжатты жасады, ал инвестор оны дереу тіркеді. Инвестордың мақсаты меншік құқығын алу және фермаға меншік құқығын алу болды. 1998 жылы инвестор ферманың айналасына қоршау салды. 1999 жылы ұлы ферманың меншік құқығын фермерге тапсырды және фермер төлеген 15 000 долларға фермер мен оның мұрагерлерінің пайдасына ферманың меншік құқығын қол қойып, тапсырды. Жер телімін алғаннан кейін, фермер меншік құқығын іздеуге, мүлікті тексеруге немесе құжатты тіркеуге ешқандай күш салмады. 2003 жылы мұғалім инвесторға 20 000 доллар төледі, ал инвестор мұғалімге мұғалім мен оның мұрагерлерінің пайдасына ферманың құжатын тапсырды. Мұғалім мүлікті тексеріп, меншік құқығын тексеріп, фермерден балаға дейінгі құжатты білетін. Мұғалім жерде тұрмаса да, ол аптасына екі рет фермаға үнемі барып тұратын. Мұғалім өз құжатын тіркеп алды. 2007 жылы профессор төлеген 25 000 долларға фермер профессор мен оның мұрагерлерін грант алушылар ретінде белгілейтін ферманың құжатына қол қойып, тапсырды. Профессор фермерге ақша төлеп, құжатын алмас бұрын, профессор фермаға барып, қоршауды бақылады. Алайда, профессор мүлікке барған кезде мұғалім болған жоқ, және оны кім – кім – пайдаланып жатқанын көрсеткен ештеңе болған жоқ. Қалай болғанда да, профессор сатып алуды жасамас бұрын меншік құқығын іздеуге тырыспады. Содан кейін профессор құжатты тіркеп алды. Ескерту: Бұл юрисдикция Грант беруші — Грант алушы индекстерін пайдаланады және Тракт индексі жоқ. Юрисдикцияның тіркеу туралы заңында былай делінген: «Тіркелмеген жылжымайтын мүліктің әрбір өткізілуі келесі сатып алушыға қатысты құндылық үшін жарамсыз болып табылады, оның өткізілуі алдымен тиісті түрде тіркелуі тиіс». 2008 жылы фермаға меншік құқығын тоқтату туралы талап арызында келесі тараптардың қайсысы меншік құқығында басымдыққа ие болады?",кәсіби_құқық, ['Профессор.' 'Инвестор.' 'Мұғалім.' 'Ранчер.'],0,Sheet1
" 2019 жылғы жағдай бойынша, әлем халқының шамамен қанша пайызы қауіпсіз ауыз суға қол жеткізе алмайды?", жаһандық_фактілер, ['10%' '20%' '30%' '40%'],2,Sheet1
 Тұрақты ток машинасы үшін шунт кедергісі және якорь кедергісінің мәндері, электрлік_инженерия, ['жоғары және жоғары' 'жоғары және төмен' 'төмен және төмен' 'төмен және жоғары'],1,Sheet1
 Америкалық психиатриялық қауымдастық шығарған және сипаттамалық диагноз қою үшін қолданылатын клиникалық синдромдар бойынша нұсқаулық әдетте ... деп аталады, орта мектеп психологиясы, ['ANOVA' 'DSM-5' 'APA Desk Reference' 'Бұзылыстарды диагностикалау дайджесті'],1,Sheet1
" Ағымдағы жылы Поплар Сити өзінің жалпы міндеттеме облигациялары бойынша 5000 АҚШ доллары көлемінде пайыз және 20000 АҚШ доллары көлемінде негізгі соманы төледі. Төлем сол жылдың басында жалпы қордан аударылған қолма-қол ақшаны пайдаланып, қарызға қызмет көрсету қорынан жүргізілді. Қала шығындар туралы қалай есеп беруі керек? Жалпы қор Қарызға қызмет көрсету қоры Тұрақты қор", кәсіби_бухгалтерлік_есеп, ['$25000 $25000 $0' '$0 $25000 $20000' '$25000 $5000 $0' '$0 $25000 $0'],3,Sheet1
"Мектеп директоры өз оқушыларының отбасына шаққандағы орташа табысты бағалауға қызығушылық танытады. Ол кездейсоқ оқушылар үлгісін таңдап, олардың отбасы табысы туралы ақпарат жинайды. Осы деректерден отбасына шаққандағы орташа табыс үшін есептелген 95 пайыздық сенімділік аралығы ($35,095, $45,005) құрайды. Төмендегілердің қайсысы осы сенімділік аралығының ең жақсы түсіндірмесін береді?", орта мектеп статистикасы," [«Оның мектебіндегі оқушылардың 95 пайызы табысы 35 095 доллардан 45 005 долларға дейінгі отбасылардан шыққан.» «Бұл мектептегі барлық оқушылардың отбасыларының табысы 35 095 доллардан 45 005 долларға дейінгі болуы 95% ықтималдық бар.» «Егер біз дәл осындай көлемдегі басқа үлгіні алып, 95 пайыздық сенімділік аралығын есептесек, аралықты алу мүмкіндігіміз 95% болар еді ($35 095, $45 005).» «Мектептегі отбасының орташа табысы 35 095 доллардан 45 005 долларға дейінгі болуы 95% ықтималдық бар.»]",3,Sheet1
"Адамдар нақты жағдайларда (мысалы, факультет отырысында, үйлену тойында немесе мейрамханада) қалай әрекет ету керектігін анықтау үшін келесілердің қайсысына сүйенеді?", кәсіби_психология, ['эвристика' 'прототиптер' 'скрипттер' 'өмірлік кеңістік']],2,Sheet1
 Төмендегілердің қайсысы ана сүтін ішудің нәресте үшін пайдалы екенін жақсы түсіндіреді?, орта мектеп_биологиясы,['Ана сүтінде сперматозоидтан немесе жұмыртқа жасушасынан пайда болатын мутацияларды қалпына келтіретін дәрумендер бар.'' Ана сүтінде асқазан-ішек жолдарының патогендерінен қорғайтын аналық антиденелер бар.'' Ана сүтінде балалық шақтың кең таралған патогендерін жоятын аналық вакциналар бар.'' Ана сүтінде нәрестенің дамып келе жатқан миына пайдалы ересек гемоглобині бар эритроциттер бар.'],1,Sheet1
ЖІӨ дефляторы I инфляция деңгейін есептеу үшін қолданылады. II. ТБИ-ге балама болып табылады. III. ТБИ-ге қарағанда дәлірек., орта мектеп_макроэкономикасы, ['Тек мен ғана рас.' 'I және II рас.' 'I және III рас.' 'II және III рас.'],1,Sheet1
" Элиз мектепке бара жатып, радиодан концерт билетінің ойнатылатыны туралы естиді. Ол жеңіске жеткен жетінші қоңырау шалушы болуы керек. Қоңырау шалу үшін көлікті тоқтатып жатқанда, ол нөмірді өзіне бірнеше рет қайталайды. Элиз телефон нөмірін есте сақтау үшін келесілердің қайсысын қолданды?", орта мектеп психологиясы, ['Айқын естелік' 'Жасалма жаттығу' 'Бөлектеу' 'Техникалық қызмет көрсету жаттығуы'],3,Sheet1
 Инк империясына тиесілі мүлікті пайдалану құқығы үшін патшаға қандай еңбек қызметі төленуі тиіс еді?, тарихқа дейінгі кезең, ['Хипу' «Митъа» «Бөлінген мұра» «Капакоча»],1,Sheet1
" 2020 жылғы жағдай бойынша АҚШ-тағы қарапайым моральдық стандарттарға сәйкес, осы екі сценарийдің қайсысы үшін басты кейіпкер (мен/мен/менің сөздерін қолданатын) моральдық тұрғыдан дұрыс емес нәрсе жасайды? 1-сценарий | Мен ең жақын досымның әйелін сүйдім 2-сценарий | Мен балаларды тарту үшін фургонымда кәмпит қораптарын сақтаймын.", моральдық_сценарийлер," ['Қате, қате' 'Қате, қате емес' 'Қате емес, қате' 'Қате емес, қате емес' 'Қате емес, қате емес']",0,Sheet1
 Ұлттық қауымдастық қалаға қарсы федералды сотқа талап арыз берді. Талап бойынша қала бірнеше федералды заңдарды бұзды деп айыпталды. Сот процесінде қауымдастықтың адвокаты қалалық адвокатты қарсы куәгер ретінде шақырды. Қалалық адвокат адвокат-клиент құпиялылығын растады және оған жеткізілген мәселелер құпия болып қалуы керек деп қарсылық білдірді. Қалалық адвокаттың қарсылықтарымен көтерілген мәселелер келесідей шешілуі керек, кәсіби_құқық,"['федералдық артықшылық туралы заң.' 'форум штатының артықшылық туралы заңы.' 'сот анықтағандай федералдық артықшылық туралы заң немесе форум штатының артықшылық туралы заңы.' 'федералдық артықшылық туралы заң немесе форум штатының артықшылық туралы заңы, сот дәлелдемелерді мойындау ықтималдығы жоғары деп тапса.'",0,Sheet1
