subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
us_foreign_policy,"In general, how do conservatives and liberals differ when it comes to defense spending?",Conservatives are skeptical of increases in defense spending; liberals advocate increases in defense spending.,Conservatives favor social spending over defense spending; liberals favor defense spending over social spending.,Conservatives advocate increases in defense spending; liberals are generally skeptical of increases in defense spending.,Conservatives emphasize strong economies; liberals emphasize strong military readiness.,2,C,test,"question: In general, how do conservatives and liberals differ when it comes to defense spending?","A)
question: In general, how do conservatives and liberals vary when it comes to defense spending?

B)
question: In general, how do conservatives and liberals differ with respect to defense spending?

C)
question: In general, how do conservatives and liberals contrast concerning defense spending?

D)
question: In general, how do conservatives and liberals diverge regarding defense spending?","question: In general, how do conservatives and liberals vary when it comes to defense spending?","question: In general, how do conservatives and liberals differ with respect to defense spending?","question: In general, how do conservatives and liberals contrast concerning defense spending?","question: In general, how do conservatives and liberals diverge regarding defense spending?",A,A,C,D
prehistory,"Unlike most other early civilizations, Minoan culture shows little evidence of:",trade.,warfare.,the development of a common religion.,conspicuous consumption by elites.,3,D,test,"question: Unlike most other early civilizations, Minoan culture shows little evidence of:","A)
question: Contrary to the majority of other early civilizations, Minoan society displays scant evidence of:

B)
question: In contrast to most other early civilizations, Minoan culture reveals little proof of:

C)
question: Different from most other early civilizations, Minoan culture offers few indications of:

D)
question: Unlike most other early civilizations, Minoan civilization exhibits scarce signs of:","question: Contrary to the majority of other early civilizations, Minoan society displays scant evidence of:","question: In contrast to most other early civilizations, Minoan culture reveals little proof of:","question: Different from most other early civilizations, Minoan culture offers few indications of:","question: Unlike most other early civilizations, Minoan civilization exhibits scarce signs of:",A,A,C,A
miscellaneous,Which of the following is the best description of a consumer checking account?,An asset for the consumer and a liability for the bank,A liability for the consumer and an asset for the bank,An asset for both the consumer and the bank,A liability for both the consumer and the bank,0,A,test,question: Which of the following is the best description of a consumer checking account?,"A)
question: Which of the following is the most accurate definition of a personal checking account?

B)
question: Which of the following is the most precise explanation of a retail checking account?

C)
question: Which of the following is the best characterization of a personal current account?

D)
question: Which of the following is the most accurate description of a retail current account?",question: Which of the following is the most accurate definition of a personal checking account?,question: Which of the following is the most precise explanation of a retail checking account?,question: Which of the following is the best characterization of a personal current account?,question: Which of the following is the most accurate description of a retail current account?,A,A,A,A
college_biology,Which of the following statements about excretory organs is true?,The kidneys of saltwater fishes produce urine hyperosmotic to their tissues.,The kidneys of desert mammals produce urine that is hypoosmotic to the urine of freshwater fishes.,Malpighian tubules allow insects to excrete waste through the exoskeleton.,Juxtamedullary nephrons in the mammalian kidney allow the organism to produce hyperosmotic urine.,3,D,test,question: Which of the following statements about excretory organs is true?,"A)
question: Which of the following assertions concerning excretory organs is correct?

B)
question: Which of the following claims regarding excretory organs is accurate?

C)
question: Which of the following propositions about organs of excretion is true?

D)
question: Which of the following declarations on excretory organs is correct?",question: Which of the following assertions concerning excretory organs is correct?,question: Which of the following claims regarding excretory organs is accurate?,question: Which of the following propositions about organs of excretion is true?,question: Which of the following declarations on excretory organs is correct?,A,B,A,D
world_religions, The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,1,B,test,question:  The term mappo is associated with which of the following?,"A)
question:  This expression mappo is linked with which of the following?

B)
question:  That designation mappo is connected to which of the following?

C)
question:  This phrase mappo is related to which of the following?

D)
question:  That expression mappo is affiliated with which of the following?",question:  This expression mappo is linked with which of the following?,question:  That designation mappo is connected to which of the following?,question:  This phrase mappo is related to which of the following?,question:  That expression mappo is affiliated with which of the following?,A,A,C,D
prehistory,"Identify the correct sequence of mean cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","650cc, 1220cc, 1500cc","800cc, 1280cc, 2000cc","1261cc, 1480cc, 1450cc","1350cc, 1100cc, 1510cc",2,C,validation,"question: Identify the correct sequence of mean cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","A)
question: Determine the correct order of mean cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.

B)
question: Identify the proper sequence of average cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.

C)
question: Select the correct sequence of mean cranial volumes for premodern Homo sapiens, Neandertals, and modern Homo sapiens.

D)
question: Choose the correct order of average cranial volumes for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","question: Determine the correct order of mean cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","question: Identify the proper sequence of average cranial capacities for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","question: Select the correct sequence of mean cranial volumes for premodern Homo sapiens, Neandertals, and modern Homo sapiens.","question: Choose the correct order of average cranial volumes for premodern Homo sapiens, Neandertals, and modern Homo sapiens.",A,A,C,A
high_school_macroeconomics,If global warming raises temperatures so high that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?,Structural,Frictional,Seasonal,Institutional,0,A,validation,question: If global warming raises temperatures so high that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?,"A)
question: If global heating elevates temperatures so high that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?

B)
question: If climate warming increases temperatures to such levels that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?

C)
question: If planetary warming raises temperatures so high that snow can never again occur anywhere snow ski instructors will experience which type of unemployment?

D)
question: If global warming elevates temps so high that snowfall can never again exist anywhere snow ski instructors will experience which type of unemployment?",question: If global heating elevates temperatures so high that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?,question: If climate warming increases temperatures to such levels that snow can never again exist anywhere snow ski instructors will experience which type of unemployment?,question: If planetary warming raises temperatures so high that snow can never again occur anywhere snow ski instructors will experience which type of unemployment?,question: If global warming elevates temps so high that snowfall can never again exist anywhere snow ski instructors will experience which type of unemployment?,A,B,C,D
sociology,"In contemporary societies, social institutions are:","highly specialized, interrelated sets of social practices",disorganized social relations in a postmodern world,virtual communities in cyberspace,no longer relevant to sociology,0,A,test,"question: In contemporary societies, social institutions are:","A)
question: Within modern communities, communal institutions are:

B)
question: In present-day societies, social organizations are:

C)
question: In current societies, societal institutions are:

D)
question: Within contemporary communities, social establishments are:","question: Within modern communities, communal institutions are:","question: In present-day societies, social organizations are:","question: In current societies, societal institutions are:","question: Within contemporary communities, social establishments are:",A,B,C,D
professional_law,"A professor, being fee simple owner of an apartment building, made a conveyance thereof in these words, ""I hereby convey my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the professor reserved a life estate to himself. The professor then told his children of his conveyance and put it in the family vault in the library for safekeeping. Thereafter, the son married a doctor. The professor, who disliked the doctor, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the professor conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the professor again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the doctor as his sole heir. Title to the apartment building is in",the daughter and the doctor as tenants in common.,the daughter subject to the professor's life estate.,"the daughter and the doctor as tenants in common, subject to the professor's life estate.","the daughter and the doctor as joint tenants with survivorship rights, subject to the professor's life estate.",2,C,test,"question: A professor, being fee simple owner of an apartment building, made a conveyance thereof in these words, ""I hereby convey my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the professor reserved a life estate to himself. The professor then told his children of his conveyance and put it in the family vault in the library for safekeeping. Thereafter, the son married a doctor. The professor, who disliked the doctor, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the professor conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the professor again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the doctor as his sole heir. Title to the apartment building is in","A)
question: An academic, being fee simple proprietor of an apartment building, made a transfer thereof in these words, ""I hereby transfer my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the academic reserved a life estate to himself. The academic then told his children of his transfer and put it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The academic, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the academic conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the academic again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in

B)
question: A scholar, being fee simple proprietor of an apartment building, made a grant thereof in these words, ""I hereby grant my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the scholar reserved a life estate to himself. The scholar then informed his children of his grant and placed it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The scholar, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the scholar conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the scholar again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in

C)
question: A lecturer, being fee simple holder of an apartment house, made a transfer thereof in these words, ""I hereby transfer my apartment house to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the lecturer reserved a life estate to himself. The lecturer then advised his children of his transfer and deposited it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The lecturer, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the lecturer conveyed the apartment house ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the lecturer again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment house is in

D)
question: A faculty member, being fee simple proprietor of an apartment building, effected a conveyance thereof in these words, ""I hereby assign my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the faculty member reserved a life estate to himself. The faculty member then informed his children of his assignment and placed it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The faculty member, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the faculty member conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the faculty member again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in","question: An academic, being fee simple proprietor of an apartment building, made a transfer thereof in these words, ""I hereby transfer my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the academic reserved a life estate to himself. The academic then told his children of his transfer and put it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The academic, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the academic conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the academic again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in","question: A scholar, being fee simple proprietor of an apartment building, made a grant thereof in these words, ""I hereby grant my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the scholar reserved a life estate to himself. The scholar then informed his children of his grant and placed it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The scholar, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the scholar conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the scholar again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in","question: A lecturer, being fee simple holder of an apartment house, made a transfer thereof in these words, ""I hereby transfer my apartment house to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the lecturer reserved a life estate to himself. The lecturer then advised his children of his transfer and deposited it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The lecturer, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the lecturer conveyed the apartment house ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the lecturer again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment house is in","question: A faculty member, being fee simple proprietor of an apartment building, effected a conveyance thereof in these words, ""I hereby assign my apartment building to my son and daughter as tenants in common. "" In the deed instrument, which was properly executed, the faculty member reserved a life estate to himself. The faculty member then informed his children of his assignment and placed it in the family vault in the library for safekeeping. Thereafter, the son married a physician. The faculty member, who disliked the physician, then executed another deed that he labeled ""a correction deed. "" In the ""correction deed,"" the faculty member conveyed the apartment building ""to my son and daughter as joint tenants with right of survivorship. "" According to the new deed, the faculty member again reserved a life estate to himself. Both children accepted delivery of the ""correction deed. "" Six months later, the son died intestate, leaving the physician as his sole heir. Title to the apartment building is in",A,A,A,A
professional_law,"As a legislative aide to a U. S. Senator you are called upon to provide an analysis of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax upon the gross annual receipts from the sales of all birth control devices. The bill has the strong support of conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably","constitutional, because the fact that the tax applies to all sales of every type of birth control device invalidates any possible objection to the tax on the grounds that it violates the equal protection clause of the Fourteenth Amendment.","constitutional, because the fact that controversial policy motives may have induced the enactment of an otherwise reasonable measure calculated to raise revenue does not ipso facto invalidate the tax.","unconstitutional, because in inseverable aggregates, the domestic purchases and sales of birth control devices affect interstate and foreign commerce.","unconstitutional, because the tax burdens the fundamental right to privacy of users of birth control devices without establishing a compelling national interest for doing so.",1,B,test,"question: As a legislative aide to a U. S. Senator you are called upon to provide an analysis of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax upon the gross annual receipts from the sales of all birth control devices. The bill has the strong support of conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably","A)
question: As a legislative assistant to a U. S. Senator you are summoned to provide an analysis of the constitutionality of a bill awaiting congressional approval. The bill levies a 15% tax upon the gross annual receipts from the sales of all contraceptive devices. The bill enjoys the strong support of conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably

B)
question: As a legislative aide to a U. S. Senator you are called upon to furnish an analysis of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax on the gross yearly receipts from the sales of all birth control devices. The bill has strong backing from conservative and anti-abortion organizations. The stated purpose of the proposed measure is to raise revenue and stimulate population growth across the country. In your learned opinion, the proposed tax is probably

C)
question: As a legislative aide to a U. S. Senator you are called upon to provide an assessment of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax upon the total annual receipts from the sales of all contraceptive devices. The bill commands strong support from conservative and pro-life groups. The stated purpose of the proposed measure is to produce revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably

D)
question: As a legislative aide to a U. S. Senator you are summoned to present an analysis of the constitutionality of a bill pending congressional approval. The bill levies a 15% tax upon the gross annual receipts from sales of all birth control devices. The bill has substantial support from conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and encourage population growth across the country. In your learned opinion, the proposed tax is probably","question: As a legislative assistant to a U. S. Senator you are summoned to provide an analysis of the constitutionality of a bill awaiting congressional approval. The bill levies a 15% tax upon the gross annual receipts from the sales of all contraceptive devices. The bill enjoys the strong support of conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably","question: As a legislative aide to a U. S. Senator you are called upon to furnish an analysis of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax on the gross yearly receipts from the sales of all birth control devices. The bill has strong backing from conservative and anti-abortion organizations. The stated purpose of the proposed measure is to raise revenue and stimulate population growth across the country. In your learned opinion, the proposed tax is probably","question: As a legislative aide to a U. S. Senator you are called upon to provide an assessment of the constitutionality of a bill pending congressional approval. The bill imposes a 15% tax upon the total annual receipts from the sales of all contraceptive devices. The bill commands strong support from conservative and pro-life groups. The stated purpose of the proposed measure is to produce revenue and spur population growth across the country. In your learned opinion, the proposed tax is probably","question: As a legislative aide to a U. S. Senator you are summoned to present an analysis of the constitutionality of a bill pending congressional approval. The bill levies a 15% tax upon the gross annual receipts from sales of all birth control devices. The bill has substantial support from conservative and pro-life organizations. The stated purpose of the proposed measure is to raise revenue and encourage population growth across the country. In your learned opinion, the proposed tax is probably",A,A,A,A
logical_fallacies,_Circulus in probando_ is another name for,The fallacy of accident,False dilemma,Begging the question,Guilt by association,2,C,test,question: _Circulus in probando_ is another name for,"A)
question: _petitio principii_ is another name for

B)
question: _begging the question_ is another name for

C)
question: _circular reasoning_ is another name for

D)
question: _circular argument_ is another name for",question: _petitio principii_ is another name for,question: _begging the question_ is another name for,question: _circular reasoning_ is another name for,question: _circular argument_ is another name for,A,C,A,A
abstract_algebra,Statement 1 | If H is a subgroup of G and a belongs to G then aH is a subgroup of G if and only if a is in H. Statement 2 | If H is a subgroup of G and a and b belong to G then aH = bH if and only if ab is in H.,"True, True","False, False","True, False","False, True",2,C,test,question: Statement 1 | If H is a subgroup of G and a belongs to G then aH is a subgroup of G if and only if a is in H. Statement 2 | If H is a subgroup of G and a and b belong to G then aH = bH if and only if ab is in H.,"A)
question: Statement 1 | Suppose H is a subgroup of G and a is in G then aH is a subgroup of G if and only if a is in H. Statement 2 | Suppose H is a subgroup of G and a and b are in G then aH = bH if and only if ab is in H.

B)
question: Statement 1 | Assume H is a subgroup of G and a belongs to G then aH is a subgroup of G if and only if a belongs to H. Statement 2 | Assume H is a subgroup of G and a and b belong to G then aH = bH if and only if ab belongs to H.

C)
question: Statement 1 | If H is a subgroup of G and a lies in G then aH is a subgroup of G if and only if a lies in H. Statement 2 | If H is a subgroup of G and a and b lie in G then aH = bH if and only if ab lies in H.

D)
question: Statement 1 | Let H be a subgroup of G and a is an element of G then aH is a subgroup of G if and only if a is an element of H. Statement 2 | Let H be a subgroup of G and a and b are elements of G then aH = bH if and only if ab is an element of H.",question: Statement 1 | Suppose H is a subgroup of G and a is in G then aH is a subgroup of G if and only if a is in H. Statement 2 | Suppose H is a subgroup of G and a and b are in G then aH = bH if and only if ab is in H.,question: Statement 1 | Assume H is a subgroup of G and a belongs to G then aH is a subgroup of G if and only if a belongs to H. Statement 2 | Assume H is a subgroup of G and a and b belong to G then aH = bH if and only if ab belongs to H.,question: Statement 1 | If H is a subgroup of G and a lies in G then aH is a subgroup of G if and only if a lies in H. Statement 2 | If H is a subgroup of G and a and b lie in G then aH = bH if and only if ab lies in H.,question: Statement 1 | Let H be a subgroup of G and a is an element of G then aH is a subgroup of G if and only if a is an element of H. Statement 2 | Let H be a subgroup of G and a and b are elements of G then aH = bH if and only if ab is an element of H.,A,A,A,A
public_relations,"To celebrate its 100th anniversary, your company wants to publish a coffee-table book of photos depicting the company's history. You dig through the files and old annual reports and find many photos, some of which have never been published. Some of the unpublished photos are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?","Yes, if you pay the publisher a fee to reproduce the photos.","Yes, the company paid for the photography and therefore owns the prints.","Yes, you can reproduce the photos if you give proper credit to the photographer.","No, the photographer or heirs own the copyright and must grant permission to reproduce the unpublished photographs.",3,D,validation,"question: To celebrate its 100th anniversary, your company wants to publish a coffee-table book of photos depicting the company's history. You dig through the files and old annual reports and find many photos, some of which have never been published. Some of the unpublished photos are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?","A)
question: To commemorate its 100th anniversary, your company wants to publish a coffee-table book of photographs depicting the company's history. You sift through the files and old annual reports and find many photographs, some of which have never been published. Some of the unpublished photographs are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?

B)
question: To celebrate its centennial, your firm intends to produce a coffee-table volume of images showing the firm's history. You dig through the files and old annual reports and uncover many images, some of which have never been published. Some of the unpublished images are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the firm and the photographer. Can you reprint the photos without the original photographer's permission?

C)
question: To mark its 100th anniversary, your organization plans to publish a coffee-table book of pictures portraying the organization's history. You rummage through the files and old annual reports and locate many pictures, some of which have never been published. Some of the unpublished pictures are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the organization and the photographer. Can you reprint the photos without the original photographer's permission?

D)
question: To honor its 100th anniversary, your company wants to issue a coffee-table book of photographs depicting the company's history. You go through the files and old annual reports and find many photos, some of which have never been published. Some of the unpublished photos are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher tells you they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?","question: To commemorate its 100th anniversary, your company wants to publish a coffee-table book of photographs depicting the company's history. You sift through the files and old annual reports and find many photographs, some of which have never been published. Some of the unpublished photographs are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?","question: To celebrate its centennial, your firm intends to produce a coffee-table volume of images showing the firm's history. You dig through the files and old annual reports and uncover many images, some of which have never been published. Some of the unpublished images are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the firm and the photographer. Can you reprint the photos without the original photographer's permission?","question: To mark its 100th anniversary, your organization plans to publish a coffee-table book of pictures portraying the organization's history. You rummage through the files and old annual reports and locate many pictures, some of which have never been published. Some of the unpublished pictures are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher says they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the organization and the photographer. Can you reprint the photos without the original photographer's permission?","question: To honor its 100th anniversary, your company wants to issue a coffee-table book of photographs depicting the company's history. You go through the files and old annual reports and find many photos, some of which have never been published. Some of the unpublished photos are dated and stamped on the back with the name of a photography studio that has been out of business for 20 years. When you consult with your publisher about the most effective way to reproduce these particular prints, the publisher tells you they cannot reprint them without the original photographer's permission. You are unable to find the original contract between the company and the photographer. Can you reprint the photos without the original photographer's permission?",A,A,C,A
conceptual_physics,An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,0,A,test,question: An electron can be speeded up by,"A)
question: An isolated electron may be accelerated by means of

B)
question: An unbound electron can be made faster through

C)
question: An individual electron may be sped up via

D)
question: An solitary electron is capable of being accelerated with",question: An isolated electron may be accelerated by means of,question: An unbound electron can be made faster through,question: An individual electron may be sped up via,question: An solitary electron is capable of being accelerated with,A,A,A,A
global_facts,"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,2,C,test,"question: As of 2019, about what share of electricity came from fossil fuels in the United States?","A)
question: As of 2019, approximately what proportion of electricity came from fossil fuels in the United States?

B)
question: As of 2019, roughly what fraction of electrical generation came from fossil fuels in the United States?

C)
question: As of 2019, about what percentage of electrical power was supplied by fossil fuels in the United States?

D)
question: As of 2019, nearly what portion of electricity originated from fossil-fuel sources in the United States?","question: As of 2019, approximately what proportion of electricity came from fossil fuels in the United States?","question: As of 2019, roughly what fraction of electrical generation came from fossil fuels in the United States?","question: As of 2019, about what percentage of electrical power was supplied by fossil fuels in the United States?","question: As of 2019, nearly what portion of electricity originated from fossil-fuel sources in the United States?",A,A,A,A
professional_psychology,"A person who is actively rejecting the dominant culture and holds rigid, positive beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?",Conformity,Dissonance,Resistance and immersion,Introspection,2,C,test,"question: A person who is actively rejecting the dominant culture and holds rigid, positive beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?","A)
question: An individual who is actively repudiating the dominant culture and maintains inflexible, favorable convictions about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?

B)
question: Someone who is openly rejecting the dominant culture and holds rigid, positive beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?

C)
question: An individual who is actively eschewing the dominant culture and maintains uncompromising, favorable beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?

D)
question: Someone who is overtly repudiating the dominant culture and holds inflexible, favorable convictions about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?","question: An individual who is actively repudiating the dominant culture and maintains inflexible, favorable convictions about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?","question: Someone who is openly rejecting the dominant culture and holds rigid, positive beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?","question: An individual who is actively eschewing the dominant culture and maintains uncompromising, favorable beliefs about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?","question: Someone who is overtly repudiating the dominant culture and holds inflexible, favorable convictions about the minority culture is most likely in what stage of racial/cultural identity development according to Atkinson, Morten, and Sue?",A,A,C,D
moral_disputes," Baxter claims that his ""very general way"" of stating what we should strive for environmentally assumes that",we have a god-like control over the environment.,we can measure in some way the incremental units of human satisfaction.,nonhuman animals have no value whatsoever.,all of the above,1,B,test,"question:  Baxter claims that his ""very general way"" of stating what we should strive for environmentally assumes that","A)
question:  Baxter asserts that his ""very general way"" of stating what we should strive for environmentally assumes that

B)
question:  Baxter contends that his ""very general way"" of stating what we should strive for environmentally presupposes that

C)
question:  Baxter maintains that his ""very general way"" of expressing what we ought to strive for environmentally assumes that

D)
question:  Baxter argues that his ""very general way"" of stating what we should aim for environmentally assumes that","question:  Baxter asserts that his ""very general way"" of stating what we should strive for environmentally assumes that","question:  Baxter contends that his ""very general way"" of stating what we should strive for environmentally presupposes that","question:  Baxter maintains that his ""very general way"" of expressing what we ought to strive for environmentally assumes that","question:  Baxter argues that his ""very general way"" of stating what we should aim for environmentally assumes that",A,A,C,A
