subject,question,choice_A,choice_B,choice_C,choice_D,answer,answer_letter,split,instance,generated_options,option_a,option_b,option_c,option_d
professional_law,"A state has enacted a party affiliation statute prohibiting a person from being an independent candidate in a general election if she had either (1) registered with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state adopted the so-called ""disaffiliation"" statute in order to have intraparty feuds resolved in primary elections rather than in the general election. Moreover, the state's elections director strongly supported the law and argued that it was necessary to avoid voter confusion and to ensure that the general election winner received a majority. A man, who was a registered Democrat in 2008, now wishes to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and barred him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?",The state must demonstrate that the law is necessary to further an important state interest under equal protection analysis.,The state must demonstrate that the law is necessary to further a compelling state interest under fundamental rights analysis.,The man must demonstrate that the law is not rationally related to any legitimate state interest under fundamental rights analysis.,The man must demonstrate under fundamental rights analysis that the state has less restrictive alternative means available for independent candidates to get a ballot position.,1,B,test,"question: A state has enacted a party affiliation statute prohibiting a person from being an independent candidate in a general election if she had either (1) registered with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state adopted the so-called ""disaffiliation"" statute in order to have intraparty feuds resolved in primary elections rather than in the general election. Moreover, the state's elections director strongly supported the law and argued that it was necessary to avoid voter confusion and to ensure that the general election winner received a majority. A man, who was a registered Democrat in 2008, now wishes to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and barred him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?","A)
question: A state has adopted a party affiliation statute forbidding a person from being an independent candidate in a general election if she had either (1) enrolled with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state enacted the so-called ""disaffiliation"" statute in order to have intraparty quarrels resolved in primary elections rather than in the general election. Moreover, the state's elections director strongly endorsed the law and asserted that it was necessary to prevent voter confusion and to ensure that the general election winner received a majority. A man, who was a registered Democrat in 2008, now wishes to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and excluded him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?

B)
question: A state has promulgated a party-affiliation law prohibiting a person from being an independent candidate in a general election if she had either (1) affiliated with a political party during the year prior to the immediately preceding primary, or (2) cast a ballot in that primary. The state adopted the so-called ""disaffiliation"" provision so that intraparty disputes would be settled in primary elections rather than in the general election. Furthermore, the state's elections director strongly supported the statute and contended that it was necessary to avoid voter confusion and to guarantee that the general election victor obtained a majority. A man, who was a registered Democrat in 2008, now seeks to run as an independent candidate in the November, 2009, general election. Nevertheless, the elections director determined that his candidacy contravened the state's ""disaffiliation"" law and barred him from appearing on the ballot. If the man brings suit in federal district court contesting the constitutionality of the state's election statute, which of the following best states the burden of persuasion?

C)
question: A state has enacted a party membership statute barring a person from being an independent candidate in a general election if she had either (1) signed up with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state put in place the so-called ""disaffiliation"" statute to have intraparty conflicts resolved in primary elections rather than in the general election. In addition, the state's elections director strongly endorsed the measure and argued that it was necessary to prevent voter confusion and to make sure that the general election winner secured a majority. A man, who was a registered Democrat in 2008, now intends to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy breached the state's ""disaffiliation"" statute and prohibited him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election law, which of the following best states the burden of persuasion?

D)
question: A state has enacted a party affiliation ordinance disallowing a person from being an independent candidate in a general election if she had either (1) registered as a member of a political party during the year prior to the immediately preceding primary, or (2) participated in that primary by voting. The state instituted the so-called ""disaffiliation"" statute so that intraparty disagreements would be resolved in primary elections rather than in the general election. Moreover, the state's elections director vigorously supported the regulation and maintained that it was necessary to avoid voter confusion and to ensure that the general election winner achieved a majority. A man, who was a registered Democrat in 2008, now wants to run as an independent candidate in the November, 2009, general election. Yet, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and prevented him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?","question: A state has adopted a party affiliation statute forbidding a person from being an independent candidate in a general election if she had either (1) enrolled with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state enacted the so-called ""disaffiliation"" statute in order to have intraparty quarrels resolved in primary elections rather than in the general election. Moreover, the state's elections director strongly endorsed the law and asserted that it was necessary to prevent voter confusion and to ensure that the general election winner received a majority. A man, who was a registered Democrat in 2008, now wishes to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and excluded him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?","question: A state has promulgated a party-affiliation law prohibiting a person from being an independent candidate in a general election if she had either (1) affiliated with a political party during the year prior to the immediately preceding primary, or (2) cast a ballot in that primary. The state adopted the so-called ""disaffiliation"" provision so that intraparty disputes would be settled in primary elections rather than in the general election. Furthermore, the state's elections director strongly supported the statute and contended that it was necessary to avoid voter confusion and to guarantee that the general election victor obtained a majority. A man, who was a registered Democrat in 2008, now seeks to run as an independent candidate in the November, 2009, general election. Nevertheless, the elections director determined that his candidacy contravened the state's ""disaffiliation"" law and barred him from appearing on the ballot. If the man brings suit in federal district court contesting the constitutionality of the state's election statute, which of the following best states the burden of persuasion?","question: A state has enacted a party membership statute barring a person from being an independent candidate in a general election if she had either (1) signed up with a political party during the year prior to the immediately preceding primary, or (2) voted in that primary. The state put in place the so-called ""disaffiliation"" statute to have intraparty conflicts resolved in primary elections rather than in the general election. In addition, the state's elections director strongly endorsed the measure and argued that it was necessary to prevent voter confusion and to make sure that the general election winner secured a majority. A man, who was a registered Democrat in 2008, now intends to run as an independent candidate in the November, 2009, general election. However, the elections director ruled that his candidacy breached the state's ""disaffiliation"" statute and prohibited him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election law, which of the following best states the burden of persuasion?","question: A state has enacted a party affiliation ordinance disallowing a person from being an independent candidate in a general election if she had either (1) registered as a member of a political party during the year prior to the immediately preceding primary, or (2) participated in that primary by voting. The state instituted the so-called ""disaffiliation"" statute so that intraparty disagreements would be resolved in primary elections rather than in the general election. Moreover, the state's elections director vigorously supported the regulation and maintained that it was necessary to avoid voter confusion and to ensure that the general election winner achieved a majority. A man, who was a registered Democrat in 2008, now wants to run as an independent candidate in the November, 2009, general election. Yet, the elections director ruled that his candidacy violated the state's ""disaffiliation"" statute and prevented him from appearing on the ballot. If the man files suit in federal district court challenging the constitutionality of the state's election statute, which of the following best states the burden of persuasion?"
high_school_psychology,Which of the following best exemplifies sensory adaptation?,enjoying a song the more you hear it,responding immediately every time the fire alarm is sounded,not realizing how cold the pool is after you are under the water for a few minutes,relying heavily on your hearing when you are walking down a dark corridor,2,C,test,question: Which of the following best exemplifies sensory adaptation?,"A)
question: Which of the following best illustrates sensory habituation?

B)
question: Which of the following best demonstrates sensory habituation?

C)
question: Which of the following best exemplifies perceptual habituation?

D)
question: Which of the following best demonstrates sensory accommodation?",question: Which of the following best illustrates sensory habituation?,question: Which of the following best demonstrates sensory habituation?,question: Which of the following best exemplifies perceptual habituation?,question: Which of the following best demonstrates sensory accommodation?
college_biology,"In cloning experiments on the frog Xenopus laevis, nuclei were removed from intestinal cells of tadpoles and transplanted into zygotes whose nuclei had been removed. A small percent of these zygotes developed into normal frogs, suggesting that",intestinal cells can be transformed into all cell types,frogs do not have the same developmental constraints as other species,intestinal cell nuclei are highly specialized,the genomes of all somatic cells are equivalent,3,D,validation,"question: In cloning experiments on the frog Xenopus laevis, nuclei were removed from intestinal cells of tadpoles and transplanted into zygotes whose nuclei had been removed. A small percent of these zygotes developed into normal frogs, suggesting that","A)
question: During cloning studies on the frog Xenopus laevis, nuclei were excised from intestinal cells of tadpoles and grafted into zygotes whose nuclei had been removed. A small proportion of these zygotes developed into normal frogs, suggesting that

B)
question: In cloning trials on the frog Xenopus laevis, nuclei were taken from intestinal cells of tadpoles and transplanted into zygotes whose nuclei had been extracted. A small fraction of these zygotes developed into normal frogs, suggesting that

C)
question: In cloning experiments on the frog Xenopus laevis, nuclei were removed from gut cells of tadpoles and transferred into zygotes whose nuclei had been removed. A small percentage of these zygotes developed into normal frogs, suggesting that

D)
question: During cloning experiments on the frog Xenopus laevis, nuclei were removed from intestinal cells of tadpoles and inserted into zygotes whose nuclei had been removed. A tiny proportion of these zygotes developed into normal frogs, suggesting that","question: During cloning studies on the frog Xenopus laevis, nuclei were excised from intestinal cells of tadpoles and grafted into zygotes whose nuclei had been removed. A small proportion of these zygotes developed into normal frogs, suggesting that","question: In cloning trials on the frog Xenopus laevis, nuclei were taken from intestinal cells of tadpoles and transplanted into zygotes whose nuclei had been extracted. A small fraction of these zygotes developed into normal frogs, suggesting that","question: In cloning experiments on the frog Xenopus laevis, nuclei were removed from gut cells of tadpoles and transferred into zygotes whose nuclei had been removed. A small percentage of these zygotes developed into normal frogs, suggesting that","question: During cloning experiments on the frog Xenopus laevis, nuclei were removed from intestinal cells of tadpoles and inserted into zygotes whose nuclei had been removed. A tiny proportion of these zygotes developed into normal frogs, suggesting that"
high_school_us_history,"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement had a major influence on the ratification of which of the following?",The Nineteenth Amendment.,The Equal Rights Amendment.,The Fifteenth Amendment.,The Twenty-sixth Amendment.,0,A,test,"question: This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement had a major influence on the ratification of which of the following?","A)
question: This question pertains to the following information.
""I am in Birmingham because injustice exists here. . . . Furthermore, I am aware of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement had a significant impact on the ratification of which of the following?

B)
question: This question concerns the following information.
""I am in Birmingham because injustice exists here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement played a major role in the ratification of which of the following?

C)
question: This question relates to the following information.
""I am in Birmingham because injustice is present here. . . . Additionally, I am aware of the connectedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what transpires in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, fastened in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement exerted a major influence on the ratification of which of the following?

D)
question: This prompt refers to the following information.
""I am in Birmingham because injustice exists here. . . . Moreover, I am mindful of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what occurs in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, bound in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement significantly influenced the ratification of which of the following?","question: This question pertains to the following information.
""I am in Birmingham because injustice exists here. . . . Furthermore, I am aware of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement had a significant impact on the ratification of which of the following?","question: This question concerns the following information.
""I am in Birmingham because injustice exists here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement played a major role in the ratification of which of the following?","question: This question relates to the following information.
""I am in Birmingham because injustice is present here. . . . Additionally, I am aware of the connectedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what transpires in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, fastened in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement exerted a major influence on the ratification of which of the following?","question: This prompt refers to the following information.
""I am in Birmingham because injustice exists here. . . . Moreover, I am mindful of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what occurs in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, bound in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Susan B. Anthony and others in the women's rights movement significantly influenced the ratification of which of the following?"
conceptual_physics,A wave transfers,amplitude,wavelength,frequency,energy,3,D,test,question: A wave transfers,"A)
question: One ripple conveys

B)
question: A ripple transmits

C)
question: One oscillation carries

D)
question: A disturbance passes",question: One ripple conveys,question: A ripple transmits,question: One oscillation carries,question: A disturbance passes
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",0,A,test,"question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","A)
question: For which of these two situations does the protagonist (who uses I/me/my) do something manifestly unethical, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.

B)
question: For which of these two scenarios does the main character (who uses I/me/my) commit an act clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.

C)
question: For which of these two scenarios does the narrator (who uses I/me/my) do something plainly immoral, according to common moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.

D)
question: For which of these two scenarios does the central character (who uses I/me/my) engage in conduct clearly unethical, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","question: For which of these two situations does the protagonist (who uses I/me/my) do something manifestly unethical, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","question: For which of these two scenarios does the main character (who uses I/me/my) commit an act clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","question: For which of these two scenarios does the narrator (who uses I/me/my) do something plainly immoral, according to common moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.","question: For which of these two scenarios does the central character (who uses I/me/my) engage in conduct clearly unethical, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner."
computer_security,What does EXE do when the STP solver times out on a constraint query for a particular path?,Assume that the query is satisfiable and continue executing the path.,Assume that the query is not satisfiable and stop executing the path,"Restart STP and retry the query, up to a limited number of retries.",Remove a subset of the constraints and retry the query.,1,B,test,question: What does EXE do when the STP solver times out on a constraint query for a particular path?,"A)
question: What does EXE do when the STP solver expires on a constraint check for a particular path?

B)
question: What does EXE do when the STP solver runs out of time on a constraint query for a specific path?

C)
question: What does EXE do when the STP solver exceeds its time limit on a constraint query for a given path?

D)
question: What does EXE do when the STP solver hits a timeout on a constraint examination for a particular path?",question: What does EXE do when the STP solver expires on a constraint check for a particular path?,question: What does EXE do when the STP solver runs out of time on a constraint query for a specific path?,question: What does EXE do when the STP solver exceeds its time limit on a constraint query for a given path?,question: What does EXE do when the STP solver hits a timeout on a constraint examination for a particular path?
moral_disputes, Huemer argues that there is no reason to think that the harms of drug use are in an important sense,more harmful on average than legally permitted harmful activities.,differing from the harms of other legally permitted harmful activities.,more detrimental to a person's character than otherslegally permitted harmful activities.,All of the above.,3,D,test,question:  Huemer argues that there is no reason to think that the harms of drug use are in an important sense,"A)
question:  Huemer contends that there is no reason to suppose that the harms of drug use are in an important sense

B)
question:  Huemer maintains that there is no reason to believe that the harms of drug use are in an important sense

C)
question:  Huemer argues that there is no basis to think that the harms of substance use are in an important sense

D)
question:  Huemer asserts that there is no reason to think that the harms of drug consumption are in an important sense",question:  Huemer contends that there is no reason to suppose that the harms of drug use are in an important sense,question:  Huemer maintains that there is no reason to believe that the harms of drug use are in an important sense,question:  Huemer argues that there is no basis to think that the harms of substance use are in an important sense,question:  Huemer asserts that there is no reason to think that the harms of drug consumption are in an important sense
college_medicine,"The son of a bricklayer goes to college and i) becomes a teacher at a medical school, ii) gets promoted to tenured professor, and iii) moves across the country for a new tenured professor position at a different school. Sequentially, this man has experienced:","intergenerational mobility with respect to the father, horizontal mobility, horizontal mobility","intragenerational mobility with respect to the son, upward mobility, upward mobility","intergenerational mobility with respect to the father, upward mobility, horizontal mobility","intragenerational mobility with respect to the son, horizontal mobility, upward mobility",2,C,test,"question: The son of a bricklayer goes to college and i) becomes a teacher at a medical school, ii) gets promoted to tenured professor, and iii) moves across the country for a new tenured professor position at a different school. Sequentially, this man has experienced:","A)
question: The offspring of a mason attends university and i) becomes an instructor at a medical school, ii) is promoted to tenured professor, and iii) relocates across the country for a new tenured professor post at a different school. Sequentially, this man has experienced:

B)
question: The child of a brick mason enrolls in college and i) becomes a lecturer at a medical school, ii) receives a promotion to tenured professor, and iii) moves across the country for a new tenured professorship at another school. Sequentially, this man has experienced:

C)
question: The heir of a stonemason goes to college and i) becomes a teacher at a medical school, ii) attains tenure as a professor, and iii) moves across the country for a new tenured professor position at a different school. Sequentially, this man has experienced:

D)
question: The progeny of a bricklayer goes to college and i) becomes a teacher at a medical school, ii) secures promotion to a tenured professorship, and iii) moves across the country for a new tenured professor appointment at a different school. Sequentially, this man has experienced:","question: The offspring of a mason attends university and i) becomes an instructor at a medical school, ii) is promoted to tenured professor, and iii) relocates across the country for a new tenured professor post at a different school. Sequentially, this man has experienced:","question: The child of a brick mason enrolls in college and i) becomes a lecturer at a medical school, ii) receives a promotion to tenured professor, and iii) moves across the country for a new tenured professorship at another school. Sequentially, this man has experienced:","question: The heir of a stonemason goes to college and i) becomes a teacher at a medical school, ii) attains tenure as a professor, and iii) moves across the country for a new tenured professor position at a different school. Sequentially, this man has experienced:","question: The progeny of a bricklayer goes to college and i) becomes a teacher at a medical school, ii) secures promotion to a tenured professorship, and iii) moves across the country for a new tenured professor appointment at a different school. Sequentially, this man has experienced:"
logical_fallacies,The complex proposition fallacy involves,including more than one claim in the proposition and treating proof for one claim as proof for all the claims.,"asking a question that includes either an unproven assumption or more than one question, thus making a straightforward yes or no answer meaningless.",arguing that a claim must be true because there is no evidence that it is false.,arguing something is inferior just because it doesn't do something it was never intended to do.,0,A,test,question: The complex proposition fallacy involves,"A)
question: The compound proposition fallacy involves

B)
question: The complex statement fallacy involves

C)
question: The compound claim fallacy involves

D)
question: The intricate assertion fallacy involves",question: The compound proposition fallacy involves,question: The complex statement fallacy involves,question: The compound claim fallacy involves,question: The intricate assertion fallacy involves
moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong",2,C,test,"question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives","A)
question: For which of these two situations does the protagonist (who uses I/me/my) commit an act plainly ethically wrong, according to common moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives

B)
question: For which of these two scenarios does the main character (who uses I/me/my) do something obviously morally wrong, according to normal ethical standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I prepared my stepmom a strawberry shake because berries give her hives

C)
question: For which of these two scenarios does the central character (who uses I/me/my) perform an action clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries cause her hives

D)
question: For which of these two scenarios does the main protagonist (who uses I/me/my) do something manifestly morally wrong, according to ordinary moral norms in the US as of 2020? Scenario 1 | I deliberately avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives","question: For which of these two situations does the protagonist (who uses I/me/my) commit an act plainly ethically wrong, according to common moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives","question: For which of these two scenarios does the main character (who uses I/me/my) do something obviously morally wrong, according to normal ethical standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I prepared my stepmom a strawberry shake because berries give her hives","question: For which of these two scenarios does the central character (who uses I/me/my) perform an action clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I carefully avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries cause her hives","question: For which of these two scenarios does the main protagonist (who uses I/me/my) do something manifestly morally wrong, according to ordinary moral norms in the US as of 2020? Scenario 1 | I deliberately avoided the birds in the air with my drone. Scenario 2 | I made my stepmom a strawberry shake because berries give her hives"
