id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
14377,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),\(a_n=3\cdot2n^{-1}\) формуласымен берілген {\(a_n\)} тізбегінің алғашқы үш мүшесін табыңыз.,\(6;3;2\),\(2;3;6\),\(2;3;9\),\(\frac12;\frac13;\frac16\),,A,test,\(a_n=3\cdot2n^{-1}\) формуласымен берілген {\(a_n\)} тізбегінің алғашқы үш мүшесін табыңыз.,"A)
\(a_n=3\cdot2n^{-1}\) формуласымен көрсетілген {\(a_n\)} тізбегінің бастапқы үш мүшесін анықтаңыз.

B)
\(a_n=3\cdot2n^{-1}\) формуласымен жазылған {\(a_n\)} қатарының алғашқы үш элементін есептеңіз.

C)
\(a_n=3\cdot2n^{-1}\) формуласымен ұсынылған {\(a_n\)} тізбегінің алдыңғы үш мүшесін шығарыңыз.

D)
\(a_n=3\cdot2n^{-1}\) формуласымен берілген {\(a_n\)} жиынының алғашқы үш санын табыңыз.",\(a_n=3\cdot2n^{-1}\) формуласымен көрсетілген {\(a_n\)} тізбегінің бастапқы үш мүшесін анықтаңыз.,\(a_n=3\cdot2n^{-1}\) формуласымен жазылған {\(a_n\)} қатарының алғашқы үш элементін есептеңіз.,\(a_n=3\cdot2n^{-1}\) формуласымен ұсынылған {\(a_n\)} тізбегінің алдыңғы үш мүшесін шығарыңыз.,\(a_n=3\cdot2n^{-1}\) формуласымен берілген {\(a_n\)} жиынының алғашқы үш санын табыңыз.,A,B,C,D
20044,https://itest.kz/ru/endless,Humanities,Russian_Literature,High School,Russian,Russian Literature (High School in rus),"И снится ей блестящий вал турбины,
И мерный звук размерного труда,
И пенье труб, и зарево плотины,
И налитые током провода.
Стилистическая фигура, использованная в этих поэтических строках Н.А. Заболоцким, называется",умолчанием,анафорой,антитезой,эпифорой,,B,test,"И снится ей блестящий вал турбины,
И мерный звук размерного труда,
И пенье труб, и зарево плотины,
И налитые током провода.
Стилистическая фигура, использованная в этих поэтических строках Н.А. Заболоцким, называется","A)
И грезится ей сверкающий ротор машины,
И ровный гул ритмичного дела,
И гул каналов, и сияние гидроузла,
И наполненные энергией кабели.
Стилистический прием, примененный в данных стихотворных рядах Н.А. Заболоцким, именуется

B)
И видится ей лучистый блок агрегата,
И мерный шум слаженного производства,
И свист конструкций, и отсвет запруды,
И заряженные напряжением жилы.
Художественное средство, употребленное в этих лирических фразах Н.А. Заболоцким, обозначается

C)
И чудится ей сияющий диск механизма,
И четкий стук регулярной работы,
И рокот магистралей, и пламя дамбы,
И насыщенные мощностью электролинии.
Риторический оборот, задействованный в указанных песенных стихах Н.А. Заболоцким, определяется

D)
И представляется ей искристый маховик системы,
И постоянный звон организованного промысла,
И голос коммуникаций, и зарево шлюза,
И пропитанные потенциалом шнуры.
Поэтическая форма, использованная в представленных авторских строфах Н.А. Заболоцким, называется","И грезится ей сверкающий ротор машины,
И ровный гул ритмичного дела,
И гул каналов, и сияние гидроузла,
И наполненные энергией кабели.
Стилистический прием, примененный в данных стихотворных рядах Н.А. Заболоцким, именуется","И видится ей лучистый блок агрегата,
И мерный шум слаженного производства,
И свист конструкций, и отсвет запруды,
И заряженные напряжением жилы.
Художественное средство, употребленное в этих лирических фразах Н.А. Заболоцким, обозначается","И чудится ей сияющий диск механизма,
И четкий стук регулярной работы,
И рокот магистралей, и пламя дамбы,
И насыщенные мощностью электролинии.
Риторический оборот, задействованный в указанных песенных стихах Н.А. Заболоцким, определяется","И представляется ей искристый маховик системы,
И постоянный звон организованного промысла,
И голос коммуникаций, и зарево шлюза,
И пропитанные потенциалом шнуры.
Поэтическая форма, использованная в представленных авторских строфах Н.А. Заболоцким, называется",B,A,C,D
16669,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Дошкольный возраст сензитивен для развития:
","словесно-логического мышления
","отвлеченного мышления
","наглядно-образного мышления
","понятийного мышления
","наглядно-действенного мышления
",C,test,"Дошкольный возраст сензитивен для развития:
","A)
Детский период восприимчив для прогресса:

B)
Ранний этап податлив для эволюции:

C)
Предшкольный период благоприятен для роста:

D)
Малолетний возраст чувствителен для совершенствования:",Детский период восприимчив для прогресса:,Ранний этап податлив для эволюции:,Предшкольный период благоприятен для роста:,Малолетний возраст чувствителен для совершенствования:,C,A,C,D
14912,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),Функцияның туындысын табыңыз: \(y=e^{tg2x}\),\(\frac{2e^{tg2x}}{cos^22x}\),\(\frac{e^{tg2x}}{2cos^22x}\),\(\frac{e^{tg2x}}{cos^22x}\),\(\frac{e^{tg2x}}{4cos^22x}\),,A,test,Функцияның туындысын табыңыз: \(y=e^{tg2x}\),"A)
Функцияның дифференциалын есептеңіз: \(y=e^{tg2x}\)

B)
Функцияның туындысын анықтаңыз: \(y=e^{tg2x}\)

C)
Функцияның туындысын шығарыңыз: \(y=e^{tg2x}\)

D)
Функцияның туындысын көрсетіңіз: \(y=e^{tg2x}\)",Функцияның дифференциалын есептеңіз: \(y=e^{tg2x}\),Функцияның туындысын анықтаңыз: \(y=e^{tg2x}\),Функцияның туындысын шығарыңыз: \(y=e^{tg2x}\),Функцияның туындысын көрсетіңіз: \(y=e^{tg2x}\),C,B,C,D
6983,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Еліміздің шаруашылығында жетекші орын алатын саланы табыңыз.,Ауыр өнеркәсіп,Энергетика,Тамақ өнеркәсібі,Жеңіл өнеркәсіп,,A,test,Еліміздің шаруашылығында жетекші орын алатын саланы табыңыз.,"A)
Мемлекетіміздің экономикасында басты рөл атқаратын секторды анықтаңыз.

B)
Республикамыздың кәсіпшілігінде негізгі орын иеленетін бағытты көрсетіңіз.

C)
Отанымыздың өндірісінде маңызды үлес алатын құрылымды белгілеңіз.

D)
Жұртымыздың шаруасында алдыңғы қатардағы саланы таңдаңыз.",Мемлекетіміздің экономикасында басты рөл атқаратын секторды анықтаңыз.,Республикамыздың кәсіпшілігінде негізгі орын иеленетін бағытты көрсетіңіз.,Отанымыздың өндірісінде маңызды үлес алатын құрылымды белгілеңіз.,Жұртымыздың шаруасында алдыңғы қатардағы саланы таңдаңыз.,A,A,C,D
10545,https://ymnik.kz/tests_old/history/?v=19,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Годы великого бедствия в истории казахов начинаются:,С 1931 года.,С 1731 года.,С 1905 года.,С 1916 года.,С 1723 года.,E,test,Годы великого бедствия в истории казахов начинаются:,"A)
Времена огромного несчастья в летописи казахов берут свое начало:

B)
Период масштабной катастрофы в судьбе казахского народа открывается:

C)
Эпоха колоссальной трагедии в прошлом казахского этноса стартует:

D)
Цикл значительного лихолетья в хрониках казахской нации берет исток:",Времена огромного несчастья в летописи казахов берут свое начало:,Период масштабной катастрофы в судьбе казахского народа открывается:,Эпоха колоссальной трагедии в прошлом казахского этноса стартует:,Цикл значительного лихолетья в хрониках казахской нации берет исток:,A,A,A,A
7328,https://itest.kz/ru/endless,Social Science,Geography,High School,Russian,Geography (High School in rus),"Укажите государство, которое имеет территории на двух материках.",Судан,Марокко,Египет,Тунис,,C,test,"Укажите государство, которое имеет территории на двух материках.","A)
Назовите страну, которая обладает землями на двух континентах.

B)
Отметьте державу, которая располагает владениями на двух материках.

C)
Выделите республику, которая имеет регионы на двух континентах.

D)
Обозначьте нацию, которая владеет площадями на двух материках.","Назовите страну, которая обладает землями на двух континентах.","Отметьте державу, которая располагает владениями на двух материках.","Выделите республику, которая имеет регионы на двух континентах.","Обозначьте нацию, которая владеет площадями на двух материках.",A,A,C,D
3147,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),"Берілген заттардың ішінде аминсірке қышқылымен әрекеттесетіндердің саны натрий, натрий гидроксиді, этанол, аланин, метан",5,3,4,2,,C,test,"Берілген заттардың ішінде аминсірке қышқылымен әрекеттесетіндердің саны натрий, натрий гидроксиді, этанол, аланин, метан","A)
Ұсынылған қосылыстардың арасында глицинмен реакцияға түсетіндердің мөлшері натрий, натрий гидроксиді, этил спирті, аланин, метан

B)
Көрсетілген реагенттердің ішінде аминосірке қышқылымен өзара әрекеттесетіндердің жиынтығы натрий, күйдіргіш натр, этанол, аланин, метан

C)
Тізілген заттардың ішінен аминсірке қышқылымен химиялық байланысқа түсетіндердің саны натрий, натрий сілтісі, спирт, аланин, метан

D)
Аталған заттардың қатарынан глицинмен әрекеттесуге қабілеттілердің саны натрий, натрий гидроксиді, этанол, аланин, метан","Ұсынылған қосылыстардың арасында глицинмен реакцияға түсетіндердің мөлшері натрий, натрий гидроксиді, этил спирті, аланин, метан","Көрсетілген реагенттердің ішінде аминосірке қышқылымен өзара әрекеттесетіндердің жиынтығы натрий, күйдіргіш натр, этанол, аланин, метан","Тізілген заттардың ішінен аминсірке қышқылымен химиялық байланысқа түсетіндердің саны натрий, натрий сілтісі, спирт, аланин, метан","Аталған заттардың қатарынан глицинмен әрекеттесуге қабілеттілердің саны натрий, натрий гидроксиді, этанол, аланин, метан",D,D,C,D
4353,https://itest.kz/ru/endless,STEM,Chemistry,High School,Russian,Chemistry (High School in rus),При реакции какого металла с водой образуется оксид металла?,Цинка,Натрия,Бария,Лития,,A,test,При реакции какого металла с водой образуется оксид металла?,"A)
В ходе взаимодействия какого элемента с влагой получается окисел металла?

B)
При воздействии какого вещества с Н2О возникает окисел элемента?

C)
В процессе контакта какого металла с жидкостью создается оксид вещества?

D)
Во время трансформации какого металла с влагой вырабатывается окисел металла?",В ходе взаимодействия какого элемента с влагой получается окисел металла?,При воздействии какого вещества с Н2О возникает окисел элемента?,В процессе контакта какого металла с жидкостью создается оксид вещества?,Во время трансформации какого металла с влагой вырабатывается окисел металла?,A,B,C,D
14788,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Бөліндіні табыңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)",\(2{{1}\over{2}}\),\(1{{1}\over{2}}\),\({{1}\over{2}}\),\(3{{1}\over{3}}\),,B,test,"Бөліндіні табыңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)","A)
Тиісті бөліндіні есептеңіз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)

B)
Бөлу нәтижесін анықтаңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)

C)
Бөліндінің мәнін көрсетіңіз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)

D)
Өрнектің бөліндісін шығарыңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)","Тиісті бөліндіні есептеңіз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)","Бөлу нәтижесін анықтаңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)","Бөліндінің мәнін көрсетіңіз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)","Өрнектің бөліндісін шығарыңыз.
  \(3{{1}\over{5}}:2{{2}\over{15}}\)",A,B,C,D
21156,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),ХХ ғ. басындағы Англияның доминион отары:,Гонконг,Бирма,Канада,Үндістан,,C,test,ХХ ғ. басындағы Англияның доминион отары:,"A)
20 жүзжылдық басындағы Британияның өзін-өзі басқарушы иелігі:

B)
XX ғасырдың алғашқы кезеңіндегі Біріккен Корольдіктің дербес территориясы:

C)
Жиырмасыншы ғасыр басындағы Ұлыбританияның өзін билейтін аймағы:

D)
Жүзжылдықтың басында орын алған ағылшындардың доминиондық бағыныштысы:",20 жүзжылдық басындағы Британияның өзін-өзі басқарушы иелігі:,XX ғасырдың алғашқы кезеңіндегі Біріккен Корольдіктің дербес территориясы:,Жиырмасыншы ғасыр басындағы Ұлыбританияның өзін билейтін аймағы:,Жүзжылдықтың басында орын алған ағылшындардың доминиондық бағыныштысы:,A,A,A,A
4600,https://oltest.kz/tests/kultura_i_iskusstvo/,Humanities,Culture and art,University,Russian,Culture and Art (Professional & University in rus),"Совокупность педагогических способов, направленных на решение задач и освоение содержания музыкального образования?
",план,прием,задача,"принципы образования
","метод
",E,test,"Совокупность педагогических способов, направленных на решение задач и освоение содержания музыкального образования?
","A)
Система воспитательных приемов, ориентированных на выполнение целей и изучение материала музыкального обучения?

B)
Комплекс дидактических методов, нацеленных на достижение целей и овладение наполнением музыкального просвещения?

C)
Набор методических инструментов, предназначенных для реализации планов и усвоение сущности музыкального преподавания?

D)
Ряд учебных технологий, сфокусированных на выполнение миссий и познание основ музыкальной подготовки?","Система воспитательных приемов, ориентированных на выполнение целей и изучение материала музыкального обучения?","Комплекс дидактических методов, нацеленных на достижение целей и овладение наполнением музыкального просвещения?","Набор методических инструментов, предназначенных для реализации планов и усвоение сущности музыкального преподавания?","Ряд учебных технологий, сфокусированных на выполнение миссий и познание основ музыкальной подготовки?",A,B,C,D
22368,https://ymnik.kz/tests_old/worldhistory/?v=71,Humanities,World_History,High School,Russian,World History (High School in rus),Победившие в Синьхайской революции провинции Китая избрали временным президентом республики с 1.01.1912 г.:,Сунь Ятсена,Мао Цзедуна,Чан Кайши,Юань Шикая,Кан Ювэя,A,test,Победившие в Синьхайской революции провинции Китая избрали временным президентом республики с 1.01.1912 г.:,"A)
Одержавшие верх в Синьхайском перевороте регионы Поднебесной назначили исполняющим обязанности главы государства с 1.01.1912 г.:

B)
Триумфовавшие в Синьхайском восстании области Китая провозгласили временным руководителем страны с 1.01.1912 г.:

C)
Выигравшие в Синьхайском мятеже территории Китая определили временным лидером нации с 1.01.1912 г.:

D)
Преуспевшие в Синьхайской смене власти субъекты Китая утвердили временным верховным правителем с 1.01.1912 г.:",Одержавшие верх в Синьхайском перевороте регионы Поднебесной назначили исполняющим обязанности главы государства с 1.01.1912 г.:,Триумфовавшие в Синьхайском восстании области Китая провозгласили временным руководителем страны с 1.01.1912 г.:,Выигравшие в Синьхайском мятеже территории Китая определили временным лидером нации с 1.01.1912 г.:,Преуспевшие в Синьхайской смене власти субъекты Китая утвердили временным верховным правителем с 1.01.1912 г.:,A,B,C,D
2279,https://ymnik.kz/tests_old/biology/?v=83,STEM,Biology,High School,Russian,Biology (High School in rus),Строение и жизнедеятельность растений изучает наука,Зоология,Энтомология,Цитология,Гельминтология,Ботаника,E,test,Строение и жизнедеятельность растений изучает наука,"A)
Конструкцию и функционирование флоры исследует дисциплина

B)
Устройство и развитие растительности анализирует теория

C)
Организацию и жизненные процессы трав рассматривает учение

D)
Морфологию и активность представителей зелени осваивает область",Конструкцию и функционирование флоры исследует дисциплина,Устройство и развитие растительности анализирует теория,Организацию и жизненные процессы трав рассматривает учение,Морфологию и активность представителей зелени осваивает область,A,B,C,D
8569,https://oltest.kz/tests/gosudarstvo_i_pravo/,"Social Science





","Jurisprudence, state and law",University,Russian,Jurisprudence (Professional & University in rus),"Назовите нормы права, различающиеся по субъекту правотворчества и юридической силе:
","Нормы общего действия и нормы ограниченного действия
","Уголовно-правовые нормы, гражданско-правовые нормы
","Императивные, диспозитивные, поощрительные, рекомендательные
","Законодательные нормы и подзаконные нормы
","Нормы материальные и нормы процессуальные
",D,test,"Назовите нормы права, различающиеся по субъекту правотворчества и юридической силе:
","A)
Укажите положения законодательства, варьирующиеся по автору законотворчества и правовой значимости:

B)
Перечислите правила закона, отличающиеся по источнику нормотворчества и регулятивной мощности:

C)
Обозначьте стандарты юриспруденции, разнящиеся по актору правоустановления и официальной весомости:

D)
Приведите регламенты правопорядка, несхожие по инициатору легислатуры и иерархической выраженности:","Укажите положения законодательства, варьирующиеся по автору законотворчества и правовой значимости:","Перечислите правила закона, отличающиеся по источнику нормотворчества и регулятивной мощности:","Обозначьте стандарты юриспруденции, разнящиеся по актору правоустановления и официальной весомости:","Приведите регламенты правопорядка, несхожие по инициатору легислатуры и иерархической выраженности:",A,B,C,D
10032,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),"Накануне индустриализации ведущей отраслью хозяйства было (-а, -и):",Сельское хозяйство,Домашние промыслы,Автомобилестроение,Химическая промышленность,,A,test,"Накануне индустриализации ведущей отраслью хозяйства было (-а, -и):","A)
Перед началом индустриализации основной сферой экономики являлось (-а, -и):

B)
В преддверии индустриализации главной областью производства выступало (-а, -и):

C)
Накануне промышленного переворота ключевым сектором хозяйства было (-а, -и):

D)
До старта индустриализации доминирующим направлением деятельности являлось (-а, -и):","Перед началом индустриализации основной сферой экономики являлось (-а, -и):","В преддверии индустриализации главной областью производства выступало (-а, -и):","Накануне промышленного переворота ключевым сектором хозяйства было (-а, -и):","До старта индустриализации доминирующим направлением деятельности являлось (-а, -и):",A,A,C,D
8712,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Күштеп ұжымдастыруға қарсы қозғалыстар болған мерзім:,1928-1931 жылдары,1928-1930 жылдары,1929-1931 жылдары,1930-1932 жылдары,,C,test,Күштеп ұжымдастыруға қарсы қозғалыстар болған мерзім:,"A)
Мәжбүрлі ұжымдастыруға қарсы көтерілістер орын алған кезең:

B)
Зорлықпен колхоздастыруға қарсы толқулар жүрген уақыт аралығы:

C)
Еріксіз ұжымдастыруға қарсы наразылықтар туындаған уақыт мерзімі:

D)
Қыспақпен ұжымдастыруға қарсы қарсылықтар байқалған жылдар:",Мәжбүрлі ұжымдастыруға қарсы көтерілістер орын алған кезең:,Зорлықпен колхоздастыруға қарсы толқулар жүрген уақыт аралығы:,Еріксіз ұжымдастыруға қарсы наразылықтар туындаған уақыт мерзімі:,Қыспақпен ұжымдастыруға қарсы қарсылықтар байқалған жылдар:,A,A,A,A
5536,https://oltest.kz/tests/finansy_i_kredit/,"Social Science





","Finance, credit, insurance ",University,Russian,Finance (Professional & University in rus),"Какому органу принадлежит монопольное право выпуска денег в обращение и их изъятие?
","Национальному Банку РК
",Парламенту,"Государству
","Казначейству
",Правительству,A,test,"Какому органу принадлежит монопольное право выпуска денег в обращение и их изъятие?
","A)
Какому учреждению принадлежит исключительное право эмиссии валюты в оборот и её вывода?

B)
Какому ведомству принадлежит единоличное право выпуска средств в обращение и их удаления?

C)
Какому институту принадлежит суверенное право производства денег в пользование и их устранения?

D)
Какому субъекту принадлежит обособленное право создания наличности в транзакции и её изъятия?",Какому учреждению принадлежит исключительное право эмиссии валюты в оборот и её вывода?,Какому ведомству принадлежит единоличное право выпуска средств в обращение и их удаления?,Какому институту принадлежит суверенное право производства денег в пользование и их устранения?,Какому субъекту принадлежит обособленное право создания наличности в транзакции и её изъятия?,A,B,C,D
9420,https://ymnik.kz/tests_old/history_kz/?v=55,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),Ы.Алтынсарин қазақ қыздарына арнап интернат ашқан қала,Ырғыз,Орал,Қостанай,Орынбор,Торғай,A,test,Ы.Алтынсарин қазақ қыздарына арнап интернат ашқан қала,"A)
Ы.Алтынсарин қазақ аруларына арнап жатақхана ашқан шаһар

B)
Ы.Алтынсарин қазақ бойжеткендеріне бағыттап пансионат салған елді мекен

C)
Ы.Алтынсарин қазақ қыз-келіншектеріне негіздеп мектеп-интернат құрған мекен

D)
Ы.Алтынсарин қазақ қыз балаларына арнап жатын жай тұрғызған орталық",Ы.Алтынсарин қазақ аруларына арнап жатақхана ашқан шаһар,Ы.Алтынсарин қазақ бойжеткендеріне бағыттап пансионат салған елді мекен,Ы.Алтынсарин қазақ қыз-келіншектеріне негіздеп мектеп-интернат құрған мекен,Ы.Алтынсарин қазақ қыз балаларына арнап жатын жай тұрғызған орталық,A,B,C,D
7577,https://itest.kz/ru/endless,Social Science,Geography,High School,Russian,Geography (High School in rus),Самая низкая суточная температура бывает,В полночь,Перед восходом солнца,Через два часа после захода солнца,Через три часа после захода солнца,,B,test,Самая низкая суточная температура бывает,"A)
Наиболее минимальная дневная температура случается

B)
Предельно малая каждодневная температура наблюдается

C)
Крайне невысокая суточная термометрия отмечается

D)
Самая мизерная суточная температура происходит",Наиболее минимальная дневная температура случается,Предельно малая каждодневная температура наблюдается,Крайне невысокая суточная термометрия отмечается,Самая мизерная суточная температура происходит,A,A,C,D
33,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),Каким документом оформляется прием наличных денег в кассу?,"
договором",приходным кассовым ордером,"
распиской","
расходным кассовым ордером","
Книгой учета",B,test,Каким документом оформляется прием наличных денег в кассу?,"A)
Каким актом фиксируется получение денежных средств в кассу?

B)
Каким свидетельством подтверждается внесение наличных сумм в кассу?

C)
Каким бланком сопровождается зачисление бумажных денег в кассу?

D)
Каким регистром регистрируется приход наличности в кассу?",Каким актом фиксируется получение денежных средств в кассу?,Каким свидетельством подтверждается внесение наличных сумм в кассу?,Каким бланком сопровождается зачисление бумажных денег в кассу?,Каким регистром регистрируется приход наличности в кассу?,A,B,C,D
22663,https://ymnik.kz/tests_old/worldhistory/?v=30,Humanities,World_History,High School,Russian,World History (High School in rus),В III в.до н.э.почти все индийские царства объединил под своей властью:,Ашшурбанапал,Хаммурапи,Ашока,Валтасар,Камбиз,C,test,В III в.до н.э.почти все индийские царства объединил под своей властью:,"A)
В III столетии до н.э. практически все индийские государства сплотил под своим господством:

B)
В III веке до нашей эры едва ли не все индийские монархии собрал под своим началом:

C)
В III ст. до рождества Христова почти все индийские княжества консолидировал под своим управлением:

D)
В III в. до н.э. фактически все индийские страны интегрировал под своей диктатурой:",В III столетии до н.э. практически все индийские государства сплотил под своим господством:,В III веке до нашей эры едва ли не все индийские монархии собрал под своим началом:,В III ст. до рождества Христова почти все индийские княжества консолидировал под своим управлением:,В III в. до н.э. фактически все индийские страны интегрировал под своей диктатурой:,A,A,A,D
10107,https://ymnik.kz/tests_old/history/?v=40,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),В восстании Жанкожи Нурмухамедулы активное участие принимали крупные родовые общины:,кочевавшие в пределах Младшего жуза.,всего Казахстана.,Прииртышских районов.,кочевавшие в районе Аральского моря.,Внутренней Орды.,D,test,В восстании Жанкожи Нурмухамедулы активное участие принимали крупные родовые общины:,"A)
В мятеже Жанкожи Нурмухамедулы энергичное содействие оказывали масштабные племенные объединения:

B)
В бунте Жанкожи Нурмухамедулы деятельное участие проявляли великие этнические коллективы:

C)
В выступлении Жанкожи Нурмухамедулы интенсивную вовлеченность демонстрировали значительные клановые группы:

D)
В протесте Жанкожи Нурмухамедулы живой интерес выказывали обширные фамильные союзы:",В мятеже Жанкожи Нурмухамедулы энергичное содействие оказывали масштабные племенные объединения:,В бунте Жанкожи Нурмухамедулы деятельное участие проявляли великие этнические коллективы:,В выступлении Жанкожи Нурмухамедулы интенсивную вовлеченность демонстрировали значительные клановые группы:,В протесте Жанкожи Нурмухамедулы живой интерес выказывали обширные фамильные союзы:,A,B,C,D
3134,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Хромды алюминотермиялық әдіспен алу реакциясы теңдеуіндегі түзілетін металдың коэффициент саны,2,5,4,3,,A,test,Хромды алюминотермиялық әдіспен алу реакциясы теңдеуіндегі түзілетін металдың коэффициент саны,"A)
Хромды алюминотермиялық тәсілмен шығару реакциясындағы пайда болатын элементтің коэффициент мөлшері

B)
Хромды алюминотермиялық жолмен өндіру теңдеуіндегі бөлінетін металдың стехиометриялық саны

C)
Хромды алюминотермиялық процесспен синтездеу формуласындағы туындайтын заттың коэффициент көрсеткіші

D)
Хромды алюминотермиялық амалмен дайындау үдерісіндегі шығатын металдың коэффициенттік бірлігі",Хромды алюминотермиялық тәсілмен шығару реакциясындағы пайда болатын элементтің коэффициент мөлшері,Хромды алюминотермиялық жолмен өндіру теңдеуіндегі бөлінетін металдың стехиометриялық саны,Хромды алюминотермиялық процесспен синтездеу формуласындағы туындайтын заттың коэффициент көрсеткіші,Хромды алюминотермиялық амалмен дайындау үдерісіндегі шығатын металдың коэффициенттік бірлігі,A,B,C,D
6980,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),"Ауадағы су буы мөлшерінің сол температурадағы ең көп бу мөлшеріне қатынасы, процентпен есептеледі.",Салыстырмалы ылғалдылық,Ылғалдану мөлшері,Ылғалдану коэффициенті,Температуралық инверсия,,A,test,"Ауадағы су буы мөлшерінің сол температурадағы ең көп бу мөлшеріне қатынасы, процентпен есептеледі.","A)
Атмосферадағы ылғал көлемінің аталған градустағы ең жоғары бу мөлшеріне қатысы, пайызбен өлшенеді.

B)
Ауа құрамындағы су буы деңгейінің тиісті температурадағы шекті бу мөлшеріне арақатынасы, пайызбен көрсетіледі.

C)
Ортадағы су буы мөлшерінің белгілі бір температурадағы ең үлкен бу мөлшеріне пропорциясы, пайызбен есептеледі.

D)
Кеңістіктегі ылғал мөлшерінің дәл сол температурадағы ең мол бу мөлшеріне байланысы, пайызбен белгіленеді.","Атмосферадағы ылғал көлемінің аталған градустағы ең жоғары бу мөлшеріне қатысы, пайызбен өлшенеді.","Ауа құрамындағы су буы деңгейінің тиісті температурадағы шекті бу мөлшеріне арақатынасы, пайызбен көрсетіледі.","Ортадағы су буы мөлшерінің белгілі бір температурадағы ең үлкен бу мөлшеріне пропорциясы, пайызбен есептеледі.","Кеңістіктегі ылғал мөлшерінің дәл сол температурадағы ең мол бу мөлшеріне байланысы, пайызбен белгіленеді.",B,B,C,D
1805,https://itest.kz/ru/endless,STEM,Biology,High School,Russian,Biology (High School in rus),"Отдел воздухоносных путей, в котором расположены голосовые связки",Носовая полость,Легкие,Бронхи,Гортань,,D,test,"Отдел воздухоносных путей, в котором расположены голосовые связки","A)
Сектор дыхательных трактов, в котором находятся голосовые складки

B)
Часть респираторных каналов, где размещены вокальные связки

C)
Участок дыхательных путей, внутри которого локализованы голосовые аппараты

D)
Зона воздуховодных протоков, содержащая в себе звуковые связки","Сектор дыхательных трактов, в котором находятся голосовые складки","Часть респираторных каналов, где размещены вокальные связки","Участок дыхательных путей, внутри которого локализованы голосовые аппараты","Зона воздуховодных протоков, содержащая в себе звуковые связки",A,B,C,D
3627,https://itest.kz/kz/endless,STEM,Chemistry,High School,Kazakh,Chemistry (High School in kaz),Амилоза мен амилопектиннен тұрады,Глюкоза,Целлобиоза,Амилоид,Крахмал,,D,test,Амилоза мен амилопектиннен тұрады,"A)
Амилоза мен амилопектиннен құралады

B)
Амилоза мен амилопектиннен жиналады

C)
Амилоза мен амилопектиннен түзіледі

D)
Амилоза мен амилопектиннен жасалады",Амилоза мен амилопектиннен құралады,Амилоза мен амилопектиннен жиналады,Амилоза мен амилопектиннен түзіледі,Амилоза мен амилопектиннен жасалады,A,B,C,D
