id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d,bdq_results,bcq_results_for_position_a,bcq_results_for_position_b,bcq_results_for_position_c,bcq_results_for_position_d
6334,https://ymnik.kz/tests_old/geography_kz/?v=13,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Еліміздің басты суармалы егіншілікті экономикалақ ауданы:,Орталық Қазақстан.,Оңтүстік Қазақстан.,Шығыс Қазақстан.,Батыс Қазақстан.,Солтүстік Қазақстан.,B,test,question: Еліміздің басты суармалы егіншілікті экономикалақ ауданы:,"A)
question: Еліміздің негізгі суармалы егін шаруашылығын экономикалық ауданы:

B)
question: Еліміздің басты сулы егіншілікті экономикалық ауданы:

C)
question: Еліміздің негізгі суарылатын дақыл шаруашылығын экономикалық ауданы:

D)
question: Еліміздің басты суландыратын егін шаруашылығын экономикалық ауданы:",question: Еліміздің негізгі суармалы егін шаруашылығын экономикалық ауданы:,question: Еліміздің басты сулы егіншілікті экономикалық ауданы:,question: Еліміздің негізгі суарылатын дақыл шаруашылығын экономикалық ауданы:,question: Еліміздің басты суландыратын егін шаруашылығын экономикалық ауданы:,E,E,E,E,E
18850,https://ymnik.kz/tests_old/russian/?v=66,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Кричи, чтобы скорее подавали. (А. С. Грибоедов) Укажите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.",Двусоставное и односоставное неопределённо-личное.,Односоставное определённо-личное и односоставное неопределённо-личное.,Односоставное определённо-личное и односоставное безличное.,Односоставное безличное и двусоставное.,Односоставное определённо-личное и двусоставное.,B,test,"question: Кричи, чтобы скорее подавали. (А. С. Грибоедов) Укажите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.","A)
question: Восклицай, чтоб быстрее приносили. (А. С. Грибоедов) Назовите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.

B)
question: Воскликни, чтобы быстрее приносили. (А. С. Грибоедов) Укажите, какими по строению грамматической основы являются (в порядке следования) части этого сложного предложения.

C)
question: Кричи, чтоб скорее приносили. (А. С. Грибоедов) Определите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.

D)
question: Воскликни, чтоб быстрее подавали. (А. С. Грибоедов) Назовите, какими по строению грамматической основы являются (в порядке следования) части этого сложного предложения.","question: Восклицай, чтоб быстрее приносили. (А. С. Грибоедов) Назовите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.","question: Воскликни, чтобы быстрее приносили. (А. С. Грибоедов) Укажите, какими по строению грамматической основы являются (в порядке следования) части этого сложного предложения.","question: Кричи, чтоб скорее приносили. (А. С. Грибоедов) Определите, какими по структуре грамматической основы являются (в порядке следования) части этого сложного предложения.","question: Воскликни, чтоб быстрее подавали. (А. С. Грибоедов) Назовите, какими по строению грамматической основы являются (в порядке следования) части этого сложного предложения.",A,A,A,A,A
7485,https://ymnik.kz/tests_old/geography/?v=42,Social Science,Geography,High School,Russian,Geography (High School in rus),"Плюсы, которые имеет Казахстан oт общей границы с Россией",сохраняется единая электроэнергетическая система между Казахстаном и Россией.,международная экономическая связь со странами Европы и CHI.,постоянный грузооборот между республиками.,экспорт нефти и природного газа.,все факторы выгодны для Казахстана.,E,test,"question: Плюсы, которые имеет Казахстан oт общей границы с Россией","A)
question: Преимущества, которые имеет Казахстан oт общей границы с Россией

B)
question: Достоинства, которые имеет Казахстан oт общей границы с Россией

C)
question: Выгоды, которые имеет Казахстан oт общей границы с Россией

D)
question: Положительные стороны, которые имеет Казахстан oт общей границы с Россией","question: Преимущества, которые имеет Казахстан oт общей границы с Россией","question: Достоинства, которые имеет Казахстан oт общей границы с Россией","question: Выгоды, которые имеет Казахстан oт общей границы с Россией","question: Положительные стороны, которые имеет Казахстан oт общей границы с Россией",E,E,E,E,E
11897,https://ymnik.kz/tests_old/literature_kz/?v=32,Humanities,Kazakh_Literature,High School,Kazakh,Kazakh Literature (High School in kaz),"Қылшанымды сары жүн оққа толтырыпЖанға сақтау болған жұрт,  -...  деген үзіндідегі көркемдегіш құралды анықтаңыз.  (Қазтуған жырау)",Метонимия.,Эпитет.,Теңеу.,Инверсия.,Метафора.,B,test,"question: Қылшанымды сары жүн оққа толтырыпЖанға сақтау болған жұрт,  -...  деген үзіндідегі көркемдегіш құралды анықтаңыз.  (Қазтуған жырау)","A)
question: Қылшанымды алтын жүн жебеге толтырыпРухқа қорғау болған халық,  -...  айтылған үзіндідегі әдеби құралды анықтаңыз.  (Қазтуған жырау)

B)
question: Қылшанды сарғыш жүн оққа толтырыпЖанға сақтау болған ел,  -...  деген үзіндідегі әдеби өрнекті айқындаңыз.  (Қазтуған жырау)

C)
question: Қобамды алтын-түсті жүн жебеге толтырыпРухқа қорғау болған жұрт,  -...  аталған үзіндідегі көркемдік құралды табыңыз.  (Қазтуған жырау)

D)
question: Қылшығымды сарғылт жүн оққа толтырыпЖанға сақтау болған халық,  -...  делінген үзіндідегі көркемдегіш құралды анықтаңыз.  (Қазтуған жырау)","question: Қылшанымды алтын жүн жебеге толтырыпРухқа қорғау болған халық,  -...  айтылған үзіндідегі әдеби құралды анықтаңыз.  (Қазтуған жырау)","question: Қылшанды сарғыш жүн оққа толтырыпЖанға сақтау болған ел,  -...  деген үзіндідегі әдеби өрнекті айқындаңыз.  (Қазтуған жырау)","question: Қобамды алтын-түсті жүн жебеге толтырыпРухқа қорғау болған жұрт,  -...  аталған үзіндідегі көркемдік құралды табыңыз.  (Қазтуған жырау)","question: Қылшығымды сарғылт жүн оққа толтырыпЖанға сақтау болған халық,  -...  делінген үзіндідегі көркемдегіш құралды анықтаңыз.  (Қазтуған жырау)",A,A,E,A,A
5060,https://oltest.kz/tests/ekonomika_i_predprinimatelstvo/,"Social Science





",Economics and Entrepreneurship ,University,Russian,Economics and Entrepreneurship (Professional in rus),"Какие системы заработной платы существуют при повременной форме оплаты труда?
","Простая, премиальная, аккордная, прогрессивная, косвенная
","Простая и премиальная
","Прямая, премиальная, коллективная
","Простая, премиальная и аккордная
","Прямая и коллективная
",B,test,"question: Какие системы заработной платы существуют при повременной форме оплаты труда?
","A)
question: Какие системы оплаты труда существуют при повременной форме оплаты труда?

B)
question: Какие схемы начисления заработной платы применяются при повременной форме оплаты труда?

C)
question: Какие виды оплаты труда имеются при повременной форме оплаты труда?

D)
question: Какие модели вознаграждения существуют при повременной форме оплаты труда?",question: Какие системы оплаты труда существуют при повременной форме оплаты труда?,question: Какие схемы начисления заработной платы применяются при повременной форме оплаты труда?,question: Какие виды оплаты труда имеются при повременной форме оплаты труда?,question: Какие модели вознаграждения существуют при повременной форме оплаты труда?,E,E,E,E,E
21786,https://itest.kz/kz/endless,Humanities,World_History,High School,Kazakh,World History (High School in kaz),Шарль де Голльдің қызметтен кетуіне себеп болған Париж студенттерінің жаппай ереуілі болған кезең:,1961 ж.,1963 ж.,1968 ж.,1952 ж.,,C,test,question: Шарль де Голльдің қызметтен кетуіне себеп болған Париж студенттерінің жаппай ереуілі болған кезең:,"A)
question: Шарль де Голльдің лауазымынан кетуіне әкеліп соққан Париждегі студенттердің жаппай көтерілісі болған кезең:

B)
question: Шарль де Голльдің орнынан кетуіне себеп болған Париж қаласының студенттерінің ауқымды ереуілі болған кезең:

C)
question: Шарль де Голльдің қызметтен кетуіне ықпал еткен Париж студенттерінің жаппай көтерілісі өткен кезең:

D)
question: Шарль де Голльдің қызметтен кетуіне әкелген Париждегі студенттердің ауқымды көтерілісі өткен уақыт:",question: Шарль де Голльдің лауазымынан кетуіне әкеліп соққан Париждегі студенттердің жаппай көтерілісі болған кезең:,question: Шарль де Голльдің орнынан кетуіне себеп болған Париж қаласының студенттерінің ауқымды ереуілі болған кезең:,question: Шарль де Голльдің қызметтен кетуіне ықпал еткен Париж студенттерінің жаппай көтерілісі өткен кезең:,question: Шарль де Голльдің қызметтен кетуіне әкелген Париждегі студенттердің ауқымды көтерілісі өткен уақыт:,A,E,E,E,E
9534,https://ymnik.kz/tests_old/history_kz/?v=53,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),1930 жылдары өзге республикалардың жоғары оқу орындары мен техникумдарында білім алған қазақстандық жастар саны:,25 мыңдай.,20 мыңдай.,15 мыңдай.,30 мыңдай.,40 мыңдай.,B,test,question: 1930 жылдары өзге республикалардың жоғары оқу орындары мен техникумдарында білім алған қазақстандық жастар саны:,"A)
question: 1930 жылдары басқа республикалардың жоғары оқу орындары мен техникумдарында оқыған қазақстандық жастар саны:

B)
question: 1930 жылдары қалған республикалардың жоғары оқу орындары мен техникумдарында білім игерген қазақстандық жастар саны:

C)
question: 1930 жылдары өзге республикалардың жоғары оқу орындары мен техникумдарында оқыған қазақстандық жастар саны:

D)
question: 1930 жылдары басқа республикалардың жоғары оқу орындары мен техникумдарында білім алған қазақстандық жастар саны:",question: 1930 жылдары басқа республикалардың жоғары оқу орындары мен техникумдарында оқыған қазақстандық жастар саны:,question: 1930 жылдары қалған республикалардың жоғары оқу орындары мен техникумдарында білім игерген қазақстандық жастар саны:,question: 1930 жылдары өзге республикалардың жоғары оқу орындары мен техникумдарында оқыған қазақстандық жастар саны:,question: 1930 жылдары басқа республикалардың жоғары оқу орындары мен техникумдарында білім алған қазақстандық жастар саны:,E,C,E,E,E
758,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),20 жылдық алма ағашының жылдық шеңбер саны,20,10,2,1,,A,test,question: 20 жылдық алма ағашының жылдық шеңбер саны,"A)
question: 20 жастағы алма ағашының жылдық сақина саны

B)
question: жиырма жылдық алма ағашының жылдық шеңбер саны

C)
question: 20 жылдық алма ағашының жыл сайынғы сақина саны

D)
question: жиырма жастағы алма ағашының жылдық шеңбер саны",question: 20 жастағы алма ағашының жылдық сақина саны,question: жиырма жылдық алма ағашының жылдық шеңбер саны,question: 20 жылдық алма ағашының жыл сайынғы сақина саны,question: жиырма жастағы алма ағашының жылдық шеңбер саны,E,E,E,E,E
10706,https://itest.kz/kz/endless,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Қазақ сөздерінің соңында жазылмайтын дауыссыз дыбыстарды көрсетіңіз.,"б, г, д, ғ","п, ш, р, қ","т, ң, з, к","с, н, п, т",,A,test,question: Қазақ сөздерінің соңында жазылмайтын дауыссыз дыбыстарды көрсетіңіз.,"A)
question: Қазақ тіліндегі сөздердің аяғында жазылмайтын дауыссыз дыбыстарды көрсетіңіз.

B)
question: Қазақ тіліндегі сөздердің соңында жазылмаған дауыссыз дыбыстарды көрсетіңіз.

C)
question: Қазақша сөздердің аяғында жазылмайтын дауыссыз үндерді көрсетіңіз.

D)
question: Қазақша сөздердің соңында жазылмаған дауыссыз үндерді анықтаңыз.",question: Қазақ тіліндегі сөздердің аяғында жазылмайтын дауыссыз дыбыстарды көрсетіңіз.,question: Қазақ тіліндегі сөздердің соңында жазылмаған дауыссыз дыбыстарды көрсетіңіз.,question: Қазақша сөздердің аяғында жазылмайтын дауыссыз үндерді көрсетіңіз.,question: Қазақша сөздердің соңында жазылмаған дауыссыз үндерді анықтаңыз.,E,E,E,E,E
9696,https://ymnik.kz/tests_old/history/?v=17,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Вдоль Великого Шелкового пути располагались основные средневековые города:,Сары-Арки.,Жетысу.,Мангышлака.,Западного Казахстана.,Приуралья.,B,test,question: Вдоль Великого Шелкового пути располагались основные средневековые города:,"A)
question: По Великому Шелковому пути размещались главные средневековые города:

B)
question: Вдоль Великого Шелкового тракта находились ключевые средневековые города:

C)
question: По Великому Шелковому коридору располагались основные средневековые города:

D)
question: Вдоль Великого Шелкового маршрута размещались главные средневековые города:",question: По Великому Шелковому пути размещались главные средневековые города:,question: Вдоль Великого Шелкового тракта находились ключевые средневековые города:,question: По Великому Шелковому коридору располагались основные средневековые города:,question: Вдоль Великого Шелкового маршрута размещались главные средневековые города:,E,E,E,E,E
14564,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Өрнекті ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)",\(1 – c^3\),\((1 + c)(1 – c^2)\),\(1 + c^3\),\(1 + 2c^3\),,C,test,"question: Өрнекті ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)","A)
question: Формуланы ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)

B)
question: Өрнекті жеңілдетіңіз.
 \((1 + c)(1 – c + c^2)\)

C)
question: Формуланы қысқартыңыз.
 \((1 + c)(1 – c + c^2)\)

D)
question: Өрнекті қарапайымдаңыз.
 \((1 + c)(1 – c + c^2)\)","question: Формуланы ықшамдаңыз.
 \((1 + c)(1 – c + c^2)\)","question: Өрнекті жеңілдетіңіз.
 \((1 +","question: Формуланы қысқартыңыз.
 \((1 + c)(1 – c + c^2)\)","question: Өрнекті қарапайымдаңыз.
 \((1 + c)(1 – c + c^2)\)",E,E,E,E,E
18971,https://ymnik.kz/tests_old/russian/?v=56,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите предложение, в котором наречие имеет суффикс –а-.","На дворе ясно, свеж..., росисто, весело.",Как у вас здесь хорош...!,"И экзамен был им на этот предмет сдан, только далеко не блестящ....",Дочерн... смуглая кожа только на лбу была пересечена морщинами.,"Стало ему так колюч... совестно, как это бывает только во время бессонницы.",D,test,"question: Укажите предложение, в котором наречие имеет суффикс –а-.","A)
question: Назовите предложение, в котором наречие содержит суффикс –а-.

B)
question: Выберите предложение, в котором наречие обладает суффиксом –а-.

C)
question: Отметьте предложение, в котором наречие имеет суффикс –а-.

D)
question: Определите предложение, в котором наречие содержит суффикс –а-.","question: Назовите предложение, в котором наречие содержит суффикс –а-.","question: Выберите предложение, в котором наречие обладает суффиксом –а-.","question: Отметьте предложение, в котором наречие имеет суффикс –а-.","question: Определите предложение, в котором наречие содержит суффикс –а-.",E,E,E,E,E
1834,https://ymnik.kz/tests_old/biology/?v=58,STEM,Biology,High School,Russian,Biology (High School in rus),"Химические элементы, часто встречающиеся в живых организма",Биогенные элементы,Макроэлементы,Ультромикроэлементы,Микроэлементы,Мезоэлементы,A,test,"question: Химические элементы, часто встречающиеся в живых организма","A)
question: химические компоненты, повсеместно наблюдающиеся в живых организма

B)
question: Химические составы, часто обнаруживаемые в живых организма

C)
question: Химические компоненты, нередко встречаемые в биологических организма

D)
question: химические составы, часто наблюдаемые внутри живых организма","question: химические компоненты, повсеместно наблюдающиеся в живых организма","question: Химические составы, часто обнаруживаемые в живых организма","question: Химические компоненты, нередко встречаемые в биологических организма","question: химические составы, часто наблюдаемые внутри живых организма",E,E,E,E,E
7696,https://ymnik.kz/tests_old/geography/?v=73,Social Science,Geography,High School,Russian,Geography (High School in rus),Холодное течение у западных берегов Южной Америки:,Муссонное.,Бенгальское.,Канарское.,Перуанское.,Бразильское.,D,test,question: Холодное течение у западных берегов Южной Америки:,"A)
question: Прохладное течение у западных берегов Южной Америки:

B)
question: Холодный поток у западных берегов Южной Америки:

C)
question: Холодное течение вдоль западного побережья Южноамериканского континента:

D)
question: Прохладная струя вблизи западных берегов Южной Америки:",question: Прохладное течение у западных берегов Южной Америки:,question: Холодный поток у западных берегов Южной Америки:,question: Холодное течение вдоль западного побережья Южноамериканского континента:,question: Прохладная струя вблизи западных берегов Южной Америки:,E,E,E,E,E
15048,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Один из внешних углов треугольника равен 65\(^\circ\). Углы, не смежные с данным внешним углом, относятся как 6:7. Найдите наибольший из них.",35\(^\circ\),55\(^\circ\),40\(^\circ\),25\(^\circ\),,A,test,"question: Один из внешних углов треугольника равен 65\(^\circ\). Углы, не смежные с данным внешним углом, относятся как 6:7. Найдите наибольший из них.","A)
question: Один из наружных углов треугольника составляет 65\(^\circ\). Углы, не смежные с данным наружным углом, относятся как 6:7. Найдите наибольший из них.

B)
question: Один из наружных углов треугольника равен 65\(^\circ\). Углы, не смежные с указанным внешним углом, относятся как 6:7. Определите наибольший из них.

C)
question: Один из внешних углов треугольника равняется 65\(^\circ\). Углы, не смежные с данным внешним углом, относятся как 6:7. Найдите максимальный из них.

D)
question: Один из внешних углов треугольника составляет 65\(^\circ\). Углы, не смежные с указанным наружным углом, относятся как 6:7. Определите максимальный из них.","question: Один из наружных углов треугольника составляет 65\(^\circ\). Углы, не смежные с данным наружным углом, относятся как 6:7. Найдите наибольший из них.","question: Один из наружных углов треугольника равен 65\(^\circ\). Углы, не смежные с указанным внешним углом, относятся как 6:7. Определите наибольший из них.","question: Один из внешних углов треугольника равняется 65\(^\circ\). Углы, не смежные с данным внешним углом, относятся как 6:7. Найдите максимальный из них.","question: Один из внешних углов треугольника составляет 65\(^\circ\). Углы, не смежные с указанным наружным углом, относятся как 6:7. Определите максимальный из них.",E,E,E,E,E
22880,https://ymnik.kz/tests_old/worldhistory/?v=18,Humanities,World_History,High School,Russian,World History (High School in rus),Военно-стратегический паритет между СССР и США установился:,в конце 50-х гг. XX в,в начале 60-х гг. XX в,в начале 70-х гг. XX в,в конце 60-х гг. XX в,в начале 50-х гг. XX в,C,test,question: Военно-стратегический паритет между СССР и США установился:,"A)
Военно-стратегический баланс между СССР и США установился:

B)
Стратегико-военный паритет между СССР и США установился:

C)
Военно-стратегический паритет между СССР и США сформировался:

D)
Военно-стратегический паритет между СССР и США утвердился:",Военно-стратегический баланс между СССР и США установился:,Стратегико-военный паритет между СССР и США установился:,Военно-стратегический паритет между СССР и США сформировался:,Военно-стратегический паритет между СССР и США утвердился:,E,E,E,E,E
979,https://ymnik.kz/tests_old/biology_kz/?v=37,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Митозда хромосома саны,Төрт есе көбейеді,Екі есе кемиді,Сол қалпында қалады,Екі еселенеді,Үш есе көбейеді,D,test,question: Митозда хромосома саны,"A)
question: Митозта хромосомалар саны

B)
question: Митозта хромосома саны

C)
question: Митозда хромосомалар саны

D)
question: Митозда хромосомалардың саны",question: Митозта хромосомалар саны,question: Митозта хромосома саны,question: Митозда хромосомалар саны,question: Митозда хромосомалардың саны,E,E,E,E,E
7700,https://ymnik.kz/tests_old/geography/?v=31,Social Science,Geography,High School,Russian,Geography (High School in rus),"Часть Китая, плотно заселённая",Великая Китайская равнина и Восточное побережье,Внутренняя Монголия,"Тибет, Синьцзян",Внутренние районы и Манчжурия,Население расселено по территории равномерно,A,test,"question: Часть Китая, плотно заселённая","A)
question: Область Китая, густо населённая

B)
question: Зона Китая, плотно населённая

C)
question: Территория Китая, плотно заселённая

D)
question: Часть Поднебесной, густо населённая","question: Область Китая, густо населённая","question: Зона Китая, плотно населённая","question: Территория Китая, плотно заселённая","question: Часть Поднебесной, густо населённая",E,B,E,E,E
253,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),На каком счете учитываются товары,2510,1330,2930,2420,1610,B,test,question: На каком счете учитываются товары,"A)
question: В каком счете отражаются изделия

B)
question: На каком счете регистрируются товары

C)
question: На каком счете учитываются изделия

D)
question: На каком счете фиксируются товары",question: В каком счете отражаются изделия,question: На каком счете регистрируются товары,question: На каком счете учитываются изделия,question: На каком счете фиксируются товары,E,E,E,E,E
14526,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Материялық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t  = 2 c мезеттегі үдеуін анықтаңыз",23 м/с²,25 м/с²,24 м/с²,26 м/с²,,C,test,"question: Материялық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t  = 2 c мезеттегі үдеуін анықтаңыз","A)
question: Материалдық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалыс заңына сәйкес қозғалады. Нүктенің t = 2 c мезеттегі үдеуін анықтаңыз

B)
question: Денелік нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t = 2 c мезеттегі үдеуін анықтаңыз

C)
question: Материалдық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t = 2 c моменттегі үдеуін анықтаңыз

D)
question: Денелік нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалыс заңына сәйкес қозғалады. Нүктенің t = 2 c моменттегі тездетуін анықтаңыз","question: Материалдық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалыс заңына сәйкес қозғалады. Нүктенің t = 2 c мезеттегі үдеуін анықтаңыз","question: Денелік нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t = 2 c мезеттегі үдеуін анықтаңыз","question: Материалдық нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалысы заңына сәйкес қозғалады. Нүктенің t = 2 c моменттегі үдеуін анықтаңыз","question: Денелік нүкте s(t) = 2t³ – t (s-метрмен, t-секундпен өлшенеді) түзусызықты қозғалыс заңына сәйкес қозғалады. Нүктенің t = 2 c моменттегі тездетуін анықтаңыз",A,A,A,A,A
13119,https://itest.kz/kz/endless,Humanities,Law,High School,Kazakh,Law (High School in kaz),Нормативтік қаулыларды қабылдайтын орган:,Жоғары Сот,Мәслихат,Министрліктер,Үкімет,,D,test,question: Нормативтік қаулыларды қабылдайтын орган:,"A)
question: Реттеуші шешімдерді қабылдайтын мекеме:

B)
question: Нормативті бұйрықтарды қабылдайтын орган:

C)
question: Нормативтік қаулаларды бекітетін мекеме:

D)
question: Реттеуші қаулыларды бекітетін орган:",question: Реттеуші шешімдерді қабылдайтын мекеме:,question: Нормативті бұйрықтарды қабылдайтын орган:,question: Нормативтік қаулаларды бекітетін мекеме:,question: Реттеуші қаулыларды бекітетін орган:,E,E,E,E,E
22162,https://itest.kz/ru/endless,Humanities,World_History,High School,Russian,World History (High School in rus),Как называли зависимых крестьян в средневековой Западной Европе (во Франции)?,Вилланы,Жаки,Крепостные,Сервы,,D,test,question: Как называли зависимых крестьян в средневековой Западной Европе (во Франции)?,"A)
question: Как называли закрепощённых крестьян в средневековой Западной Европе (во Франции)?

B)
question: Как называли неполноправных крестьян в средневековой Западной Европе (во Франции)?

C)
question: Как называли прикреплённых крестьян в средневековой Западной Европе (во Франции)?

D)
question: Как называли зависимых селян в средневековой Западной Европе (во Франции)?",question: Как называли закрепощённых крестьян в средневековой Западной Европе (во Франции)?,question: Как называли неполноправных крестьян в средневековой Западной Европе (во Франции)?,question: Как называли прикреплённых крестьян в средневековой Западной Европе (во Франции)?,question: Как называли зависимых селян в средневековой Западной Европе (во Франции)?,E,A,E,E,E
10514,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),Юридическое оформление распада Советского Союза произошло,8 декабря 1991 года,13 декабря 1991 г.,10 декабря 1991 г.,21 декабря 1991 года,,D,test,question: Юридическое оформление распада Советского Союза произошло,"A)
question: Правовое оформление распада Советского Союза произошло

B)
question: Юридическое закрепление распада Советского Союза произошло

C)
question: Правовое закрепление распада СССР произошло

D)
question: Юридическое оформление прекращения Советского Союза произошло",question: Правовое оформление распада Советского Союза произошло,question: Юридическое закрепление распада Советского Союза произошло,question: Правовое закрепление распада СССР произошло,question: Юридическое оформление прекращения Советского Союза произошло,A,E,A,E,A
14958,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"\(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\)  векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні",4,1,2,0,,D,test,"question: \(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\)  векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні","A)
question: \(\stackrel{\to}a(3;–1;2)\) пен \(\stackrel{\to}a(0;2;5)\) векторлары көрсетілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) пен \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні

B)
question: \(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\) векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары тік бұрышты болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні

C)
question: \(\stackrel{\to}a(3;–1;2)\) сондай-ақ \(\stackrel{\to}a(0;2;5)\) векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің құны

D)
question: \(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\) векторлары белгіленген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні","question: \(\stackrel{\to}a(3;–1;2)\) пен \(\stackrel{\to}a(0;2;5)\) векторлары көрсетілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) пен \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні","question: \(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\) векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары тік бұрышты болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні","question: \(\stackrel{\to}a(3;–1;2)\) сондай-ақ \(\stackrel{\to}a(0;2;5)\) векторлары берілген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің құны","question: \(\stackrel{\to}a(3;–1;2)\) және \(\stackrel{\to}a(0;2;5)\) векторлары белгіленген. \(3\stackrel{\to} a+k\stackrel{\to}b\) және \(\stackrel{\to}b+\stackrel{\to}a\) векторлары перпендикуляр болатын k-ның мәні Q-ға тең болса, онда \(\frac{Q+\frac{66}{37}}4\) өрнегінің мәні",A,A,A,E,A
