мәтін1, мәтін2, жапсырма, idx, белгі_мәтіні
" 27 желтоқсанда болған апатты жер сілкінісі Жерді шарпыған радиацияның жарылуына себеп болды деп есептеледі, ол жер серіктеріндегі аспаптарды зақымдап, атмосфераны жарықтандырды.",27 желтоқсанда Жер атмосферасын сәулелендірген радиация жарқылы пайда болды.,0,141, тарту
" Бүгін Пенсильвания штатының полицейінің сүйіктісінің ажырасқан күйеуін өлтірді деп айыпталған ісі бойынша сот процесі басталды. 43 жастағы Кевин Фоли әйелі Мишельден ажырасу туралы соңғы шешім шығарып жатқан тіс дәрігері Джон Елениктің тамағын кесті деп айыпталуда. Прокурорлардың айтуынша, Фоли «доктор Еленикті жек көргені соншалық», ол Елениктің Блэрсвиллдегі үйінде болған кісі өлтіруді жасауға көмектесуін сұраған.", Еленик асырап алған ұлын зорлады.,1,142, міндеттеме емес
 Блэр Иракта қаза тапқандардың барлығына көңіл айтады., Блэр Иракта қаза тапқан кез келген адамға жанашырлықпен қарайды.,0,143, тарту
" Буш ханымның рейтингісі өте жоғары болып қала берді, 80%-дан жоғары, тіпті күйеуінің рейтингі жақында 50%-дан төмен түсіп кетті.", Буш мырзаның пікірін 80% қолдайды.,1,144, міндеттеме емес
Қағаз бағасының өсуінің тағы бір факторы - қағаз жасалатын ағаш целлюлозасының құнының өсуі, Қағаздың құны өсіп келеді.,0,145, тарту
" Нақты күні талқыланғанымен, иттерді адамдар шамамен 12 000 жыл бұрын қолға үйреткен деп есептеледі.", Адамдар 10 000 жыл бұрын пайда болған.,0,146, тарту
" Өйткені, Уилсон Offspring-тің үш альбомының барлығын шығарды, соның ішінде төрт ай ішінде 1 миллион дана сатылыммен барлығын таң қалдырған «Smash» альбомы да бар, бұл бұрын-соңды белгісіз болған топты Green Day тобымен бірге панк үшін бұрын-соңды болмаған коммерциялық табыс толқынының көшбасшысы ретінде танытты.", «Smash» - Offspring тобының үшінші альбомының атауы.,1,147, міндеттеме емес
" Мәскеу Азов теңізінің суы ортақ пайдалануда қалуы керек деп санайды, бірақ Киев нақты бөлуді талап етеді.", Аумақтық сулар бойынша дау бар.,0,148, тарту
"Джерри Рейнсдорф (1936 жылы 25 ақпанда Нью-Йорк штатының Бруклин қаласында дүниеге келген) - Чикаго Уайт Сокс және Чикаго Буллз командаларының иесі. Жақында ол Уайт Сокс командасына 2005 жылғы Әлемдік серияда жеңіске жетуге көмектесті және осы үдерісте жетінші чемпиондық сақинасын жеңіп алды (алғашқы алтауы 1990 жылдары Буллз командасында болған), Солтүстік Америка спорт тарихында екі түрлі спорт түрінен чемпионат жеңіп алған үшінші иесі болды.", Джерри Рейнсдорф 7 рет чемпиондық атаққа ие болды.,0,149, тарту
 Квебектік әйел мен оның анасы төрт жасар қызды өлтірмек болды деп айыпталуда., Квебектік әйел төрт жасар қызды өлтірді.,1,150, міндеттеме емес
" Осы кемшіліктердің нәтижесінде компьютерлік жүйелер және оларға тәуелді операциялар ішкі және сыртқы көздерден бұрмалауға, бұзылуларға және дұрыс пайдаланбауға өте осал болды.", Рұқсаты жоқ қызметкерлер компьютерлік желілерге заңсыз кірді.,1,151, міндеттеме емес
"Осылайша, 29 жастағы штаттан тыс журналист Ханнамды Азияның ең үлкен жұмбақтарының бірін шешуге бағытталған халықаралық ізденіске алып келген сапар басталды: 1971 жылы Мао төрағаны құлатуға арналған қастандық жасады деп айыпталған Қытай Коммунистік партиясының жетекшісі Линь Пяоға не болды?", Линь Пяо Қытай Коммунистік партиясының жетекшісі болды.,0,152, тарту
" Отаго университетінің Крайстчерч медицина мектебінің зерттеушілері жүргізген жаңа зерттеу крестгүлді көкөністерде кездесетін кейбір химиялық қосылыстардың химиотерапияға төзімді қатерлі ісік жасушаларын жоюға көмектесетінін анықтады. Зерттеу Cancer Research журналында жарияланды. Зерттеу тобы изотиоцианаттар деп аталатын химиялық заттардың қатерлі ісік жасушаларының суицидіне себеп болатынын анықтады. Бұған Bcl-2 ақуызының жоғары деңгейі бар жасушалар кіреді, бұл оларды химиотерапияға төзімді етеді. Изотиоцианаттар крестгүлді көкөністерде табиғи түрде кездеседі. Оларға қырыққабат, қырыққабат, брокколи, гүлді қырыққабат, бок чой, шалғам және су кресі және басқалары жатады.",Брокколидің құрамында изотиоцианаттар бар.,0,153, тарту
" Швед массажы бұлшықеттерді босаңсытуға, қан айналымын жақсартуға, метаболикалық қалдықтарды шығаруға, алушыға байланыс сезімін қалыптастыруға, өз денесін және оны қалай пайдаланатыны мен орналасуын жақсырақ түсінуге көмектесу үшін қолданылады.", Швед массажы ширыққан бұлшықеттерді босаңсытады.,0,154, тарту
" Бомбейдегі Angel Broking компаниясының автоталдаушы Вайшали Джаджу Nano жылына ширек миллион осындай көлік сата алса да, Tata компаниясының кірісіне тек үш пайыз қосатынын болжады. «Бұл кірісті айтарлықтай өзгертпейді», - деді Джаджу. «Ал кірісті теңестіру үшін бес-алты жыл қажет болады». Экологтардың айтуынша, бұл көлік Үндістанда қазірдің өзінде кең таралған жол қозғалысы мәселелерін ушықтырып, ластану деңгейін арттыруға көмектеседі. Дегенмен, Tata компаниясы өз көлігі елдегі ең аз ластайтын көлік екенін мәлімдеді.", Angel Broking компаниясы Бомбейде орналасқан.,0,155, тарту
"Тергеу Barings Bank банкінің күйреуінен кейін басталды, сол кезде оның Сингапурдағы трейдерлерінің бірі Ник Лисон банктің хабарсыз 600-700 миллион долларға жуық шығынға ұшырады.", Ник Лисон Barings Bank PLC банкроттығы үшін қамауға алынды.,1,156, міндеттеме емес
" Роторуа қаласы бес немесе одан да көп рет адалдықсыз сотталған қылмыскерлердің Орталық бизнес ауданына (CBD) кіруіне тыйым салды. Қылмыскерлерге Роторуаның негізгі көшелеріне кіруге тыйым салатын заңсыз кіру туралы ескертулер беріледі. Роторуа мэрін қоса алғанда, он екі кеңес мүшесінің он бірі полицияның қолдауымен қатар, ережені қолдады. Роторуа қаласының мэрі Кевин Уинтерс: «Тыйым салуды жергілікті бизнес те қолдады, олар Роторуа көшелеріндегі ұрлық, шабуыл, дүкеннен ұрлық және басқа да көше қылмыстарының тоқтатылуын қалады. Қылмыс аймақта мәселе болды. Бес ереуіл - сіз шығып кетесіз», - деді.", Орталық бизнес ауданы (CBD) Роторуа құрамына кіреді.,0,157, тарту
"Тропикалық «Кони» дауылы Филиппиндерге айтарлықтай жаңбыр жаудырып, тайфунға айналып, ақырында Вьетнамның солтүстік жағалауына жетті.", Тропикалық дауыл айтарлықтай материалдық шығын келтірді.,1,158, міндеттеме емес
 Қатерлі ісікке қарсы күрес науқаны АҚШ фармацевтикалық компаниясымен қатерлі ісікке қарсы емнің жаңа әдісін әзірлеу туралы келісімшартқа қол қойды., Басқа өзгерістер басқа компаниялармен бірлескен ғылыми-зерттеу және тәжірибелік-конструкторлық бағдарламаларды қамтиды.,1,159, міндеттеме емес
" КОЛОМБО (Рейтер) - Сәрсенбі күні Шри-Ланка астанасында полиция бөлімшесінде ""Тамил жолбарысы"" деп аталатын жанкешті өзін-өзі жарып жіберіп, кем дегенде бес адам қаза тауып, 11 адам жараланды. Бұл екі жылдан астам уақытқа созылған салыстырмалы тыныштықты бұзды.", Тамилдегі жанкештілік шабуылдарда адамдар қаза тапты.,0,160, тарту
"Өлім жазасы әлі де қолданылып келе жатқан елдерде қылмыс деңгейі, әсіресе кісі өлтіру, өлім жазасы алынып тасталған елдермен салыстырғанда айтарлықтай төмен екені байқалды.", Өлім жазасы қылмыстың алдын алудың құралы болып табылады.,0,161, тарту
 Wal-Mart Stores АҚШ федералды апелляциялық сотынан жынысқа қатысты кемсітушілікке байланысты сот ісін жүргізу үшін топтық талап арыз мәртебесін бекіту туралы судьяның бұйрығын қайта қарауды сұрады., Судья жыныстық кемсітушілікті мақұлдайды.,1,162, міндеттеме емес
 Романо Проди Еуропалық комиссияның төрағасы ретінде АҚШ президенті Джордж Бушпен кездеседі., Романи Проди - АҚШ президенті.,1,163, міндеттеме емес
" Полицияның мәліметінше, «гонзо» стилі объективтілікке кез келген сылтау айтып, қиын өмір сүрген жазушыны мәдениетке қарсы белгі ретінде танытқан басқыншы журналист Томпсон жексенбі күні кешке Колорадодағы үйінде өзін-өзі атып өлтірді.",Томпсонның «гонзо» журналистикасы объективтілікті терезеден лақтырып жібереді.,0,164, тарту
 Кеше Токиоға ЕО-Жапония саммитіне барған Ахерн осы аптаның соңында келісілген кандидатты табу үшін ЕО-ның басқа көшбасшыларымен телефон арқылы кеңеседі., Жапония астанасында Еуропа мен Жапония басшыларының саммиті өтіп жатыр.,0,165, тарту
 Колумбия Әкімшілік Қауіпсіздік Департаментінің (DAS) бастығы генерал Мигель Маза Маркес бүгін 18 тамызда Боготада сенатор және Либералдық партиядан президенттікке кандидат Луис Карлос Галанның өлтірілуіне шетелдіктердің қатысқанын растады., Луис Карлос Галанды өлтіруге генерал Мигель Маза Маркес қатысты.,1,166, міндеттеме емес
" Табиғаттағы алып пандалардың санының бүгінгі таңдағы ең жақсы бағасы - Қытайдың Сычуань провинциясында, сондай-ақ Шэньси мен Ганьсу провинцияларында 32 бөлек популяцияда тіршілік ететін шамамен 1100 дара.", Қытайда жабайы табиғатта 32 панда бар.,1,167,міндеттеме емес
 Дәріге төзімді бактериялардың көбеюіне байланысты көптеген алаңдаушылық бар., Бактериялар антибиотиктерге қарсы соғыста жеңіске жетуде.,1,168, міндеттеме емес
" Compuware компаниясының мәлімдеуінше, Аллан Торторис пен Джим Хилднер IBM-ге ауысқаннан кейін коммерциялық құпияларды ашқан бірнеше бұрынғы қызметкерлердің қатарында болған.", Коммерциялық құпиялар ұрланды.,1,169, міндеттеме емес
" Джакарта Рая қаласының астаналық ауданымен қатар орналасқан, ол Яваның солтүстік-батыс жағалауындағы Чиливунг (Ливунг өзені) сағасында орналасқан.", Джакарта Ява аралының солтүстік-батыс жағалауындағы Чиливунг (Ливунг) өзенінің сағасында орналасқан.,0,170, тарту
" Кевала сияқты буддизмнің Тхеравада сектасына жататын П. Прайонг Гаутама Будданың туған жері болғандықтан, басқа буддашыл көпшілік халықтардың орнына Үндістанды таңдады.", П. Прайонг - Тхеравада мүшесі.,0,171, тарту
"Марк Аллен Коннелли (сол кезде жерлеу қызметтері комиссиясының бас кеңесшісі болған) жазып, Дик МакНейлге (Буш тағайындаған жерлеу комиссиясының төрағасы) жіберген жазбада Коннеллидің Техас штатының шенеуніктерінен екі жерлеу комиссары SCI-де жұмыс істейтіні туралы «ақпарат алғаны» айтылған.", Марк Аллен Коннелли SCI компаниясында жұмыс істеді.,1,172, міндеттеме емес
" АҚШ Апелляциялық соты жұма күні Калифорния Ассамблеясының 1792 және 1793 заң жобаларын конституцияға қайшы деп таныды, бұл заң жобасы кәмелетке толмағандарға зорлық-зомбылыққа толы бейне ойындарды сатуға немесе жалға беруге тыйым салуды көздеді. Федералды судья Консуэло М. Каллахан 2005 жылғы штат бойынша әлі күшіне енбеген тыйым салу АҚШ Конституциясының бірінші және 14-ші түзетулері бойынша кәмелетке толмағандардың құқықтарын бұзады, себебі тіпті экрандағы ең графикалық хаос, бейне ойын мазмұны тиісті негіздемесіз цензуралауға болмайтын сөз бостандығын білдіреді деп шешті.",Калифорния Ассамблеясының 1792 және 1793 заң жобалары ультра зорлық-зомбылыққа толы бейне ойындарға қарсы заңдар болып табылады.,0,173, тарту
 BSE (жынды сиыр ауруы) ауруымен ауыратын сиырлармен байланыста болған фермер аурудың адами түрі деп саналатын түрін жұқтырып қайтыс болды., Ірі қара малдың губка тәрізді энцефалопатиясы - «жынды сиыр ауруының» тағы бір атауы.,0,174, тарту
" БЕЙРУТ, 21 қараша (Синьхуа) - Ливанның өнеркәсіп министрі және христиан көсемі Пьер Джемайел сейсенбі күні Бейрут маңындағы көшеде атып өлтірілді, деп хабарлады Al Jazeera телеарнасы Ливанның Ішкі істер министрлігіне сілтеме жасап.", Пьер Джемайел Бейрут маңындағы көшеде өлтірілді.,0,175, тарту
"АҚШ президенті Барак Обама өзінің алғашқы 100 күнін атап өтуге арналған іс-шараларда әкімшілігінің болашақ бағытын белгілеп келеді. Обама мырза Сент-Луистегі қалалық жиналыста сөз сөйлеп, АҚШ телеарналарының көпшілігінде тікелей эфирде көрсетілетін баспасөз мәслихатын өткізді. Дәстүрлі түрде комментаторлар бұл кезеңді президенттердің алғашқы жетістіктері мен сәтсіздіктерін бағалау үшін пайдаланған. Соңғы сауалнамалар Обама мырзаның жоғары танымалдылық деңгейіне ие екенін көрсетеді.", Барак Обама АҚШ президенті қызметін 100 күн атқарды.,0,176, тарту
 Блэр Иракта қаза тапқандардың барлығына көңіл айтады., Блэр Иракта қаза тапқандардың барлығына көңіл айтады.,0,177, тарту
" Буш әуеде болған кезде Ақ үй эвакуацияланды, көптеген қызметкерлер Құпия қызмет агенттерінің бұйрығымен үй-жайдан қашып кетті.", АҚШ әскерилері АҚШ азаматтарын эвакуациялады.,1,178, міндеттеме емес
Олардың жартысына жуығы Топанга каньон бульварынан Палос Вердес түбегіне дейінгі Санта-Моника шығанағының 20 мильдік бөлігімен жүрді., Санта-Моника шығанағының жағалау сызығының ұзындығы 50 миль.,1,179, міндеттеме емес
" Париждің сыртындағы қиын жағдайдағы Euro-Disney ойын-сауық саябағының жұмысы соншалықты нашар, егер несие берушілерден көмек алмайтын болса, жабылуы мүмкін, деді Walt Disney компаниясының төрағасы жұма күні жарияланған сұхбатында.", Euro-Disney - Париждің сыртындағы ойын-сауық саябағы.,0,180, тарту
" АҚШ-пен төрт күндік келіссөздер басталды, онда Джордж Буш үш жыл бұрын билікке келгеннен бері Солтүстік Кореяға алғашқы маңызды келісім жасалғаны жарияланды.", Джордж Буш АҚШ президенттігіне 3 жыл бұрын келді.,0,181, тарту
"«Профессор әйел аздап шаршап қалды», - деп ескертті Рита Леви-Монтальчинидің кеңесшісі маған Италияның Нобель сыйлығының лауреаты, өмірлік сенаторымен оның 100 жылдық мерейтойы қарсаңында сұхбат беруге дайындалып жатқанда. «Оны шаршатпаңыз». Мен Римдегі кеңсесінің астындағы киім дүкенінде, мойнына дейін түймеленген әсем қара көйлек киіп, өзіне тән алтын брошь таққан, ақ шашы мінсіз шашылған, киімдердің ілгіштерін мұқият және белсенді түрде қарап отырғанын көрдім.", Рита Леви-Монтальчини - ми саласындағы әлемдік сарапшы.,1,182, міндеттеме емес
 Еуропалық Орталық банктің президенті Жан-Клод Трише сәрсенбі күні банктерді сатып алу туралы ұсыныстарды басқаруына байланысты дауға айналған Италия банкінің басшысы Антонио Фазионы қызметінен босатудың негізсіз саяси әрекеттеріне қарсы тұратынын мәлімдеді., Антонио Фацио Жан-Клод Тришеге бағынады.,1,183, міндеттеме емес
Ол 16 қарашада Сан-Сальвадорда болған «алты иезуит діни қызметкерінің өліміне Кристианидің қатысы бар екеніне дәлел бар» деді., Кристиани алты иезуиттің өліміне кінәлі деп айыпталуда.,0,184, тарту
" Шетелдік автоөндірушілер Ресейде пайда табуда. Daewoo, Ford, Renault және басқалары сияқты компаниялар жеткілікті жылдам өндіре алмайды.", Еуропалық көліктер Ресейде сатылады.,0,185, тарту
" Батыс жойылып бара жатқан адамдарға емес, жойылып бара жатқан жануарларға назар аударуды жөн көрді. Африка пілдерін браконьерлер аулап, азу тістерін жұлып алып, жасырады. CITES - Жойылып бара жатқан түрлермен халықаралық сауда туралы конвенция - піл сүйегі саудасына тыйым салғанға дейін онжылдықта Африкадағы олардың саны 1,2 миллионнан 600 000-ға дейін азайды.", Халықаралық конвенция піл сүйегі саудасына тыйым салды.,0,186, тарту
 Грек құдайларының мекені Фессалиядағы Олимп тауының басында болған., Олимп тауы Фессалияда орналасқан.,0,187, тарту
"Яхташы Мелвин Перси қайығын 3000 мильдік Атлант мұхитынан өтуге дайындаған кезде қызмет көрсету деңгейіне соншалықты шаршап, шотландиялық теңізшілерге кәсіби кеңестер мен практикалық көмек көрсету үшін Клайдта өз компаниясын құруды шешті. Гуроктың оңтүстігіндегі Кип Маринада орналасқан Минерва Риггинг қазір бес штаттық қызметкерді жұмыспен қамтып отыр және Еуропадағы жетекші яхта шпаты мен діңгек өндірушілерінің бірі Kemp компаниясының шотландиялық агенті.", Мелвин Перси Kip Marina-да Minerva Rigging компаниясын құрды.,0,188, тарту
" Danske Bank бейсенбі күні жариялаған сауалнамаға сәйкес, кронаны еуроға айырбастауға қарсы даниялықтардың саны сәуірдегі 34,6 пайыздан 35,3 пайызға дейін аздап өсті.", Еуроны енгізуге қарсылық білдірілді.,0,189, тарту
 БОСНИЯҒА КӨЗҚАРАС; ҰЗАҚҚА ДЕЙІН БАЛҚАН БЕЙБІТШІЛІГІ, Босния бұрынғы Югославия аумағында орналасқан.,1,190, міндеттеме емес
"Texas Data Recovery бағдарламасы жасына, маркасына немесе моделіне қарамастан ноутбуктар мен ноутбуктардан жоғалған деректерді қалпына келтіруде де табысты.", Апат болған жағдайда сіз Texas Data Recovery қызметін пайдалана аласыз және жоғалған деректерді қалпына келтіре аласыз.,0,191, тарту
" Шамамен бес айдан кейін, 1935 жылы 24 қаңтарда MOHAWK жолаушылар кемесі норвегиялық TALISMAN моторлы кемесімен соқтығысып, батып кетті, нәтижесінде 45 адам қаза тапты.", Паром апатынан 100 немесе одан да көп адам қаза тапты.,1,192, міндеттеме емес
 Джон Леннонның қайтыс болуының 20 жылдығын ертең (8 желтоқсан) атап өту үшін оның жесірі Йоко Оно АҚШ-тың үш ірі қаласында қару-жарақты бақылауды қолдайтын билбордтар орнатты., Йоко Оно - Джон Леннонның жесірі.,0,193, тарту
"Анжер соты негізгі айыпталушы Филп В.-ге төрт айдан бастап 28 жылға дейін бас бостандығынан айыру жазасын тағайындады. Сот оның ұлы Франк В. және Франктың бұрынғы жұбайы Патрисия М.-мен бірге 45 баланы, көбінесе жұптың пәтерінде зорлаған жыныстық қатынасқа түсушілер тобын құрушылардың бірі болғанын анықтады. Алты айдан 12 жасқа дейінгі балаларға жасалған зорлық-зомбылық Францияның батысындағы Анжер қаласының кедей және мұқтаж ауданында орын алған. Айыпталушылардың көпшілігі кедей және жәрдемақымен өмір сүрген, ал кейбіреулері ақыл-есі кем адамдар болған. Олардың шамамен 20-сы айыптауларды мойындады, ал басқалары жыныстық қатынасқа түсу тобы туралы ешқашан естімегендерін мәлімдеді.", Франк В. Анже қаласынан шыққан.,1,194, міндеттеме емес
"Миллер түсіндіргендей, қате жазылған емле оның жазбаларының Либбимен сұхбаттарға қатысы жоқ бөлімінде орын алған. Басқа жазбаларда Либбимен 2003 жылы жүргізілген 3 сұхбат құжатталған, онда ол өзінің NYT бағанында былай деп жазған: 23 маусым) ... Либби мырза Уилсон мырзаның әйелі туралы тақырыпты алғаш рет көтерді. Мен жазбаларымның ішінде жақшаның ішінде: «Әйелі бюрода жұмыс істей ме?» деп жаздым. Мен Фицджеральд мырзаға Уилсон мырзаның әйелі ЦРУ-да жұмыс істеуі мүмкін екендігі туралы маған алғаш рет айтылғанын айттым.", Джудит Миллер New York Times газетінде жұмыс істейді.,0,195, тарту
 Microsoft Hotmail пайдаланушыларына жад көлемін ұлғайтуды ғана ұсынбайды - олар тегін антивирустық қорғауды да күте алады., Microsoft өз пайдаланушыларына сақтау орнын кеңейтпейді.,1,196, міндеттеме емес
 Өлім жазасы тежеуші фактор ретінде әрекет етеді., Өлім жазасы қылмыстың алдын алудың құралы болып табылады.,0,197, тарту
"Бьорк екі жыл ішінде алғашқы тікелей эфирде өнер көрсеткеніне қарамастан, 10 000 адамдық көрермен Токио маңындағы Макухаридегі зал сыйатын сыйымдылықтың жартысы ғана болды.", Токиода 10 000 адам тұрады.,1,198, міндеттеме емес
" Осы аптада «әлеуметтік мазасыздықтың бұзылуы» деп аталатын ауру өмірдегі ең көп таралған мәселелердің қатарына қосылды, оның ішінде семіздік, белсіздік, депрессия және фобия - американдықтар бұрын ерік-жігер мен мінездің қиындықтары деп санаған, бірақ қазір таблетка ішу арқылы емдеуге болатын жағдай.", Фобия - белгілі бір нәрседен немесе жағдайдан қатты қорқу.,1,199, міндеттеме емес
" Лос-Анджелес кәріз жүйесіне мыңдаған галлон цианид қосылған ағынды суды төккен Солтүстік Голливуд қаптау компаниясын басқарған екі ағайынды бейсенбі күні кінәсін мойындап, қауіпті материалдарды абайсызда өңдегені және сақтағаны үшін түрмеге жабылуы керек.", Калифорниялық компания химиялық заттарды абайсызда сақтады деген айыппен сотталды.,0,200, тарту
Итальяндық кинорежиссер Феллини өмір бойы сіңірген еңбегі үшін құрметті «Оскар» сыйлығымен марапатталды. Ол 1993 жылы 31 қазанда қайтыс болды., Итальяндық режиссерге құрметті «Оскар» сыйлығы берілді.,0,201, тарту
 1756 жылы 27 қаңтарда Австрияның Зальцбург қаласында композитор Вольфганг Амадей Моцарт дүниеге келді., Вольфганг Амадей Моцарт Зальцбургте дүниеге келген.,0,202, тарту
 Германия археологиялық институтының зерттеушілері Моңғолиядағы қазба жұмыстары кезінде мәңгілік мұзда шамамен 2500 жылдық мумия тапты., Алтай мұз қызы үлкен дау тудырды.,1,203, міндеттеме емес
" Жұма күні кешке Миллер Коннектикут штатындағы Роксберидегі үйінде отбасының ортасында жүрек жеткіліксіздігінен қайтыс болды, деп хабарлады оның көмекшісі Джулия Болус.", Миллер бейсенбі күні кешке жүрек жеткіліксіздігінен отбасы мүшелерінің ортасында қайтыс болды.,0,204, тарту
"Оның жаппай азаматтық бағынбау қозғалысын құруға жеткілікті қолдау базасы болғанымен, кейбір сарапшылар оның науқаны, ең жақсы жағдайда, Кальдерон мырзаның жағына тікенек болады деп санайды.", Кальдерон мырза жаппай азаматтық бағынбау қозғалысын құра алады.,1,205, міндеттеме емес
" НЬЮ-ЙОРК – Сомали қарақшылары сейсенбі күні гуманитарлық көмек тасымалдайтын американдық кемеге шабуыл жасап, зақымдады, бірақ кеме мен экипаж Әскери-теңіз күштерінің күзетінің астында қауіпсіз жерде болды, деп хабарлады әскери және кеме компаниясы. Кеменің иесі Liberty Maritime Corp компаниясының айтуынша, қарақшылар аштықтан зардап шеккен африкалық елдерге азық-түлік тасымалдайтын Liberty Sun кемесіне зымыранмен атқылады. Шенеуніктердің айтуынша, кеме шамамен 20 адамнан тұратын экипажбен Хьюстоннан Кенияның Момбасаға бара жатқан.", Қарақшылар Liberty Maritime кемесіне зиян келтірді.,1,206, міндеттеме емес
"«Беа Артур екеуміз алғаш рет 1965 жылы бірге «Mame» қойылымын орындаған кезде кездестік. Ол содан бері «My Bosom Buddy» болып қалды және солай болып қала береді. Оның қайтыс болуына қатты қайғырамын, сонымен қатар оның ауырсынудан арылғанына қуанамын. Кеше оның ұлы Мэттпен сөйлестім және оның уақыты жақындап қалғанын білдім. Ол сирек кездесетін және ерекше орындаушы және қымбатты дос еді». Артур сенбі күні үйінде 86 жасында қайтыс болды. Анджела Лансбери 2009 жылдың 26 ақпанында, бейсенбіде алдын ала қойылымдары басталып, 2009 жылдың 15 наурызында, жексенбіде Шуберт театрында (225 West 44th Street) ресми түрде ашылған Blithe Spirit қойылымының қазіргі қайта жандануында ойнайды.", Актриса Анджела Лансбери 86 жаста.,1,207, міндеттеме емес
 Қыз Драммондвиллде табылды., Драммондвиллде қыз бар.,1,208, міндеттеме емес
Бұл өткен жылғы Галифакс саммитінен алынған үй тапсырмасының бір түрі. Халықаралық ұйымдардың әртүрлі қызметін қалай рационализациялау және үйлестіру керектігі туралы талқылаулар болды., Галифакста өткен G7 саммитінде қаржылық реформалар ұсынылды.,1,209, міндеттеме емес
" Жылына 22 000 табыс табатын әйелдер үшін алты айлық декреттік демалыстан кейін жиналған жалпы жалақы Ұлыбританияда небәрі 5300, ал Ирландияда 5850 болады. Германиядағы жәрдемақы деңгейі де салыстырмалы түрде төмен, 5900 болады, Франция, Испания және Нидерландыдағыдай 6750 болады. Екінші жағынан, Италияда алты айлық демалыстан кейін алынатын жалақы 9150 болады, ал Дания мен Норвегияда 11 000-ға дейін жетеді.", Еуропада декреттік демалыс әртүрлі.,0,210, тарту
 Норвегиядағы ең ірі газет Verdens Gang редакторға Джо Харрингтон екеуміз жазған хатты басып шығарады., Verdens Gang - норвегиялық газет.,0,211, тарту
"Spirou 1938 жылы Роб-Вел жасаған, ол 40-жылдардың басында Dupuis баспа үйіне құқықтарды сатқан. Джидже (Джозеф Гиллайн) сияқты басқа суретшілер бұл туындыны жасаған.", Спироны Роб-Вел жасаған.,0,212, тарту
"Мысырдың көрнекті археологы Захи Хавас Клеопатра мен Марк Антонийдің жерленген жерін ашуға әкелуі мүмкін алғашқы ежелгі артефактілерді ашты. Экспедиция тұмарларды, Клеопатраның бейнесі мен аты жазылған 22 қола тиынды, патша мүсінін, Марк Антонийге ұқсайтын алебастр маскасын және Клеопатра мүсінінің бюстін тапты. «Марк Антонийдің бетіне қарасаңыз, көпшілік оның иегінде осындай жырық бар деп сенді, сондықтан мен бұл Марк Антоний болуы мүмкін деп ойладым», - деді Хавас. «Менің ойымша, егер бұл қабір табылса, бұл Клеопатра мен Марк Антонийдің арасындағы махаббатқа және олардың өлімінің қайғылы оқиғасына байланысты 21 ғасырдың ең маңызды жаңалықтарының бірі болады. Бұл оларды жасыруға тамаша орын», - деді Хавас.", Клеопатра мен Марк Антоний Мысырда өмір сүрген.,1,213, міндеттеме емес
Ресей қоғамдық телеарнасының басшысы Владислав Листьевті белгісіз қарулы адам Мәскеудегі үйінің сыртында жүрегінен атып өлтірді. Шабуыл оның телеарнаға жарнама беруге тыйым салу туралы ұсынысына қарсы болғандармен байланысты., Владислав Листьев Мәскеуде өлтірілді.,0,214, тарту
" Toshiba NEC Corp. және Sanyo Electric Co. Ltd. компанияларымен бірлесіп HD DVD деп аталатын технологияны насихаттап келеді, ал Sony, Samsung Electronics Co. Ltd. және Matsushita Electric Industrial Co. Ltd. (Panasonic бренд өнімдерін өндіруші) компанияларымен бірлесіп, Blu-ray дискісін шығаруды алға тартып келеді.", Panasonic брендінің өнімдерін Samsung Electronics Co. Ltd. компаниясы шығарады.,1,215, міндеттеме емес
" Аурухана қызметкерлерінің айтуынша, Израиль күштері мен қарулы адамдар арасындағы қақтығыста бір палестиналық қаза тауып, 10 адам жараланған."," Бір палестиналық қаза тауып, басқалары жараланды.",0,216, тарту
"Бірақ олардың қойылымы жеткізген хабар көбінесе қайғылы және ащы болды. Жолда небәрі үш апта болғаннан кейін, екі итальяндық суретшінің бірі, 33 жастағы Пиппа Бакка, оған көлік ұсынған жүргізушінің қолынан қаза тапты. Оның жалаңаш денесі 11 сәуірде күдікті тергеушілерді оқиға орнына алып келгеннен кейін түрік ауылының маңындағы бұталардан табылды. Өлімнің ресми себебі айтылмаса да, жергілікті түрік билігі Бакка ханым зорланып, тұншықтырылғанын мәлімдеді.", Пиппа Бакка - итальяндық бейбітшілік белсендісі.,1,217, міндеттеме емес
"Мысыр бейсенбі күні Израильдің жаңа сыртқы істер министрі Авигдор Либерманды 2007 жылы АҚШ-тың Аннаполис қаласында палестиналықтармен бейбітшілік келіссөздерін қалпына келтіру үшін басталған бейбітшілік күш-жігерін мойындаудан бас тартқаны туралы айтқан сөздері үшін қатты сынға алды, деп хабарлады MENA мемлекеттік ақпарат агенттігі. Либерманның сөздері «өкінішті», - деді Мысыр Сыртқы істер министрлігінің өкілі Хоссам Заки, «оның сөздері Израильдің жаңа үкіметінің бейбітшілік күш-жігеріне алғашқы соққы болып табылады».", Хоссам Заки - Израильдің жаңа сыртқы істер министрі.,1,218, міндеттеме емес
" Майлықтар, шақыру қағаздары және қарапайым қағаздар бір ай бұрынғыдан да қымбатқа түсті.", Қағаздың құны өсіп келеді.,0,219, тарту
 Лорд Конрад Блэктің құлдырап бара жатқан медиа империясындағы ең құнды актив - The Daily Telegraph британдық Barclay егіздеріне сатылды., Күнделікті телеграф сатылады.,0,220, тарту
