"идентификатор","диалог","қысқаша мазмұны"
"13810245","Лола: сәлем қызым, не болды? Адель: О, сәлем Lols, онша емес. Адель: жаңа ит алдым. Лола: тағы біреуін бе? Адель: Иә. күшік печеньесі. 4 айлық. Шайнайтын. Лола: басқалары қалай әрекет етті? Адель: мысықтар арақашықтықты сақтайды, Поппи мен Лулу оны анасы сияқты сезінеді. Спиди ойнағысы келеді. Лола: төбелесу жоқ па? бұл жаңалық. Адель: күшіктер басқа жануарларға ересек иттерге қарағанда оңай қабылданады дейді. Лола: әсіресе қыз иттер, мүмкін Адель: басқаларын ересек иттер ретінде алғандықтан, оларды емшектен шығаруға тура келді. Ал қыздар төбелескенді ұнатады. ессіз сияқты. Лола: иттер, дұрыс/. Адель: бұл да :P Лола: хаха. бірақ рас. Адель: Білемін, дұрыс. Қалай болғанда да, оны Bones деп атадым. Ол соншалықты толық, сондықтан дене бітімі жақсы. Лола: сүйкімді. Оны көруді асыға күтемін."," Адель 4 айлық жаңа Лабрадор-Чеви печеньесін сатып алды. Мысықтары арақашықтықты сақтайды, ал Поппи мен Лулу Чуи мен Спидидің ойнағысы келетінін түсінетін сияқты."
"13717309"," Натали: демалыс туралы ойландың ба? Полин: мен және Тони Грецияны жақсы көреміз, шынымен Джейкоб: жылы және шуақты жер. Греция салқын Энтони: Греция жылы, шуақты және арзан Натали: меніңше, бізде бәрі жақсы Джейкоб: сенімдімін Полин: айтқанымыздай тамыз? Джейкоб: міне, мәселе осы. біз 10 тамызға дейін қайтып оралуымыз керек Энтони: не?? неге?? Натали: әпкесінің үйлену тойы Полин: сенің кішкентай әпкең үйленіп жатыр ма?!? лол Джейкоб: ол кішкентай емес. оны көрдің бе? Тони? Энтони: қарау керек пе? Натали: аузыңды жап, ақымақ. ол менің әпкем, сондықтан Полин: ақымақтар Джейкоб: әзілдеп тұрмын. біз сені жақсы көреміз Энтони: бізде басқа амал жоқ XD"," Натали, Полин, Джейкоб және Энтони тамыз айында Грецияда бірге демалыс өткізуді ойластырып жүр. Джейкоб пен Натали Наталидің кіші қарындасының үйлену тойына байланысты 10 тамызға дейін оралуы керек."
"13730814","Клинт: Мені қызықтырып тұр. Ол жақта қалдықтарды басқару қалай жүріп жатыр? Ронни: Шын мәнінде, бұл өте жақсы жұмыс істейді. Біз үш түрлі қоқыс жәшігін қолданамыз: компост, қайта өңдеу және қоқыс. Аула қалдықтарынан бастап тамақ қалдықтарына дейінгі органикалық заттарды компостқа салыңыз. Қағаз, бөтелкелер, картон, пластик, металдарды қайта өңдеңіз. Және басқаның бәрін қоқысқа тастаңыз. Неге сұрайсыз? Клинт: Таза қызығушылық. Жалпы хабардарлық туралы не деуге болады? Пластикалық пакеттер және т.б.? Ронни: Өте жоғары. Азық-түлік дүкендерінде бір рет қолданылатын пластик пакеттер жоқ. Мейрамханаларда сабандар жоқ. Клинт: Иә, мен сіздікі оларды тыйым салған қалалардың бірі болғанын оқыдым. Бұл қашан болады деп ойлаймын. Ронни: Ешқашан... Клинт:: Нені айтып тұрсыз? Ронни: Мен мұндай экологиялық хабардарлық сол жерде болады деп күмәнданамын. Ондағы адамдар бұл туралы басқа әлемде өмір сүреді. Клинт: Адамдардың ешқандай хабардарлығы болуы міндетті емес, шынын айтқанда. Бұл олардан жоғары. Егер мұндай шешімдер қабылданса, олар Роннидің айтқанын орындар еді: Бұл рас. Бірақ мемлекеттік үкімет деңгейінде де мұндай хабардарлық жоқ деп ойлаймын. Бірақ менің қателескенім дәлелденді деп үміттенемін! Клинт: Шынымен де таңқаларлық. Мен мұнда қиындықтар туындап жатқанын байқадым. Екінші жағынан, бұл ақша. Ронни: Ақша мағынасында ма? Клинт: Қалдықтарды азайту = пайдалану шығындарын төмендету. Олар бәрін әрі қарай сұрыптай ма? Ронни: Иә, мұнда олар сұрыптайды. Клинт: Мұнда да солай сияқты. Құрғақ қайта өңделетін материалдар, азық-түлік және жалпы, компост","Ронни қалдықтарды тастау үшін үш түрлі қоқыс жәшігін пайдаланады. Ол сабандарды да, пластик пакеттерді де пайдаланбайды. Клинт пен Ронни қоршаған ортаны қорғау үкіметке байланысты екенімен келіседі."
"13682419","Вилли: Көлігіңіз керемет екен!! Винни: Білемін ;) Жоқ, бірақ шынымен де, мен әрқашан Мустанг алғым келді, қызыл түстісін де! Вилли: Мүмкін, оны маған бір күнге немесе одан да көп уақытқа бере аласыз :) Винни: Иә, дұрыс. Біз аптасына бірнеше күн бірге көлік жинай аламыз. Вилли: Жарайды, келістік.","Вилли мен Винни Виннидің қызыл Мустанг көлігімен бірге жүреді."
"13682269"," Сью: ертең жұмыстан кейін көлікті алып кете аласыз ба? Джеймс: иә, төлейсіз бе? Сью: иә, мен ақшаны аударамын Джеймс: жарайды x","Джеймс ертең жұмысынан кейін көлікті алып кетеді. Сью оған ақша жіберіп қойған."
"13681560","Хайден: Қалай болғанда да, менің диссертация жазуға 1 ай уақытым бар. Содан кейін қандай мамандықты таңдауым керек екенін шешуім керек, ал менде қиындық туындайды, себебі болашақта жақсы ақша табу үшін не істей алатынымды білмеймін. Маргарет: Сіз бірдеңе таба аласыз. Хайден: Мені қызықтыратын жалғыз мамандықтар - африкалық зерттеулер, бірақ кейінірек үлкен ақша таба алатыныма сенімді емеспін, елшілікте жұмыс істеуден немесе сол сияқты нәрселерден басқа. Мен бортсерік болып жұмыс істеу туралы ойладым. Жүзе алатындықтан (міндетті түрде), бұл жұмысқа орналасу маған оңай болар еді. Мен тіпті суда құтқарушымын. Мен ағылшын, итальян және поляк тілдерін білемін, ал аздап неміс тілдерін білемін. Маргарет: Сондықтан жалғастыра беріңіз. Хайден: Бірақ шынымды айтсам, бұл жұмыс соншалықты керемет деп ойламаймын. Мен онда мәңгі жұмыс істей алмаймын және әр жолы тәуекелге барғым келетініне сенімді емеспін, өйткені ұшақ апаттары болады. Маргарет: Хахахаха, бұл туралы ойламау керек. Хайден: Бірақ мен өлгім келмейді. Хахахаха. Маргарет: Көп саяхаттағаныңыз жақсы болар еді.","Хайден диссертациясын 1 айдың ішінде жазуы керек. Ол қандай дәрежелік курс оған ең пайдалы болатынын ойлайды. Ол африкалық зерттеулерге қызығушылық танытады. Хайден жүзе алатын және шет тілдерін білетіндіктен, стюардесса бола алатынын айтады."
"13829396","Анасы: Сәлем, Бетти, қалайсың? Бетти: Сәлем, бәрі жақсы, ал сен? Анасы: мен де Анасы: Атама анда-санда қоңырау шалуға болады, білесің ғой Анасы: Ол сен туралы үнемі сұрайды. Бетти: Білемін, анашым, мен бос емеспін. Анасы: біз бәріміз бос емеспіз. Ұзақ сөйлесудің қажеті жоқ, тек хабарласыңыз. Бетти: Жарайды, айтамын. Бетти: ;*","Анасы Беттидің атасына анда-санда қоңырау шалуын қалайды."
"13828403"," Алан: <file_photo> Алан: қарашы, мен жаңа ғана не таптым :) Роберт: достым, бұл жай ғана жағымсыз және сен оны білесің :) Роберт: оның құрамында қант жоқ, дәмі жоқ және қосымша даршын дәмі бар Алан: иә, білемін - бұл керемет :) Роберт: мырза, сіздің дәміңіз өте ерекше :P Алан: иә, мен оған тамаша компания таптым <file_photo> Роберт: ой, бұл оған көбірек ұқсайды! Роберт: бірақ виски даршынмен жақсы үйлеседі ме? дәмі бар виски ең нашар... Алан: Шын мәнінде, оның дәмі таңқаларлықтай жақсы. Даршын аса күшті емес. Егер сіз жеткілікті виски қоссаңыз :) Роб: Ха-ха, солай ойладым :) Роб: Мен ескі шие дәмін қайтарса екен деп тілеймін... Роб: пайдасыз қантсыз заттар емес Алан: А, бұл рас :)","Алан даршын вискиін тауып алып, Робертке оның суреттерін жіберді."
"13728942","Дольф: сәлем Дольф: төлқұжатыңды ертең әкелуді ұмытпа Зигглер: Жарайды, әкелемін"," Дольф еске салғандай, Зигглер паспортты ертең әкеледі."
"13814882"," Рита: Қатты шаршадым. Жұмыста ұйықтап кетіппін. :-( Тина: Не айтқыңыз келгенін түсінемін. Тина: Бастық байқамайды деп үміттеніп, пернетақтаны баса беремін.. Рита: Уақыт созылып жатыр.... Рита: Сағатқа қарай беремін, әлі 4 сағат бар. Тина: Мұндай кездер менің жұмысымды жек көреді. Рита: Мен мұндай зерігуге мүлдем дайын емеспін. Тина: Мен де емеспін."," Рита мен Тина жұмыста зерігіп жүр, әлі 4 сағат уақыты бар."
"13729817","Рей: бөлмеңдесің бе? Макс: жоқ не болды Рей: біреу есікті сырттан құлыптап алды -_- Макс: не болды xD Рей: иә, достым, мені шығаруың керек Макс: бірақ мен шықтым Рей: әзілдеп тұрсың ба Макс: кешір достым XD Рей: достым, мен зәр шығаруым керек Макс: ХАХАХАХАХАХА XD Рей: бұл күлкілі емес >.< Макс: шынымен солай xD Рей: басқа біреуден сұрай аласың ба Макс: иә, бөлмелестерім бар ма, көрейін Рей: АСЫҒЫҚ Макс: ол келе жатыр Рей: оған АСЫҒЫҚ деп айт Макс: ол жолда Рей: ол ашты, рақмет Макс: рахаттаныңыз XD"," Рей бөлменің сыртынан қамалып тұр және ол дәретханаға баруға мәжбүр. Макстың бөлмелес серігі келіп, оны шығарып жібереді."
"13816842"," Альберт: Мен жаңа ғана жүргізуші емтиханынан өттім, құдайым-ау! Альберт: 4-ші әрекет! Джульетта: Құттықтаймын, достым! Енді сені ештеңе тоқтата алмайды 💪","Альберт жүргізуші емтиханын төртінші әрекетінде тапсырды."
"13828797"," Дин: Сәлем, жаным Дин: Бүгін кешкі асқа не бар :D Поппи: Сәлем, Поппи: Білмеймін бе? Дин: Не дегенің, білмеймін :D Поппи: Мен бүгін кешке ештеңе дайындамаймын Поппи: Сонымен, білмеймін Дин: Жоқ, неге аштан өліп жатырмын Поппи: Үйге қайтып бара жатып бірдеңе алшы Дин: Мен солай істеймін! Дин: Не алып келуім керек? :* Поппи: Ештеңе. Мен бүгін кешке үйде болмаймын Дин: ??? Дин: Сен келмейсің бе? Поппи: Иә, мен келмеймін Дин: Не болды? Поппи: Ештеңе. Поппи: Ертең көрісеміз Дин: Онда бүгін кешке қайда боласың? Поппи: Айтпаймын Дин: :O Дин: Неге Поппи: Өйткені бұл құпия. Поппи: :O Дин: :O Поппи: :O"," Поппи бүгін кешке үйде болмайды, бірақ Динге себебін айтпайды. Ол кешкі ас дайындамайды, сондықтан Дин үйіне бара жатып бірдеңе алуы керек."
"13716518"," Сара: құдайым-ау, Лаура! Жауап алмағаныңыз үшін кешіріңіз!!! Қолыңыздан келді ме? Лаура: хахаха! Ойпырмай... уайымдамаңыз, мен шештім Сара: ыңғайсыз тыныштық <шынтақтар> Лаура: хахаха жоқ, бәрі жақсы!! Раф: Лаура, кешіріңіз!!! соншалықты батпақты болып кеттім, сізге жауап жазуды мүлдем ұмытып кетіппін! қайдасыз?? Сара: Линате деп аталатын экзотикалық кішкентай арал :D Лаура: Сара, қай қонақ үйдесіз??? Мен де осындамын!!!"," Раф та, Сара да Лаураға жауап беруді ұмытқан жоқ, бірақ ол бәрібір жауап берді. Сара да, Лаура да Линатта."
"13680955","Тина: Сәлем, жаным? Жағдайың жақсы ма? Стив: Сәлем, жаным. Мен жақсымын. Сен бе? Тина: Жарайды :-) Мен сені жақсы көремін :-* Стив: Мен де сені жақсы көремін. Тина: Кешкі асқа макарон қалай? Стив: Керемет естіледі! Тина: Брокколи, ветчина, ірімшік және кілегеймен бе? Стив: Дәмді. Тина: Сіздің сүйіктіңіз. Стив: Иә. Тина: Бірақ бір қиындық бар. Стив: Тым мінсіз бе? Тина: Бұл ол туралы емес. Жұмыстан кейін сауда жасауымыз керек. Өзіңіз жасай аласыз ба? Стив: Бірге жасай аламыз ба? Сауда тізімдеріне келгенде менің қаншалықты шашыраңқы екенімді білесің. Тина: Білемін! Стив: Бірге ме? Тина: Жарайды. Жұмыстан уақытында шығасың ба? Стив: Солай деп ойлаймын. Ешқандай мәселе күтпеймін. Тина: Жарайды. Тұрақта кездесейік, солай ма? Стив: Әрине. Тина: Сағындым :-* Стив: Сағындым :-* Тина: Кейінірек көріскенше :-)","Тина мен Стив кешкі асқа макарон жеп отыр. Стив жұмысын бітіргеннен кейін олар автотұрақта кездеседі. Олар бірге сауда жасайды."
"13681010","Мелоди: компьютеріңізді жөндетіп қойдыңыз ба? Пегги: жоқ, мен кітапхана компьютерлерін көп пайдаланамын. Мелоди: олар не болып жатқанын біле ме? Пегги: схемалық тақтада бірдеңе болуы мүмкін. Олар ертең жауап алады деп үміттенеді Мелоди: бұл өте маңызды. жаңасын сатып алу арзанырақ болуы мүмкін Пегги: бұл рас. түсіндім. Мелоди: егер сізге жаңасын алу керек болса, менде бар Mac моделін ұсынамын Пегги: жарайды, білу жақсы. сұрақтарым болса жазамын Мелоди: сізге жаңасын алу керек шығар, солай ма? Пегги: дұрыс айтасыз. 5 жыл - оны алу үшін ұзақ уақыт. Мелоди: иә, ноутбук стандарттары бойынша бұл ескі Пегги: жарайды. Мен оны жөндетуге тырыспауым мүмкін. Мелоди: жақсы идея сияқты естіледі"," Мелодидің 5 жылдық ноутбугы бұзылған. Ертең ол не болғанын біледі. Ол оны жөндемейді, себебі ноутбугы тым ескі. Оның орнына ол жаңасын сатып алады."
"13821356"," Крис: Сыртта неге сонша суық? 🥶🥶🥶 Ови: Иә, білмеймін 🥶 Крис: Өліп бара жатырмын Крис: Өліп бара жатырмын* Ови: Ешқайда барғым келмейді Ови: Бірақ жұмысқа баруым керек Джейсон: Мен күні бойы осы суықта қалада жүгіріп жүрмін Джейсон: Ауырып қалатын шығармын Надин: Клиникамда бәрі жақсы болады Надин: Бізге көптеген науқастар келіп жатыр Ови: Шынымен де Надин: Иә, бұл күндер қиын болды 😓","Суық ауа райына байланысты көптеген науқастар Надиннің клиникасына барады."
"13830046"," Джина: Сәлем жаным, тегін USB бар ма? Моника: Иә, бар :) Джина: Кеңсеңізге келе аламын ба? Моника: Әрине, USB дайын Моника: 2-қабат, 112-бөлме Джина: Рақмет!","Джина Мониканың USB-ін алу үшін 2-қабаттағы 112-бөлмеге келеді."
"13730015","Эрик: Сәлем Белла, бүгін бастықтың бөлмесінде не болды?? Ол ашуланды ма?? Белла: ЖОҚ ЖОҚ!!! Ол мүлдем ашуланған жоқ.. Ол біздің клиенттің өтінішін қабылдамау туралы батыл шешімімізге риза болды.. Эрик: ШЫНЫМЕН!! Ол бұл шешімді риза болды.. Белла: Иә, ол шынымен риза болды.. Мен де оның реакциясына таң қалдым... Эрик: Бұған не әкелуі мүмкін?? Яғни, олар әлеуетті клиенттер еді... Белла: Ол маған қазіргі клиентіміздің бәсекелесі болған жаңа клиенттерді тартуды асыға күтетінін айтты.. Эрик: О, мүмкін, себебі осы шығар. Қалай болғанда да, сен ризашылыққа бөлендің xD Конго Белла: хахаха Жасырын бата xD","Белла мен Эрик клиенттің өтінішін қанағаттандырмады. Олардың бастығы бұл шешімді бағалады. Ол жаңа клиенттерді тартады."
"13829307"," Мэри: Сәлеметсіз бе, меніңше, сіз несие картаңызды біздің дүкенде қалдырып кеткен сияқтысыз. Дженни: Хабарласқаныңыз үшін рақмет! Көп рақмет! Мэри: Уайымдамаңыз :) Дженни: Қашан алып кете аламын? Мэри: Қашан келсеңіз де, кассирлеріміздің бірімен қауіпсіз :)","Дженни несие картасын Мэридің дүкенінде қалдырып кеткен."
"13716296"," Шелли: Биыл мен азық-түлік баспанасында ерікті болып жұмыс істеймін! Трейси: Жақсы, сендер! Джоди: G8! Шелли: Ал сендер ше? Ерікті жұмыс істейсіңдер ме? Трейси: Жоқ. Оған қызықпаймын. Джоди: Әрине! Мен жыл сайын Рождество мерекесінде қайырымдылық жасаймын :)"," Шелли азық-түлік баспанасында ерікті болып жұмыс істейді және басқалардан ерікті жұмыстар жасай ма деп сұрайды. Трейси бұған қызықпайды, бірақ Джоди әрқашан Рождество мерекесінде қайырымдылық жасайды."
"13680316","Генри: Қайта оралғаныңызға қуаныштымын :-) Бала қалай? Мэри: Қайта оралғаныңызға қуаныштымын :-) Сюзи керемет. Мен қатты қуаныштымын :-) Генри: Суретіңіз бар ма? Мэри: <file_photo> Генри: Ол сүйкімді! Құттықтаймын :-) Мэри: Рақмет :-)","Мэри қайтып оралды. Мэридің баласы Сюзидің жағдайы жақсы."
"13731487","Макс: Киім сатып алуға болатын жақсы сайттарды білесіз бе? Пейтон: Әрине :) <file_other> <file_other> <file_other> <file_other> <file_other> <file_other> Макс: Олар көп! Пейтон: Иә, бірақ оларда әртүрлі заттар бар, сондықтан мен әдетте 2 немесе 3-тен заттар сатып аламын. Макс: Мен оларды тексеріп көремін. Рақмет. Пейтон: Ештеңе емес :) Макс: Сіз ше? Пейтон: Мен ше? Макс: Сатып алуды ұнатасыз ба? Пейтон: Иә және жоқ. Макс: Неге? Пейтон: Мен шолу жасағанды, киіп көргенді, айнаға қарап, қалай көрінетінімді көргенді ұнатамын, бірақ әрқашан сатып ала бермеймін. Макс: Иә, жоқ па? Пейтон: Бұл айқын емес пе? ;) Макс: Кешіріңіз ;) Пейтон: Егер мен ұнатқанның бәрін сатып алсам, күн көретін ештеңем қалмас еді ;) Макс: Мен де солай, бірақ басқа санат болуы мүмкін ;) Пейтон: Ха-ха Макс: Сонымен, сіз әдетте не сатып аласыз? Пейтон: Менің қарсы тұруым керек екі нәрсе бар! Макс: Қайсысы? Пейтон: Киімдер, ;) Макс: Дұрыс. Ал екіншісі? Пейтон: Кітаптар. Мен кітап оқуды қатты жақсы көремін! Макс: 8-сынып! Қандай кітаптарды оқисың? Пейтон: Қолыма түскеннің бәрін :) Макс: Апай? Пейтон: Иә :)","Пейтон Максқа киім сататын веб-сайттар ұсынады. Пейтон киімдерді қарап шығуды және киіп көруді ұнатады, бірақ міндетті түрде сатып алуды емес. Пейтон әдетте киім мен кітаптарды сатып алады, себебі ол кітап оқуды жақсы көреді."
"13812250","Пэт: Сәлем, бұл Пэт. Менің сәл кідірісім бар, бірнеше сағат, сондықтан кешке, шамамен сағат 9-да келемін. Мәселе емес деп үміттенемін... Барт: Сәлем, жоқ, мүлдем жоқ :) сен пойызға мінбедің бе? Пэт: хе-хе, жоқ. Бүгін жұмыстан бос деп ойладым, бірақ тағы бір жобамды аяқтауым керек. Сондықтан ертең таңертең барамын. Өзгерістер үшін кешірім сұраймын, өзім де таң қалып отырмын. Барт: ха-ха-ха, кішкене өкініш. Сен мұнда өзің жете аласың ба? Пэт: иә, бәрі жақсы. Не ұсынар едің? Егер келіп есікті ашсаң, керемет болар еді, бірақ мен қаланы аралап жүре аламын. Барт: әрине, мен оны сен үшін ашамын. Мен таңертең үйден жұмыс істей аламын. Ешқандай мәселе жоқ. Сонымен, ертең кездесеміз бе? Пэт: Үлкен рахмет! ха-ха Барт: Сен суретшісің бе? Пэт: Мен ақыры сол пойызға мінемін деп үміттенемін. Жоқ. Барт: Мен сені солай ойладым. Пэт: бұл жоба сахналық жоба :) Барт: Аа, жарайды, бәрін ертең айтасың :)) Пэт: Жарайды,, кейінірек","Пэт кешкі сағат 9 шамасында келеді. Барт есікті ашып, таңертең үйден жұмыс істейді."
"13820473","Лео: Мынаны қараңыз Лео: <file_video> Чарли: Немеееееее Оливер: Құдай-ау Оливер: Бұл не?? Лео: Әзіл сияқты Лео: Бірақ шын мәнінде білмеймін xD Оливер: 03:24 Оливер: Не дегенмен Лео: Ха-ха-ха, менің сүйіктім Лео: Сол кездейсоқ нәрселерден Оливер: Кейде адамдар соншалықты оғаш болады Лео: Саған ұнайтынын білдім xD Чарли: Жарайды, менде аралас сезімдер бар :D:D Лео: Ха-ха-ха, 05:24 дейін күте тұр Чарли: Құдайым-ау, мен үшін тым көп Чарли: Менің көздерім!! Лео: Ха-ха-ха-ха Лео: xDDDDDDD"," Лео, Чарли және Оливер таңқаларлық әзіл-қалжыңы бар бейнежазба көріп отыр. Чарлидің сезімдері екіұшты. Лео мен Оливер бейнежазбаның таңқаларлықтығынан, әсіресе 3:24 және 5:24 сәттерінен қатты ләззат алады."
"13862593"," Стив: Жаңа Dream Theater альбомын 5 минут бұрын сатып алдым. Жақсы болады деп үміттенемін. Роб: Менің үстелімде тұр, бірінші тыңдауға дайын. Стив: Жарайды, мен бұл туралы не ойлайтынымды кейінірек айтамын. Роб: Мен де солаймын. Кейінірек көріскенше!","Стив пен Роб тыңдап болғаннан кейін жаңа Dream Theater альбомы туралы әңгімелеседі."
"13728313","Ким: Ей, тыңдашы, Варшавада жаңа піскен рамал балығын қайдан алуға болатынын білесің бе? Марго: Сәлем, мен «жаңа» дегенді білмеймін, бірақ Полна көшесіндегі базардан көріп көруге болады. Марго: Одан басқа, менде ешқандай түсінік жоқ... Ким: Полнаны жеп көрдім :( Марго: А! Марго: Хм... Марго: Варшавадағы балық базарын интернеттен іздедіңіз бе? Ким: Иә, жоқ. Ким: Немесе мен таппадым. Марго: Мейрамханалардың мәзірін қарап шығуға болады. Егер сіз оны сол жерден тапсаңыз, олардың көзі туралы сұрай аласыз. Марго: Дегенмен, олар сізге мұндай ақпарат беруге дайын ба, жоқ па, білмеймін. Бірақ сіз әрқашан көріңіз.. Ким: Керемет идея, мен бұл туралы ойланбаппын! Рақмет! Ким: Мен тырысамын. Өйткені, жоғалтатын ештеңем жоқ. Марго: Айтпақшы, сіз оны пісіргіңіз келетін ерекше жағдай бар ма? Ким: Иә! Шын мәнінде, мен оны грильде пісіремін ;) Ким: Және бұл тосынсый, сондықтан мен ешқандай мәліметтерді айтпаймын! Марго: Мен қатты қызығып тұрмын! Марго: Мен оның жақсы екенін түсіндім, сондықтан мен сен үшін қуаныштымын, қыз :) Ким: Шынымен де, жақсы. Бірақ енді менен ешқандай ақпарат алмайсың. Ким: Бәрі жақсы болады :) Марго: Қатыгезсің! Сол балықты тап!!! ;) Ким: :D","Ким Варшавада жаңа балық алуы керек. Ким мейрамханалардан олардың қайдан келетіні туралы сұрайды. Ким ерекше бірдеңе жоспарлап отыр, бірақ әзірге Маргомен ешқандай мәлімет бөліспейді."
"13811007"," Джейк: Холли, сен бүгін кешке келесің бе? Холли: шынымды айтсам, өзімді жақсы сезінбеймін. Холли: Тұмау жұқтырған сияқтымын. Джейк: ой, жоқ, бәрінің осында болатынына қатты қуандым. Холли: Білемін, кешір. Холли: бірақ мен өзімді жаман сезініп тұрмын..","Холли өзін жақсы сезінбейді, сондықтан ол бүгін кешке Джейктің үйіне келмейді."
"13716964","Бенджамин: Сәлем достар, бүгін кілттермен не істейміз? Хилари: Мен оларды алдым. Кім қаласа, түскі ас кезінде немесе Эллиоттан кейін кездесе алады: Мен жақсымын. Біз кешке сусын ішу үшін кездесеміз және бірге пәтерге қайтамыз деп ойлаймын? Хилари: Иә, солай деп ойлаймын Дэниел: Мен Хиларимен біргемін және оны күннің қалған бөлігінде жібермеймін, сондықтан сіздер таңдаған кез келген нұсқа маған жақсы Бенджамин: Хмм, мен түскі ас кезінде өтіп, кілттерді алып, ұйықтап алуым мүмкін. Кешеден кейін қатты шаршадым Хилари: Жақсы естіледі. Біз француздармен түскі ас ішеміз (отаршылдық Мексикадағы тамақ тарихымен айналысатындар - мен сенің басыңды шайқап жатқаныңды көріп тұрмын) Бенджамин: УРА 🙊 Қайда және қайда кездесіп жатырсыңдар? Хилари: Мен олармен сағат 14:00-де конференц-залдың кіреберісінде кездесемін, содан кейін La Cantina деп аталатын жерге барамыз. Итальян тағамдары, бұл өте күлкілі, бірақ олар соны таңдады Бенджамин: Қызық 😱 Шынымды айтсам, Хилари, ойымды өзгерткім келеді. Ұйықтап алғым келсе, қымбатты Хилариге қымбатқа түсуім мүмкін: Ой, қойшы 😂 Бенджамин: Ұйықтар жолындағы осы қорқынышты кедергілердің бәрі маған көп шығын әкелуі мүмкін Хилари: Біз олардың зерттеу тақырыбы туралы сөйлеспеуге тырысамыз. Ой, тоқтаңыз, жоқ, мен олармен кездесіп отырмын, себебі мен олардың зерттеулері туралы әңгімелескім келді lol Эллиот: 🙉 Хилари: Бізге қосылыңыз, біз көңіл көтереміз. Содан кейін сіз кілттерді алып, ең лайықты ұйықтайсыз Эллиот: Жоспар сияқты 😂 Хилари: 😎 Эллиот: 2-де кездескенше xx","Пәтердің кілттері Хилариде. Бенджамин оларды алып, ұйықтап алғысы келеді. Хилари La Cantina-да француздармен түскі ас ішіп отыр. Хилари оларды сағат 14:00-де конференц-залдың кіреберісінде қарсы алады. Бенджамин мен Эллиот оларға қосылуы мүмкін. Олар кешке сусын ішу үшін кездеседі."
