идентификатор, диалог, қысқаша мазмұны
 13829029,"Марта: Джейдің патологиялық өтірікші екеніне ант етемін!!!!!! Роуз: неге олай дейсің? Марта: ол осынша ақшасы бар екенін және бүкіл әлемді аралап жүргенін айта береді Роуз: лол, иә, ол тек соны айтады Марта: мен оның қаланың шетіндегі студиялық пәтерде тұратынын жаңа ғана білдім!!!!!!! :-("," Рэнди қала маңындағы студиялық пәтерде тұратындықтан, бай екені және әлемді аралап жүргені туралы өтірік айтып келеді."
 13821323,"Телли: Жаңа жылда не істеп жүрсіңдер? Чак: Біз әлі нақты білмейміз. Меніңше. Элли? Элли: Білмеймін... Телли: Мен Люктің кешіне баруды ойлап жүр едім, бірақ біраз тартынып тұрмын Элли: иә, мен де. Люкті қаншалықты жақсы көрсем де, оның пәтері кеш өткізуге аса қолайлы емес. Чак: Бернидің үйінде де кеш бар <file_other> Телли: керемет, мені шақырған жоқ :P Чак: Бернидің қалай екенін білесің, оның барлық кештері ашық, сипаттамада да солай жазылған Телли: керемет, керемет Элли: Біз The Spot туралы да ойлап жүрдік - оларда Жаңа жылдық кеш өтіп жатыр, бірақ тез тіркелу керек Телли: fb іс-шарасы бар ма? Элли: <file_other> Телли: Керемет, мен тексеріп көрейін. Шешім қабылдаған кезде маған хабарлаңыз, маған да көмектесуі мүмкін ;) Чак: түсіндің"," Телли, Чак және Элли қатысатын Жаңа жылдық кеш туралы әңгімелеседі."
 13864448,Карен: Мен өттім!!!!! Саймон: Ууууууууу!!!!! Тим: Құттықтаймыз!!! Патти: Бізде жаңа тағайындалған жүргізуші бар сияқты :D, Карен жүргізуші куәлігі бойынша емтиханнан өтті.
 13681047," Gill: маған жаңа қабыршақтанған Bunny керек: неге? Gill: бұл онша жақсы емес Gill: оның тек кішкентай тұқымдары бар Gill: және маған көбірек күш керек Bunny: өзіңіз қабыршақтанғанды жасай аласыз Gill: қалай? Bunny: сізде нағыз кофе бар ма? Gill: мен солай ойлаймын Bunny: сондықтан оны жасаңыз Bunny: ішіңіз Bunny: демалыңыз Bunny: содан кейін тұқымдарды алып, май құйыңыз Bunny: және денеңізді сүртіңіз :) Gill: керемет рақмет :)", Гиллдің қазіргі қабығындағы бөлшектер тым кішкентай. Ол ұнтақталған кофеден өзі қабығын жасап көреді.
 13821669," Райан: Баршаңызға Рождество мерекесі құтты болсын! Ник: Рождество мерекесі құтты болсын! Крис: Рождество мерекесі құтты болсын! Крис: Айтпақшы, қайдасыңдар? Райан: Манчестердегі туыстарыңызға қонаққа бара жатырмын Райан: ақ апат болды хахаха Крис: Біз Эннмен үйде қалдық, алғаш рет жалғыз қалдық! Крис: және маған әзірге қатты ұнады",Райан Рождество мерекесіне Манчестердегі отбасына қонаққа барады. Крис үйде Эннмен бірге қалды.
 13862513," Оливер: Достым, науқан қалай өтіп жатыр? Брюс: Бәрі жақсы, қазір бізде шамамен 200 демеуші бар. Оливер: Жақсы! Біз 5000 долларға жеттік пе? Брюс: Иә, біз 6000... 6132 доллардан сәл асып кеттік. Оливер: Краудфандинг - бұл жол!"," Брюс Оливерге науқанның сәтті өткенін хабарлайды. Олар осы уақытқа дейін шамамен 200 демеуші жинап, 6123 доллар краудфандинг жасады."
 13809909, Лиам: сені сағат 8-де алып кетеді Лиам: дайын бол Кейн: керемет жігіт Лиам: тек кешікпеші, Лиам Кейнді сегіз жасында қабылдайды.
 13829083,"Кейт: Мен жаңа ғана Криспен ұрысып қалдым :/ Мэри: Ой, жоқ, тағы да емес Кейт: Мен бастаған емеспін. Неліктен ол кейбір нәрселерді айтады, білмеймін, әдейі істеп жатқан сияқты. Мэри: Бұл жолы не болды? Кейт: Әдеттегідей. Шынымен де, ол менің не ойлайтынымды біледі, мен де оның не ойлайтынын білемін, сондықтан кейбір нәрселерді қозғамаймын. Мен дауласпағым келмейді, бірақ егер бұл қайталана берсе, мен онымен сөйлесудің мәнін көрмеймін. Кейт: Мен онымен сөйлескен сайын ашуланамын. Мэри: Иә, мен оның неге олай істей беретінін түсінбеймін. Ол не деді? Кейт: Мен бұған қайта-қайта ашуланғым келмейді, бірақ бұл әдеттегідей. Ол босқындар туралы бағдарлама көріп, бұл туралы ашуланды. Мэри: құдайым-ай, Кейт: солай ма?! Мен неге онымен әлі сөйлесіп жүргенімді білмеймін. Мен оған ақыл айтуға тырыстым, бірақ сәтсіз Мэри: Сен оған не айттың? Кейт: Мен оған әдетте айтатын нәрсе. Ол бір кездері иммигрант болған, шетелде жұмыс істеп жүрген, мен оған барлық деректер мен зерттеулерді, статистиканы, бәрін жібердім. Мэри: Қорқамын, Крис бұған тым ақымақ болуы мүмкін Кейт: Пффф, ол ештеңе оқымаған шығар. Ол тек ұлтшылдарды, Трампты және барлық ақымақтарды бақылап, бір рет ойланудың орнына теледидардан олардың айтқандарының бәрін тыңдайды Мэри: Білемін, шынымды айтсам, мен онымен сөйлескенде мұндай тақырыптардан аулақ боламын Кейт: Иә, мен де тырысамын, бірақ көріп отырғаныңыздай, ол өзін тоқтата алмайды Кейт: Мен оның біздің досымыз екенін білемін және біз жиі сыртқа шығамыз, бірақ мен енді мұны істей алатыныма сенімді емеспін, мен мексикалық балалардың жағдайы нашар және оларды АҚШ-тан аулақ ұстау керек деп ойлайтын адаммен дос болғым келмейді Мэри: О, құдайым-ай, ол солай деді ме? Кейт: Иә :/ Мэри: Құдайым-ай, мен оның күшті көзқарастары бар екенін білдім, бірақ осындай нәрсе айту? Бұл тым артық. Кейт: Сен маған мұны айтып тұрсың. Менің ойымша, біз мұны, айталық, достықты қайта қарастыруымыз керек, себебі егер әрбір әңгіме осындай нәрсеге әкелетін болса, мен онымен байланыста болғым келмейді, Мэри: Таңқаларлық емес.",Кейт Криспен босқындар туралы ұрысып қалды. Ол АҚШ оларды қабылдамауы керек деп ойлайды. Кейт пен Мэри бұл пікірмен бөліспейді. Олар достықтары туралы екі ойда.
 13830135, Селин: <файл_сурет> Миа: қайдасың? Селин: Біз коньки тебеміз. Миа: Марк коньки тебуді біледі ме? Селин: Жоқ. Селин: Бұл оның бірінші рет тебуі. Селин: Соның арқасында біз мұнда көп көңіл көтереміз. Миа: Мен сенімен бірге болғым келеді.," Селин мен Марк коньки тебуге шықты, бұл Марк үшін бірінші рет."
 13611567,"Сара: Пасха мерекесіне үйге қайтып барасың ба? Лиа: Әлі сенімді емессің бе? Сара: Мен барамын. Лиа: Білмеймін. Отбасым менің баруымды қалайды, бірақ билеттер өте қымбат, ал менің жұмысым көп. Сара: Білемін. Мен де солай. Кеше билеттерімді сатып алдым. Лиа: Қанша төледің? Сара: 500 фунт. Лиа: Қымбат. Сара: Не істеу керек... Лиа: Қараймын, мүмкін отбасым маған көмектесер. Демалыстарды олармен бірге өткізу керемет болар еді. Сара: Биыл біз шөл далаға барамыз. Бүкіл отбасы үлкен шатырда ұйықтайды. Лиа: Керемет. Өткен жылы біз Негевке бардық. Сара: Шынымен бе? Биыл біз сол жерге барамыз. Лиа: Бұл керемет. Сізге ұнайды! Сара: :D Лиа: Мен де барғым келеді... Сара: Пасха - менің сүйікті мерекем. Лиа: Менікі де. Кейінірек анаммен сөйлесемін. Көреміз. Қашан ұшасыз? Сара: 28-і күні. Лия: Тамаша.","Сара Пасха мерекесіне үйіне қайту үшін 500 фунт төледі. Сара бүкіл отбасымен шөл далаға барады. Лиа өткен жылы Негевке барды. Пасха - Лианың да, Сараның да сүйікті мерекесі. Лиа билеттер туралы анасымен сөйлеседі. Сара 28-і күні ұшады."
 13731477," Джин: Мен жіберген посылканы алдың ба, Джек: Жоқ, қашан жібердің? Джин: жұма күні Джек: ой, мен оны қазір алуым керек еді Джек: маған бақылау нөмірін жіберші, не болғанын тексеріп көрейін Джин: 12345678900", Джек жұма күні Джин жіберген сәлемдемені әлі алған жоқ. Ол оған жөнелтілім күйін тексеру үшін бақылау нөмірін жіберді.
 13829744," Миранда: Сәлем С, ертеңгі кездесуді болдырмауға бола ма? Стефани: тағы да? не болды? Миранда: Мен жұмыс істеуім керек :( Стефани: сен күніне 20 сағат жұмыс істейсің! Миранда: жас дәрігерлер осылай істейді Стефани: олар өздерін жұмыс істеп өлтіреді Миранда: жоқ, олар өлімге жақын келеді, бірақ аман қалады және бұл оларды өлмейтін етеді Стефани: егер сізде түсініктеме болса :D","Миранда жұмыста болғандықтан, Стефанимен кездесуге бара алмайды."
 13818932," Клара: Қайдан түсеміз? Блейк: fabro-ficule деп аталатын жер Дженни: шынымен де қоқыс шұңқыры болуы керек Блейк: бұл шынымен де аздап Клара: хахаха Дженни: бізді сол жерде күтесің бе? Блейк: күтемін, платформада Блейк: әрине, тек бір платформа бар ;)", Блейк Клара мен Дженниді керемет платформада күтіп отыратын болады.
 13612134,"Реймонд: Шарлотта! Көмектесіңіз! Шарлотта: Қалайсыз, достым?? Реймонд: Мен не жегім келеді, пицца ма, әлде макарон ба? Шарлотта: Хмм.. Қандай пицца және қандай макарон? Реймонд: Мен кәдімгі ірімшік пен пепперони пиццасын жеймін, песто пенне жеу туралы ойладым. Шарлотта: Ой, екеуі де жақсы естіледі. Реймонд: Бұл пайдалы емес. Шарлотта: Пиццаны жеңіз! Реймонд: Бірақ макарон өте дәмді естіледі. Шарлотта: Онда макарон ақымақтық. Реймонд: Бірақ пицца да дәмді естіледі. Шарлотта: Құдайым-ау, Реймонд, шешім қабылдаңыз. Реймонд: Мен істей алмаймын! Көмектесіңізші. Шарлотта: Неге екеуін де жемеске? Реймонд: Бұл ақылға сыймайды, жоқ па? Шарлотта: Қалай дейсіз. Мен келемін, бізде екеуі де бар! Реймонд: Бұл жұмыс істей алады. Осылайша мен жегім келетін екі нәрсенің бірдей мөлшерін жеймін. Шарлотта: Жарайды, мен 10 минуттан кейін барамын. Жақсы естіледі ме? Реймонд: Әрине. О, шарап әкеліңіз! Шарлотта: Иә, мырза. 15-тен кейін көріскенше.",Раймонд пицца немесе макарон жегісі келетінін шеше алмай тұр. Ол Шарлоттаны сағат 15-те кешкі асқа шақырады.
 13682409,"Зак: Достым, сен Нью-Джерси Шор маусымын көрдің бе? Дуэйн: Жаңа маусым шығатынын да білмеппін xD Зак: А-а-а, таңқаларлық емес. Бірақ иә, мен бірнеше эпизодты көрдім, ол өте күлкілі болды. Дуэйн: Бұл бастапқы құрам ба? Зак: Иә. Снуки, Дж-Вау, Паули Д, Рон, The Situation, Дина және Винни. Дуэйн: The Situation-да заңдық мәселелер туындап жатқанын естідім.. Зак: Иә, және ол әлі де солай. Дуэйн: Ол неге шоуды жүргізіп жатыр? Зак: Білмеймін, бірақ ол қазір шынымен басқаша. Дуэйн: Мен бұған күмәнданамын xD Зак: Жоқ, достым, ол шынымен де өте күлкілі және жақсы жігіт. Дуэйн: Қарғыс атсын, мен оны көруім керек сияқты, бұл қызықты естіледі а-а-а Зак: Көріңіз! 2-маусым жақындап қалды, сондықтан бірінші маусымды аяқтағаннан кейін тағы бірнеше эпизодты көреміз. Дуэйн: Жарайды. Мен көре бастаймын, кейін не ойлайтынымды айтамын :p Зак: ахахах, солай істе!","Дуэйн Зактың кеңесі бойынша ""Джерси Шор"" сериалының жаңа маусымын көреді. Жаңа маусымның алғашқы эпизодтары өте күлкілі. 2-маусым жақында шығады."
 13729103," Уилл: Мен сұрақтарды жек көремін. Уилл: Мен пошта бөлімшесінің өзінен де ұзын кезекте тұрмын. Уилл: XXI ғасырда хат жіберу үшін. Уилл: Крис: Өмір сүру қандай керемет уақыт :D Крис: Кезектер үлкен қалада тұратын кез келген адамның күнделікті өмірінің бөлігі. Крис: Онда ерекше ештеңе жоқ, бірақ келесі жолы дәстүрлі хат жіберуді шешкенде екі рет ойланасыз деп үміттенемін. Уилл: Менің XXI ғасырдағы пікірім туралы ең жақсы ой - кезек толығымен банк шоты жоқ және шоттарын пошта бөлімшесі арқылы қолма-қол ақшамен төлейтін қарт адамдардан тұрады. Уилл: Қажет болған кезде цифрландыру қайда? Крис: Ха-ха. Күте тұрыңыз.", Уилл поштада ұзақ кезекте тұруға мәжбүр болды. Крис мұны үлкен қаладағы өмірдің бір бөлігі деп санайды. Уилл мұның интернетті пайдаланбайтын қарт адамдардың кесірінен деп санайды.
13864578," Тоби: Жаңа клубта болдың ба? Николас: Қорқыт па? Тоби: иә, бұл Серена: уақытты босқа өткізу Элла: иә, үлкен көңілсіздік Серена: өткен демалыс күндері Элламен бірге сол жерге бардық Элла: өйткені оларда керемет жарнама науқаны болды Серена: сенбейсің Элла: бос еді Элла: ешкім жоқ Тоби: ой, шіркін Элла: иә, бұл дұрыс сөз Николас: оларға біраз уақыт керек шығар? Элла: мүмкін, бірақ мен қайтадан тәуекелге бармаймын"," Элла мен Серена өткен апта соңында Корк клубына барды. Клуб бос еді, оларға ол ұнамады."
 13818716,"Молли: жігіттер, қаңтарда Швецияға бір аптаға бару өте жаман идея деп ойлайсыңдар ма? Маргарет: біз жарты жыл бұрын арзан билеттер сатып алдық, енді тартынып отырмыз Питер: хаха, жоқ, бірақ тек қараңғы және суық болады Маргарет: жаңбырлы ма? Кай: мүмкін Кай: бірақ егер сіз Стокгольмде қалсаңыз, әрқашан жақсы нәрселер бар Кай: мұражайлар, барлар және т.б. Кай: табиғат онша емес Кай: Стокгольм маңында шынымен де таңғажайып Маргарет: иә, бірақ қазір қаңтар айы, табиғаттан ләззат алу үшін Аргентинаға бару керек Кай: дәл Питер: Васа мұражайына барыңыз, бұл өте қызықты Молли: барамыз:) рахмет ;) Питер: ләззат алыңыз!"," Молли мен Маргарет қаңтарда Швецияға барады. Кай мен Питер оларға Стокгольмде қалып, Васа мұражайына баруға кеңес береді."
 13814235,"Аврил: Сәлем! Аврил: Демалыс күндеріне жоспарларыңыз бар ма? Фрэнк: Сәлеметсіз бе, жоқ, жоспарламаймын. Фрэнк: Менің істейтін істерім бар, бірақ ерекше ештеңем жоқ. Аврил: Саңырауқұлақ теруді ұнатасыз ба? Фрэнк: Шынымен бе? Аврил: :D :D :D Аврил: Әрине жоқ! ^^ Аврил: Бірақ мен ат жарысын көремін. Сіз келе жатырсыз ба? Фрэнк: Енді, сіз сөйлейсіз! Фрэнк: Әрине, мен сенімен барамын!", Фрэнк демалыс күндері өтетін жарыстарға Аврилмен бірге қосылады.
 13728495,"Мел: Сәлем, Адам мультиспортқа бара ма, Зандер шынымен осы аптада барғысы келеді. Майр: Адам баруға қынжылып тұр, бірақ егер Зандер баратын болса, ол сәл құлшыныс танытуы мүмкін. Осы аптада оларды алып баруымды қалайсыз ба? Мел: Барар ма едіңіз? Үй мүлдем қора сияқты. Бұл аптада жұмыс көп болды, сатылым алдындағы жұмыстар және тағы басқалар! Майр: Иә, есімде. Әрине, бұл жерден, ұрысу мен қорлаудан арылғаныма қуаныштымын! Мел: Иә, сенің бөліміңде жаман кішкентай топ болды. Көпшілігі кетті, Құдайға шүкір! Мен оны сағат 10:30-да алып келемін, жарай ма? Мен бұған ризамын! Майр: Не үшін достар! Ертең кездескенше!", Адам спортзалға баруға шағымданып жатыр. Майр осы аптада Адам мен Зандерді спортзалға апарады. Мел Зандерді сағат 10 жарымда Майрға алып келеді.
 13864890,"Итан: жарайды, мен қайтып келдім Дастин: <file_gif> Рей: сәлем. Кездесу қалай өтті? Итан: құдай-ау, Дастин: <file_gif> Итан: кешеден кейін денем ауырып тұр. Итан: <file_gif> Рей: тағы да? спортзалға қаншалықты жиі барасың?;D Итан: ой, білесің бе. Мен әдетте күнара тырысамын. Итан: бірақ бұл аптада күн сайын жаттығамын. Дастин: неееее Рей: сен ессізсің. Итан: кейбір жігіттер күн сайын барады, бірақ олар тұрады. Дастин: иә, дұрыс. Аптасына екі рет барсам, өзіммен мақтанамын. ;D Рей: дәл солай! Итан: ауырсыну жоқ, пайда жоқ. Дастин: демек, бүгін кешке жаттығасың ба? Немесе Дастин: <file_gif> Дастин: ? :D Рей: бәрі жақсы :D енді сен сөйлеп тұрсың;D Итан: Мен... Итан: бірақ білесің бе... Рей: кешкі 8-де менің орнымда ма? Дастин: тамаша Итан: кешкі 9-да қалай? Балаларды алып кетуім керек. Рей: Жарайды, күтеміз. Дастин: күтеміз. Сиқырлы дәрі келетініне сенімді емеспін. xD Итан: Жарайды, мен оларды алып кету үшін Сэмге хабарлама жазамын. ;D Итан: сағат 8-де кездескенше. Рей: <file_gif>",Итан кеше спортзалда болды. Осы аптада ол күн сайын жаттығып жүр. Итан мен Дастин кешкі сағат 8-де Рейдің үйіне келеді.
 13813695," Диана: Соңғы әңгімемізді есіңе түсірші? Диана: Мен хип-хоп шеберлік сабағына барамын және сен туралы ойладым. Диана: Менімен бірге барғың келе ме? Фрэнн: Білмеймін. Ашық деңгейдегі немесе бастауыш деңгейдегі сабақ бар ма? Фрэнн: Мен хип-хоп билемегеніме бірнеше жыл болды! :O Диана: Бар. Фрэнн: Жарайды, бара аламын. Қашан және қайда: Диана: <file_other> Диана: Төменгі жағында толтыруға арналған форма бар. Фрэнн: Жарайды, түсіндім. Рақмет! Диана: Ештеңе етпейді :) Фрэнн: Бір аптадан кейін кездескенше! Диана: Иә, көріскенше! Сүйіспеншілік! Фрэнн: :*", Диана мен Фрэн бір аптадан кейін хип-хоп шеберлік сабағына барады.
 13730094,"Пэм: Ей, телефонымды жоғалтып алдым, егер бірдеңе керек болса, маған осында хабарлама жазыңыз Дот: Енді қалай?? Пэм: Мен дүкенге бардым, төлем жасап жатқанда телефонымды кассада қалдырып кеткен шығармын Дот: Тапқандарын тексеру үшін қайтып келдіңіз бе? Пэм: Мен барған әрбір дүкенмен сөйлестім, бірақ ештеңе болған жоқ :( Дот: Бұл iPhone еді ғой, солай ма? Пэм: Иә, менде оны жарты жыл ғана болды Дот: Бірақ экранда бірдеңені көрсетуге болатын опция бар Пэм: Қалай? Дот: Apple аккаунтыңызға кіру керек, нұсқаулық бар Пэм: Керемет!! Мен оны тексеруім керек Дот: Сіз сыйақы уәде етіп, біреудің телефон нөмірін жариялай аласыз Пэм: Мен мұны істеймін!! Рақмет!! Дот: Сіз оны табасыз деп үміттенемін :*", Пэм дүкен аралап жүргенде телефонын ұмытып кеткен болуы мүмкін. Дот оны қайтарып алудың жолы бар екенін айтады.
 13820513,"Родни: Кампуста бір жігітті ұрып-соғып, тонағанын естідің бе? Труман: Ой, ол жақсы ма? Росс: Олар мұны кім істегенін біле ме? Родни: Олар ресми мәлімдеме жасайды. Газетте мақала да жарияланады. Менің білуімше, шабуылдаушы бетперде киген. Труман: Ал ұрып-соғылған жігіт туралы не деуге болады? Родни: Ол ауруханада, бірақ бәрі жақсы болатын сияқты. Росс: Студент деп ойлайсың ба? Родни: Бұл жігіттердің не істей алатынын кім біледі. Росс: Олар мұны тек көңіл көтеру үшін жасай алар еді. Труман: Екінші жағынан, кампусқа байқалмай кіру оңай Росс: Камералар бар. Труман: Егер бетперде киген болсаңыз, бәрібір. Сол күзетшілердің қалай екенін білесің Родни: Олар ештеңе істемейді Росс: Рас, Труман: Олар жігітті тезірек ұстайды деп үміттенемін","Кампуста бір адам ұрып-соғып, тоналып, ауруханаға жатқызылды. Шабуылдаушы маска киген. Ресми мәлімдеме газет мақаласымен бірге жарияланады. Труман мен Родни айналада камералар болғанымен, кампус қауіпсіздігі нашар деп санайды."
 13611884-1,"Натан: Сәлем, жаным, ертеңге жоспарларымыз қандай? Дебора: Мен бүгін бәрін жинауымыз керек деп ойлап жүрмін, ертең уақытымыз болмайды Натан: Шынымды айтсам, мен заттарымды жатын бөлмесінде жинай бастадым, сонымен қатар қыздарға да жинай бастауды айттым Дебора: Егер Софи жалғызмүйізді алып кеткісі келсе, көлікте көп орын болмайды XD Натан: Жоқ, мен оған бірнеше күнде онсыз жақсы болатынын түсіндірдім, бұл жұмыс істеді деп үміттенемін :D Дебора: Біз қыздарға етік пен жылы күртешелер алуымыз керек, ата-анам оларды орманға саяхатқа апарамыз деп уәде берген Натан: Есімде, Люси бұған қатты қуанды. Біз велосипедпен жүреміз бе? Дебора: Иә, отбасының қалған мүшелері жаяу серуендеп жүргенде, біз жалғыз уақыт өткізе аламыз деп ойламайсың ба? XD Натан: Енді сен сөйлеп тұрсың! Біз өткен жылы болған осы әдемі жартасқа саяхаттай аламыз! Дебора: Неге болмасқа, бұл керемет идея! :* Натан: Ертең жұмыстан кейін тіс дәрігеріне барамын, сен қыздарды мектептен алып кетуге барасың... Дебора: Иә, сосын үйде кездесеміз, тез тамақтанамыз (сен, бәлкім, болмайтын шығарсың, хаха!) Натан: Рақмет, жаным, маған мұны еске салғаның үшін үлкен рахмет! Қыздар, тез тамақтанғаннан кейін, біз кеттік! Дебора: Құдай-ау, мен жол ауруына арналған сиропты сатып алуды ұмытып кетіппін. Бүгін уақытыңыз бола ма? Натан: Иә, мүмкін :) Мен жұмыстан келе жатып жасаймын Дебора: Керемет! Кешке кездескенше? Натан: Егер ештеңе болмаса, мен сағат 6-лар шамасында үйде болуым керек Дебора: Кешкі ас сені пеште күтіп тұрады, сау бол :*","Дебора мен Натан ертең уақыттары болмайтындықтан, бүгін жиналуды бастайды. Дебораның ата-анасы қыздарды орманға апаруы үшін оларға жылы киімдер керек. Дебора мен Натан жалғыз уақыт өткізгісі келеді. Олар кетер алдында тез тамақтанып алады. Натан үйде шамамен сағат 6-да болады."
 13717092,"Каспер: Нобель сыйлығының иегерлері, ертеңгі Линда мырзамен бірге өтетін сабақтарға барасыңдар ма? Александр: Хмм... Александр: Болу немесе болмау, міне, сұрақ! Александр: Бірақ Линдамен өткен соңғы дәрісімді еске түсірсем, менің жауабым ЖОҚ дегенге көшумен бірдей. Игорь: Әмин, Алекс! Игорь: Өткен жолы мен өзіммен-өзім ынталанып, күш-қуатқа толы болып келдім, тіпті дәріске басымдық бере аламын деп ойладым. Игорь: Мен екінші қатарда отырдым, зейін қойдым, тіпті бірнеше жазбалар жазып, екі сұрақ қойдым. Игорь: Бірнеше минуттан кейін Льюис мені түртіп, қорылдауды тоқтатуды айтты... Каспер: Аахахаха Каспер: Рас, мен мұны көрдім! Александр: Менің ойымша, тақырыптардың өзі зеріктіретін емес, оның дауысы болуы керек. Александр: Айтайын дегенім, ол соншалықты біркелкі және гипнозды. Біраз... ұйықтатып жатыр. Игорь: Иә, бұл жігіт лекторлардың арасындағы Дэвид Копперфилдке ұқсайды. Александр: Ха-ха Дэвид Копперфилд :D Александр: Енді оны солай атайық! Ол тіпті сиқыршыға ұқсайды :D Каспер: Бұл керемет лақап ат, маған ұнайды Каспер: Бірақ егер мен сиқыршыны көргім келсе, циркке барғанды жөн көрер едім Игорь: Сонымен... Біздің талқылауымыздың жалпы тонына қарағанда, шешім қазірдің өзінде қабылданған сияқты. Игорь: Дұрыс айтасыз ба, мырзалар? Каспер: Шын мәнінде, сіздердің пікірлеріңіз, менің құрметті достарым, сол жерге барып, уақытты босқа өткізудің мағынасы жоқ деген сенімімді растады. Александр: Ештеңе етпейді! Александр: Игорьдің соңғы тәжірибесінен сабақ ала отырып, мен оның орнына басқа жерге баруымыз керек деп ойлаймын. Александр: Мен қорылдап, ұялғым келмейді :D Каспер: Керемет, біз бірауыздан шешімге келдік. Игорь: Сонымен, қайда барамыз? Каспер: Университеттің жанында кездесейік, бірдеңе шешеміз. Игорь: Келісемін. Александр: Жарайды!","Александрға Линда мырзаның дауысы бірсарынды болып көрінеді. Игорь дәріс кезінде ұйықтап қалды. Каспер мұны уақытты босқа өткізу деп санайды. Олар университеттің жанында кездесіп, басқа жерге барады."
 13682134," Хавьер: О, сен мұнда ағылшын тілінде сөйлейтін қызметкерлері бар татуировка салондарын білесің бе? Джуди: О, Варшава сиясы бар Хавьер: атауы әдемі естіледі... сен сол жерде татуировка жасаттың ба? Джуди: жоқ, бірақ менің жігітімде бар Хавьер: суреті бар ма? Джуди: <файл_фото> Хавьер: керемет көрінеді Хавьер: ол қанша төледі? Джуди: бұл 1000 болды Хавьер: құдай-ау Хавьер: онда Колумбияға қайта татуировка жасатайын, рақмет"," Хавьер бастапқыда Warsaw Ink дүкенінде татуировка жасатқысы келген, бірақ бағасы тым қымбат болып шықты. Хавьер Колумбияда татуировка жасатуды шешті."
 13821554,"Сэм: Сіздерде өте жақсы қонақ үй бар екен, жігіттер 😊 Джессика: Рақмет Сэм 😊 Майкл: Рақмет, достым Сэм: Келесі айға қонақ үй бөлмеміз қалай дайындалды? Менеджер бізге ең жақсысын ұйымдастырады деп үміттенемін 😉 Майкл: дұрыс айтасыз, Сэм Майкл: 15 тамызда келесіз бе? Сэм: Иә! Біз қонақ үйде сағат 14:00 шамасында боламыз Джессика: Сіздерді қайта көргеніме өте қуаныштымын! Сэм: Мен де 😊", Сэм Джессика мен Майклға тиесілі қонақ үйді бағалайды. Сэм сол жерге 15 тамызда сағат 14:00 шамасында барады.
 13865301,"Марша: Балалар, біз кеше Джонмен сапарды уәде еткендей жоспарладық Синтия: керемет, рахмет Марша: әрине, сіздер келісуіңіз керек Мохаммад: әрине, бірақ мен сізге шынымен сенемін Гэвин: мен де Марша: өткен жолы шешкеніміздей, біз бір аптаны тек жағажайда өткіземіз Марша: біз бәріміз тыныш, жақсы жер іздедік, солай ма? Гэвин: иә!!! Марша: Джон Носи-Беде осы кішкентай қонақ үйді тапты Марша: <file_photo> Марша: және олардың веб-сайты: <file_other> Марша: веб-сайт өте қарапайым, бірақ бұл шын мәнінде жақсы белгі болуы мүмкін Гэвин: маған ұнайды! Синтия: бұл өте жақсы сияқты Марша: Мен білемін Марша: ол құрлықтағы қонақ үйлерге қарағанда қымбатырақ Марша: бірақ бұл Мадагаскардағы ең әдемі жер сияқты Мохаммад: сондықтан сол жерге барайық, ол әлі де Италияға қарағанда арзанырақ, мысалы Марша: дәл солай!"," Марша мен Джон сапарды жоспарлады. Олар Синтия, Мохаммад және Гэвинмен бірге жағажайда бір апта өткізеді. Олардың барлығы Нози-Бедегі қонақ үйде тұрады."
 13680993,"Аделина: Сәлем, сұлуым. Қайдан келесің? Киприен: Нені меңзеп тұрсың? Аделина: ""Не дегенің"" дегенің не? Бұл қарапайым сұрақ, қайдан келесің? Киприен: Мен Джарроуда дүниеге келдім, қазір Лондонда тұрамын, сондықтан мен сол жерлердің кез келгенінен келдім деп айтуға болады Киприен: Мен Лафборуода білім алдым, сондықтан белгілі бір мағынада мен сол жерден келдім. Аделина: Жарайды. Киприен: Басқа мағынада мен анамның қынабынан шыққанмын, бірақ бәрі солай айта алады деп айта аламын. Аделина: Амансың ба? Киприен: Басқа мағынада мен тыныс алатын ауадағы атомдардан немесе маған көптеген жерлерден келетін жейтін тағамнан шыққанмын, сондықтан мен тек ""Мен Жер планетасынан келдім"" деп айта аламын. Аделина: Жарайды, сау бол. Егер сен ақымақ болсаң... Киприен: Тоқта, жер тұрғындарына қарсы не істейсің?"," Киприен тым көп жауап беріп, Аделинаны ашуландырады."
 13680387,"Джоанна: Көйлегімдегі кофе дақтарын кетіруім керек Джоанна: Тиімді әдістерді білесіз бе? Этель: Бұл көйлектің түсі қандай? Джоанна: Ол экру және мата өте жұмсақ Этель: Мұндай жағдайда оны өзіңіз жөндеуді ұсынбаймын, себебі көйлекті бүлдіруіңіз мүмкін... Этель: Оны химиялық тазалауға қалдырған дұрыс Джоанна: Сіз дұрыс айтасыз, тек қол-аяғымнан айырылмайды деп үміттенемін... Этель: Jagiellonska 3-те арзан біреуі бар, олар менің сүйікті көйлегімдегі барлық дақтарды тазалады :) Джоанна: Жарайды, мен оны сынап көремін, рақмет Этель! :)", Джоанна көйлегіне дақ түсіріп алды. Этель оған Jagielonska 3 дүкеніндегі химиялық тазалауды ұсынады.
