question_id,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,choice_J,answer,answer_index,category,src,cot_content,split,instance,generated_options,option_a,option_b,option_c,option_d
4318,The flame test for barium involves placing a barium-containing compound in a Bunsen burner flame. The barium compound then decomposes to give barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?,White,Pink,Yellow,Red,Blue,Violet,Purple,Indigo,Orange,Green,J,9,chemistry,stemez-Chemistry,,test,question: The flame test for barium involves placing a barium-containing compound in a Bunsen burner flame. The barium compound then decomposes to give barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?,"A)
question: The flame test for barium entails placing a barium-bearing compound in a Bunsen burner flame. The barium compound then decomposes to yield barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?

B)
question: The flame assay for barium involves placing a barium-containing compound into a Bunsen burner flame. The barium compound then breaks down to produce barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?

C)
question: The flame test for barium consists of placing a barium-bearing compound into a Bunsen burner flame. The barium compound then decomposes to give barium atoms which sub-sequently experience an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?

D)
question: The flame test for barium requires putting a barium-containing compound in a Bunsen burner flame. The barium compound then decomposes to afford barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?",question: The flame test for barium entails placing a barium-bearing compound in a Bunsen burner flame. The barium compound then decomposes to yield barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?,question: The flame assay for barium involves placing a barium-containing compound into a Bunsen burner flame. The barium compound then breaks down to produce barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?,question: The flame test for barium consists of placing a barium-bearing compound into a Bunsen burner flame. The barium compound then decomposes to give barium atoms which sub-sequently experience an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?,question: The flame test for barium requires putting a barium-containing compound in a Bunsen burner flame. The barium compound then decomposes to afford barium atoms which sub-sequently undergo an electronic transition of energy 3.62 × 10^-12 erg. What color flame would this give rise to?
9344,"A spherical light bulb 2 inches in diameter is imaged by a steel ball bearing located 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the light bulb and what is its diameter?","0.1 inches in diameter, located at a distance of 0.49 in. beneath the surface of the ball bearing","0.1 inches in diameter, located at a distance of 10 inches away from the ball bearing","0.05 inches in diameter, located at a distance of 2 in. above the surface of the ball bearing","2 inches in diameter, located at the same position as the light bulb","0.05 inches in diameter, located at a distance of 1 in. beneath the surface of the ball bearing","0.1 inches in diameter, located at a distance of 1 in. above the surface of the ball bearing","1 inch in diameter, located at a distance of 20 inches away from the ball bearing","0.05 inches in diameter, located at a distance of 0.49 in. above the surface of the ball bearing","0.05 inches in diameter, located at a distance of 0.49 in. beneath the surface of the ball bearing","0.025 inches in diameter, located at a distance of 0.25 in. beneath the surface of the ball bearing",I,8,physics,stemez-Optics,,test,"question: A spherical light bulb 2 inches in diameter is imaged by a steel ball bearing located 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the light bulb and what is its diameter?","A)
question: A round lamp 2 inches in diameter is imaged by a steel sphere positioned 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?

B)
question: A spherical lightbulb 2 inches in diameter is imaged by a steel ball bearing situated 20 inches from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lightbulb and what is its diameter?

C)
question: A globular lamp 2 inches in diameter is imaged by a steel ball located 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?

D)
question: A spherical lamp 2 inches in diameter is formed by a steel ball bearing positioned 20 inches from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?","question: A round lamp 2 inches in diameter is imaged by a steel sphere positioned 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?","question: A spherical lightbulb 2 inches in diameter is imaged by a steel ball bearing situated 20 inches from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lightbulb and what is its diameter?","question: A globular lamp 2 inches in diameter is imaged by a steel ball located 20 inches away from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?","question: A spherical lamp 2 inches in diameter is formed by a steel ball bearing positioned 20 inches from the bulb. If the ball bearing is 1inch in diameter, where is the image of the lamp and what is its diameter?"
722,"A company manager found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.",250 < X < 850,100 < X < 700,350 < X < 900,0 < X < 600,300 < X < 900,150 < X < 750,200 < X < 800,X < 200,X > 800,400 < X < 1000,G,6,business,stemez-Business,,test,"question: A company manager found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.","A)
question: A business manager discovered that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.

B)
question: A firm manager found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.

C)
question: A company manager determined that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.

D)
question: A company overseer found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.","question: A business manager discovered that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.","question: A firm manager found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.","question: A company manager determined that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit.","question: A company overseer found that the company's revenue function is R = 90 \surd(2X) where X is the number of units made, and their cost function is C = 3X + 1200. Find the breakeven point, and how many units to produce (in terms of an in inequality) to make a profit."
9738,"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,is halved,becomes zero,greatly decreases,is quadrupled,is doubled,is unchanged,slightly decreases,decreases,J,9,physics,ori_mmlu-conceptual_physics,,test,"question: When small pieces of material are assembled into a larger piece, the combined surface area","A)
question: When tiny fragments of material are joined into a larger piece, the combined surface area

B)
question: When small bits of substance are assembled into a larger piece, the combined surface area

C)
question: When miniature particles of material are put together into a larger piece, the combined surface area

D)
question: When diminutive pieces of matter are combined into a larger piece, the combined surface area","question: When tiny fragments of material are joined into a larger piece, the combined surface area","question: When small bits of substance are assembled into a larger piece, the combined surface area","question: When miniature particles of material are put together into a larger piece, the combined surface area","question: When diminutive pieces of matter are combined into a larger piece, the combined surface area"
12174,"A flat key is used to prevent slipping of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","key thickness = 3/8 in., key width = 1/2 in., key length = 3.32 in.","key thickness = 1/4 in., key width = 3/8 in., key length = 6.0 in.","key thickness = 3/8 in., key width = 1/2 in., key length = 4.6 in.","key thickness = 1/2 in., key width = 1/4 in., key length = 4.0 in.","key thickness = 3/8 in., key width = 5/8 in., key length = 5.0 in.","key thickness = 5/8 in., key width = 3/8 in., key length = 3.32 in.","key thickness = 1/4 in., key width = 5/8 in., key length = 3.5 in.","key thickness = 1/2 in., key width = 1/2 in., key length = 4.6 in.","key thickness = 3/8 in., key width = 3/8 in., key length = 2.5 in.","key thickness = 1/2 in., key width = 3/8 in., key length = 4.6 in.",C,2,engineering,stemez-MachineDesign,,test,"question: A flat key is used to prevent slipping of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","A)
question: A planar key is employed to prevent slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.

B)
question: A rectangular key is used to avoid slipping of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.

C)
question: A plain key is employed to prevent slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.

D)
question: A parallel key is used to avoid slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","question: A planar key is employed to prevent slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","question: A rectangular key is used to avoid slipping of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","question: A plain key is employed to prevent slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.","question: A parallel key is used to avoid slippage of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi."
1337,"A young boy was one of the players on a little league baseball team. The boy's father hated the coach because he rarely gave his son any playing time. The boy was mostly a benchwarmer who played only an inning or two during the game. One night, the father hid behind some shrubbery in front of the coach's home. Armed with a baseball bat, the father intended to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father mistakenly believed that this man was the coach. The father jumped out of the bushes and hit the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is",guilty of battery of the coach and murder of the man.,"guilty of the murder of the man, but not guilty of any crime against the coach.",guilty of attempted battery of both the coach and the man.,guilty of attempted manslaughter of both the coach and the man.,guilty of attempted assault of the coach and the murder of the man.,guilty of attempted murder of both the coach and the man.,guilty of attempted battery of the coach and murder of the man.,guilty of attempted manslaughter of the coach and murder of the man.,guilty of the attempted murder of the coach and manslaughter of the man.,,G,6,law,ori_mmlu-professional_law,,test,"question: A young boy was one of the players on a little league baseball team. The boy's father hated the coach because he rarely gave his son any playing time. The boy was mostly a benchwarmer who played only an inning or two during the game. One night, the father hid behind some shrubbery in front of the coach's home. Armed with a baseball bat, the father intended to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father mistakenly believed that this man was the coach. The father jumped out of the bushes and hit the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is","A)
question: A small boy was one of the participants on a youth baseball team. The boy's father despised the coach because he seldom gave his son any playing time. The boy was mostly a reserve who played only an inning or two during the game. One night, the father hid behind some bushes in front of the coach's house. Armed with a baseball bat, the father planned to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father incorrectly thought that this man was the coach. The father leapt out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, succumbed to the injuries sustained in the beating. The father is

B)
question: A young lad was one of the players on a youth league baseball squad. The boy's father loathed the coach because he rarely gave his son any game time. The boy was mostly a bench player who played only an inning or two during the game. One night, the father concealed himself behind some shrubbery in front of the coach's home. Armed with a baseball bat, the father intended to shatter the coach's kneecaps when he returned from work. A man, who looked like the coach, was walking down the street. The father mistakenly believed that this man was the coach. The father jumped out of the bushes and hit the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is

C)
question: A juvenile boy was one of the team members on a minor league baseball team. The boy's father hated the coach because he infrequently gave his son any playing time. The boy was mostly a substitute who played only an inning or two during the game. One night, the father crouched behind some foliage in front of the coach's residence. Armed with a baseball bat, the father meant to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father erroneously assumed that this man was the coach. The father sprung out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is

D)
question: A little boy was one of the players on a peewee baseball team. The boy's father detested the coach because he seldom gave his son any playing time. The boy was mostly a benchwarmer who played only an inning or two during the game. One night, the father hid behind some shrubbery in front of the coach's house. Armed with a baseball bat, the father planned to break the coach's kneecaps when he got home from work. A man, who resembled the coach, was walking down the street. The father mistakenly thought that this man was the coach. The father jumped out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, perished as a result of the injuries suffered in the beating. The father is","question: A small boy was one of the participants on a youth baseball team. The boy's father despised the coach because he seldom gave his son any playing time. The boy was mostly a reserve who played only an inning or two during the game. One night, the father hid behind some bushes in front of the coach's house. Armed with a baseball bat, the father planned to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father incorrectly thought that this man was the coach. The father leapt out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, succumbed to the injuries sustained in the beating. The father is","question: A young lad was one of the players on a youth league baseball squad. The boy's father loathed the coach because he rarely gave his son any game time. The boy was mostly a bench player who played only an inning or two during the game. One night, the father concealed himself behind some shrubbery in front of the coach's home. Armed with a baseball bat, the father intended to shatter the coach's kneecaps when he returned from work. A man, who looked like the coach, was walking down the street. The father mistakenly believed that this man was the coach. The father jumped out of the bushes and hit the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is","question: A juvenile boy was one of the team members on a minor league baseball team. The boy's father hated the coach because he infrequently gave his son any playing time. The boy was mostly a substitute who played only an inning or two during the game. One night, the father crouched behind some foliage in front of the coach's residence. Armed with a baseball bat, the father meant to break the coach's kneecaps when he came home from work. A man, who resembled the coach, was walking down the street. The father erroneously assumed that this man was the coach. The father sprung out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, died as a result of the injuries suffered in the beating. The father is","question: A little boy was one of the players on a peewee baseball team. The boy's father detested the coach because he seldom gave his son any playing time. The boy was mostly a benchwarmer who played only an inning or two during the game. One night, the father hid behind some shrubbery in front of the coach's house. Armed with a baseball bat, the father planned to break the coach's kneecaps when he got home from work. A man, who resembled the coach, was walking down the street. The father mistakenly thought that this man was the coach. The father jumped out of the bushes and struck the man in the kneecaps with the baseball bat. The man, who was a hemophiliac, perished as a result of the injuries suffered in the beating. The father is"
5160,"As of 2019, which of the following had the lowest life expectancy?",Australia,Japan,United States,Canada,Iran,Germany,Brazil,Russia,China,Mexico,J,9,other,ori_mmlu-global_facts,,test,"question: As of 2019, which of the following had the lowest life expectancy?","A)
question: As of 2019, which among the following recorded the lowest life expectancy?

B)
question: As of 2019, which of the following experienced the lowest life expectancy?

C)
question: As of 2019, which of the following reported the lowest life expectancy?

D)
question: As of 2019, which of the following exhibited the lowest life expectancy?","question: As of 2019, which among the following recorded the lowest life expectancy?","question: As of 2019, which of the following experienced the lowest life expectancy?","question: As of 2019, which of the following reported the lowest life expectancy?","question: As of 2019, which of the following exhibited the lowest life expectancy?"
9487,"A gas sample is known to be a mixture of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?
",70 %,27 %,50 %,10 %,60 %,15 %,25 %,32 %,45 %,38 %,H,7,physics,scibench-thermo,,test,"question: A gas sample is known to be a mixture of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?
","A)
question: A gas specimen is known to be a mixture of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?

B)
question: A gas sample is known to be a blend of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is charged with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?

C)
question: A gaseous sample is known to be a mixture of ethane and butane. A bulb with a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?

D)
question: A gas sample is known to consist of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?","question: A gas specimen is known to be a mixture of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?","question: A gas sample is known to be a blend of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is charged with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?","question: A gaseous sample is known to be a mixture of ethane and butane. A bulb with a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?","question: A gas sample is known to consist of ethane and butane. A bulb having a $230.0 \mathrm{~cm}^3$ capacity is filled with the gas to a pressure of $97.5 \times 10^3 \mathrm{~Pa}$ at $23.1^{\circ} \mathrm{C}$. If the mass of the gas in the bulb is $0.3554 \mathrm{~g}$, what is the mole percent of butane in the mixture?"
7637,According to experts the CPI,overstates increases in the cost of living.,Is only accurate for measuring the cost of living in urban areas.,accurately estimates changes in the cost of living.,Does not factor in regional differences in the cost of living.,could over- or underestimate changes depending on the season.,Is an inaccurate tool for measuring the cost of living.,Overstates decreases in the cost of living.,Does not take into account changes in the cost of living.,understates increases in the cost of living.,Understates decreases in the cost of living.,A,0,economics,ori_mmlu-high_school_macroeconomics,,test,question: According to experts the CPI,"A)
question: As per specialists the CPI

B)
question: Per analysts the CPI

C)
question: According to authorities the CPI

D)
question: As reported by experts the CPI",question: As per specialists the CPI,question: Per analysts the CPI,question: According to authorities the CPI,question: As reported by experts the CPI
6364,"A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a sluggish response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?",Adenylyl cyclase,Ca2+ channels,Janus kinase,Serine kinase,,,,,,,A,0,health,ori_mmlu-professional_medicine,,test,"question: A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a sluggish response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?","A)
question: A 27-year-old man is brought to the hospital 45 minutes after sustaining a motor vehicle collision. Physical examination demonstrates a sluggish response to stimuli. Neurologic examination reveals no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies demonstrate a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?

B)
question: A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a diminished response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient experiences polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, elevated serum osmolality, and decreased urine osmolality. Following administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?

C)
question: A 27-year-old man is taken to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination reveals a sluggish response to stimuli. Neurologic examination reveals no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops excessive urination and excessive thirst. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and reduced urine osmolality. After the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?

D)
question: A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a slow response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?","question: A 27-year-old man is brought to the hospital 45 minutes after sustaining a motor vehicle collision. Physical examination demonstrates a sluggish response to stimuli. Neurologic examination reveals no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies demonstrate a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?","question: A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a diminished response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient experiences polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, elevated serum osmolality, and decreased urine osmolality. Following administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?","question: A 27-year-old man is taken to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination reveals a sluggish response to stimuli. Neurologic examination reveals no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops excessive urination and excessive thirst. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and reduced urine osmolality. After the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?","question: A 27-year-old man is admitted to the hospital 45 minutes after being involved in a motor vehicle collision. Physical examination shows a slow response to stimuli. Neurologic examination shows no other abnormalities. A skull x-ray shows a linear, nondepressed basal skull fracture. Two weeks later, the patient develops polyuria and polydipsia. Laboratory studies show a serum glucose concentration within the reference range, increased serum osmolality, and decreased urine osmolality. Following the administration of desmopressin, urine osmolality increases. The beneficial effect of this drug is most likely due to activation of which of the following?"
3306,"In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?","0.80, 0.48 or 48%","0.55, 0.75 or 75%","0.50, 0.50 or 50%","0.60, 0.70 or 70%","0.64, 0.53 or 53%","0.77, 0.30 or 30%","0.70, 0.40 or 40%","0.87, 0.25 or 25%","0.75, 0.60 or 60%","0.47, 0.65 or 65%",E,4,biology,stemez-Genetics,,test,"question: In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?","A)
question: Within a severely contaminated industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?

B)
question: In a severely polluted industrialised region in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele responsible for melanism? What proportion of the dark colored moths are heterozygous?

C)
question: Within a heavily contaminated industrialized area in England roughly 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele that causes melanism? What proportion of the dark colored moths are heterozygous?

D)
question: In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele producing melanism? What proportion of the dark colored moths are heterozygous?","question: Within a severely contaminated industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele leading to melanism? What proportion of the dark colored moths are heterozygous?","question: In a severely polluted industrialised region in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele responsible for melanism? What proportion of the dark colored moths are heterozygous?",question: Within a heavily contaminated industrialized area in England roughly 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colore,"question: In a heavily polluted industrialized area in England about 87 percent of the moths of the speciesBistonbetulariaare melanic(dark colored). If the frequency of recessives is 0.13, what is the frequency of the dominant allele producing melanism? What proportion of the dark colored moths are heterozygous?"
5320,What is the (approximate) value of lemon juice on the pH scale?,1,0,9,2,10,12,14,5,7,8,D,3,other,ori_mmlu-miscellaneous,,test,question: What is the (approximate) value of lemon juice on the pH scale?,"A)
question: What is the (rough) value of lemon juice on the pH scale?

B)
question: What is the (approximate) level of lemon juice on the pH scale?

C)
question: What is the (estimated) reading of lemon juice on the pH scale?

D)
question: What is the (approx.) value of lemon juice on the pH scale?",question: What is the (rough) value of lemon juice on the pH scale?,question: What is the (approximate) level of lemon juice on the pH scale?,question: What is the (estimate,question: What is the (approx.) value of lemon juice on the pH scale?
