id,source,group,subject,level,language,subset,question,choice_A,choice_B,choice_C,choice_D,choice_E,answer,split,instance,generated_options,option_a,option_b,option_c,option_d
7807,https://ymnik.kz/tests_old/geography/?v=6,Social Science,Geography,High School,Russian,Geography (High School in rus),Заросли колючих кустарников в долинах рек пустынной зоны Казахстана,колки,тугаи,боры,скрэбы,такыры,B,test,question: Заросли колючих кустарников в долинах рек пустынной зоны Казахстана,"A)
question: Чащи шиповатых кустарников в долинах рек пустынной зоны Казахстана

B)
question: Поросли колючих кустарников в долинах рек пустынной зоны Казахстана

C)
question: Заросли колючих кустарников в долинах рек пустынной области Казахстана

D)
question: Заросли шиповатых кустов в долинах рек пустынной зоны Казахстана",question: Чащи шиповатых кустарников в долинах рек пустынной зоны Казахстана,question: Поросли колючих кустарников в долинах рек пустынной зоны Казахстана,question: Заросли колючих кустарников в долинах рек пустынной области Казахстана,question: Заросли шиповатых кустов в долинах рек пустынной зоны Казахстана
6347,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қазақстанның ауданы жөнінен Еуразия материгінде алатын орны.,2,7,4,3,,C,test,question: Қазақстанның ауданы жөнінен Еуразия материгінде алатын орны.,"A)
question: Қазақ елінің көлемі бойынша Евразия континентінде иеленетін орны.

B)
question: Қазақстанның жер көлемі жөнінен Еуразия материгінде иеленетін орны.

C)
question: Қазақстанның аумағы бойынша Еуразия континентінде алатын орны.

D)
question: Қазақ елінің ауданы бойынша Евразия материгінде алатын орны.",question: Қазақ елінің көлемі бойынша Евразия континентінде иеленетін орны.,question: Қазақстанның жер көлемі жөнінен Еуразия материгінде иеленетін орны.,question: Қазақстанның аумағы бойынша Еуразия континентінде алатын орны.,question: Қазақ елінің ауданы бойынша Евразия материгінде алатын орны.
9333,https://itest.kz/kz/endless,Humanities,Kazakh_History,High School,Kazakh,Kazakh History (High School in kaz),"Нүркен Əбдіров ерлігін көрсетіп, қаза болған шайқас:",Мәскеу,Сталинград,Ленинград,Брест,,B,test,"question: Нүркен Əбдіров ерлігін көрсетіп, қаза болған шайқас:","A)
question: Нүркен Əбдіров батырлығын көрсетіп, қаза тапқан шайқас:

B)
question: Нүркен Əбдіров ерлігін танытып, қаза тапқан шайқас:

C)
question: Нүркен Əбдіров ерлік көрсетіп, қаза болған шайқас:

D)
question: Нүркен Əбдіров қаһармандығын дәлелдеп, қаза тапқан шайқас:","question: Нүркен Əбдіров батырлығын көрсетіп, қаза тапқан шайқас:","question: Нүркен Əбдіров ерлігін танытып, қаза тапқан шайқас:","question: Нүркен Əбдіров ерлік көрсетіп, қаза болған шайқас:","question: Нүркен Əбдіров қаһармандығын дәлелдеп, қаза тапқан шайқас:"
6037,https://oltest.kz/tests/obshcheobrazovatelnye_discipliny/,Others,General education disciplines,University,Russian,General Education Disciplines (Professional & University in rus),"Единичные показатели качества характеризуют:
","какое-то одно свойство изделия
","несколько свойств изделия
","основные три свойства изделия
","нет правильного ответа
","все свойства изделия
",A,test,"question: Единичные показатели качества характеризуют:
","A)
question: Одиночные показатели качества описывают:

B)
question: Единичные параметры качества характеризуют:

C)
question: Одиночные параметры качества описывают:

D)
question: Единичные индикаторы качества отражают:",question: Одиночные показатели качества описывают:,question: Единичные параметры качества характеризуют:,question: Одиночные параметры качества описывают:,question: Единичные индикаторы качества отражают:
16241,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Хозяин овощного ларька купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?",3000 тг,3400 тг,3600 тг,3200 тг,,D,test,"question: Хозяин овощного ларька купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?","A)
question: Владелец овощного киоска купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и владелец не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?

B)
question: Хозяин овощного прилавка приобрел на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их реализовать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?

C)
question: Владелец овощного ларька купил на оптовом рынке 100 кг помидоров и выплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их продать. Остальные помидоры он реализовал по цене 480 тг за килограмм. Какую прибыль он получил?

D)
question: Хозяин овощного ларька купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров протухли, и хозяин не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?","question: Владелец овощного киоска купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и владелец не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?","question: Хозяин овощного прилавка приобрел на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их реализовать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?","question: Владелец овощного ларька купил на оптовом рынке 100 кг помидоров и выплатил 40 000 тг. После хранения 10% помидоров испортились, и хозяин не смог их продать. Остальные помидоры он реализовал по цене 480 тг за килограмм. Какую прибыль он получил?","question: Хозяин овощного ларька купил на оптовом рынке 100 кг помидоров и заплатил 40 000 тг. После хранения 10% помидоров протухли, и хозяин не смог их продать. Остальные помидоры он продал по цене 480 тг за килограмм. Какую прибыль он получил?"
18990,https://ymnik.kz/tests_old/russian/?v=74,Humanities,Russian_Language,High School,Russian,Russian Language (High School in rus),"Укажите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).",В дательном падеже.,В родительном падеже.,В винительном падеже.,В именительном падеже.,В предложном падеже.,A,test,"question: Укажите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).","A)
question: Назовите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).

B)
question: Определите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).

C)
question: Укажите, в каком падеже следует поставить взятое в скобки слово: согласно (расчет).

D)
question: Скажите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).","question: Назовите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).","question: Определите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет).","question: Укажите, в каком падеже следует поставить взятое в скобки слово: согласно (расчет).","question: Скажите, в каком падеже нужно поставить взятое в скобки слово: согласно (расчет)."
11042,https://ymnik.kz/tests_old/kazakh_kz/?v=21,Language,Kazakh_Language,High School,Kazakh,Kazakh Language (High School in kaz),Синоним сөзді көрсетіңіз.,"Жаңбыр, дауыл.","Оқулық, оқушы.","Құнды, бағалы.","Қарулы, нашар.","Шын, өтірік.",C,test,question: Синоним сөзді көрсетіңіз.,"A)
question: Ұқсас сөзді көрсетіңіз.

B)
question: Балама сөзді көрсетіңіз.

C)
question: Тең сөзді көрсетіңіз.

D)
question: Эквивалентті сөзді көрсетіңіз.",question: Ұқсас сөзді көрсетіңіз.,question: Балама сөзді көрсетіңіз.,question: Тең сөзді көрсетіңіз.,question: Эквивалентті сөзді көрсетіңіз.
18150,https://itest.kz/ru/endless,STEM,Physics,High School,Russian,Physics (High School in rus),Коэффициент полезного действия может быть,\(\eta=1\),\(\eta\) < \(1\),\(\eta\) > \(1\),\(\eta=0\),,B,test,question: Коэффициент полезного действия может быть,"A)
question: Коэффициент эффективности может быть

B)
question: Показатель полезного действия может быть

C)
question: Коэффициент полезности может быть

D)
question: КПД может быть",question: Коэффициент эффективности может быть,question: Показатель полезного действия может быть,question: Коэффициент полезности может быть,question: КПД может быть
15062,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Решите уравнение.
\(\log_7x-\log_x7=2,5\)",\(7;49\),\(1;7\),\(4;7\),\(\sqrt7;49\),,D,test,"question: Решите уравнение.
\(\log_7x-\log_x7=2,5\)","A)
question: Найдите решение уравнения.
\(\log_7x-\log_x7=2,5\)

B)
question: Найдите корни уравнения.
\(\log_7x-\log_x7=2,5\)

C)
question: Определите решения уравнения.
\(\log_7x-\log_x7=2,5\)

D)
question: Установите корни уравнения.
\(\log_7x-\log_x7=2,5\)","question: Найдите решение уравнения.
\(\log_7x-\log_x7=2,5\)","question: Найдите корни уравнения.
\(\log_7x-\log_x7=2,5\)","question: Определите решения уравнения.
\(\log_7x-\log_x7=2,5\)","question: Установите корни уравнения.
\(\log_7x-\log_x7=2,5\)"
14077,https://itest.kz/kz/endless,STEM,Math,High School,Kazakh,Math (High School in kaz),"Теңдеуді шешіңіз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)",3,2,–3,5,,B,test,"question: Теңдеуді шешіңіз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)","A)
question: Теңдеудің шешімін табыңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)

B)
question: Теңдеудің шешімін анықтаңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)

C)
question: Теңдеуді шешіп шығыңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)

D)
question: Теңдеуді шешіп беріңіз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)","question: Теңдеудің шешімін табыңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)","question: Теңдеудің шешімін анықтаңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)","question: Теңдеуді шешіп шығыңыз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)","question: Теңдеуді шешіп беріңіз.
\(\mid x-1\mid+\mid x-2\mid+\mid x-3\mid=2\)"
16734,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Какое образование знакомит с основными принципами современного производства, вырабатывает навыки обращения с простейшими орудиями труда:
","профессиональное
","политехническое
",общее,"начальное
",специальное,B,test,"question: Какое образование знакомит с основными принципами современного производства, вырабатывает навыки обращения с простейшими орудиями труда:
","A)
question: Какое обучение ознакомляет с базовыми принципами современного производства, формирует умения обращения с простейшими инструментами труда:

B)
question: Какое образование ознакомляет с основополагающими принципами нынешнего производства, формирует навыки обращения с простейшими инструментами труда:

C)
question: Какое образование знакомит с основами современного производства, вырабатывает умения обращения с элементарными орудиями труда:

D)
question: Какое обучение знакомит с основными принципами современного производства, развивает навыки обращения с простейшими орудиями труда:","question: Какое обучение ознакомляет с базовыми принципами современного производства, формирует умения обращения с простейшими инструментами труда:","question: Какое образование ознакомляет с основополагающими принципами нынешнего производства, формирует навыки обращения с простейшими инструментами труда:","question: Какое образование знакомит с основами современного производства, вырабатывает умения обращения с элементарными орудиями труда:","question: Какое обучение знакомит с основными принципами современного производства, развивает навыки обращения с простейшими орудиями труда:"
10223,https://itest.kz/ru/endless,Humanities,Kazakh_History,High School,Russian,Kazakh History (High School in rus),После роспуска Компартии Казахстана была создана новая партия,партия демократов Казахстана,Общественная партия Казахстана,Демократический выбор Казахстана,Социалистическая партия Казахстана,,D,test,question: После роспуска Компартии Казахстана была создана новая партия,"A)
question: Вслед за ликвидацией Коммунистической партии Казахстана была образована новая партия

B)
question: После ликвидации Компартии Казахстана была учреждена новая партия

C)
question: По распуску Коммунистической партии Казахстана была создана новая партия

D)
question: После распуска Компартии Казахстана была сформирована новая партия",question: Вслед за ликвидацией Коммунистической партии Казахстана была образована новая партия,question: После ликвидации Компартии Казахстана была учреждена новая партия,question: По распуску Коммунистической партии Казахстана была создана новая партия,question: После распуска Компартии Казахстана была сформирована новая партия
13988,https://oltest.kz/tests/menedzhment_i_marketing/,"Social Science





",Management and Marketing ,University,Russian,Management and Marketing (Professional & University in rus),"В каком году произошло объединение Семипалатинской и Восточно-Казахстанской областей?
","1997 г
","1990 г
","1998 г
","1999 г
","1995 г
",A,test,"question: В каком году произошло объединение Семипалатинской и Восточно-Казахстанской областей?
","A)
question: В каком году состоялось слияние Семипалатинской и Восточно-Казахстанской областей?

B)
question: В каком году случилось соединение Семипалатинской и Восточно-Казахстанской областей?

C)
question: В котором году имело место слияние Семипалатинской и Восточно-Казахстанской областей?

D)
question: В каком году произошло объединение Семипалатинской и Восточно-Казахстанской регионов?",question: В каком году состоялось слияние Семипалатинской и Восточно-Казахстанской областей?,question: В каком году случилось соединение Семипалатинской и Восточно-Казахстанской областей?,question: В котором году имело место слияние Семипалатинской и Восточно-Казахстанской областей?,question: В каком году произошло объединение Семипалатинской и Восточно-Казахстанской регионов?
22494,https://itest.kz/ru/endless,Humanities,World_History,High School,Russian,World History (High School in rus),Королевское владение во Франции (XI – XV вв.):,Аллод,Поместье,Лен,Домен,,D,test,question: Королевское владение во Франции (XI – XV вв.):,"A)
question: Царское имущество во Франции (XI – XV вв.):

B)
question: Монархическое владение во Франции (XI – XV вв.):

C)
question: Королевское поместье во Франции (XI – XV вв.):

D)
question: Суверенное владение во Франции (XI – XV вв.):",question: Царское имущество во Франции (XI – XV вв.):,question: Монархическое владение во Франции (XI – XV вв.):,question: Королевское поместье во Франции (XI – XV вв.):,question: Суверенное владение во Франции (XI – XV вв.):
16749,https://oltest.kz/tests/filosofiya_i_psihologiya/,Humanities,Philosophy and psychology,University,Russian,Philosophy and Psychology (Professional & University in rus),"Интеллектуальное чувство, проявляющееся в стремлении к познанию.
",настойчивость,внимание,"импульсивность
",одержимость,"любознательность
",E,test,"question: Интеллектуальное чувство, проявляющееся в стремлении к познанию.
","A)
question: Умственное ощущение, проявляющееся в стремлении к познанию.

B)
question: Разумное чувство, выражающееся в устремлении к познанию.

C)
question: Интеллектуальное ощущение, проявляющееся в рвении к изучению.

D)
question: Умственное чувство, отражающееся в стремлении к изучению.","question: Умственное ощущение, проявляющееся в стремлении к познанию.","question: Разумное чувство, выражающееся в устремлении к познанию.","question: Интеллектуальное ощущение, проявляющееся в рвении к изучению.","question: Умственное чувство, отражающееся в стремлении к изучению."
1196,https://itest.kz/kz/endless,STEM,Biology,High School,Kazakh,Biology (High School in kaz),Организмге қажетті  энергияның 25-30% -ын не береді?,Ферменттер,Көмірсулар,Липидтер,Нәруыздар,,C,test,question: Организмге қажетті  энергияның 25-30% -ын не береді?,"A)
question: Ағзаға қажет энергияның 25-30% -ын не береді?

B)
question: Дене үшін қажетті қуаттың 25-30% -ын не береді?

C)
question: Организмге қажет болатын энергияның 25-30% -ын не береді?

D)
question: Ағзаға керекті энергиясының 25-30% -ын не береді?",question: Ағзаға қажет энергияның 25-30% -ын не береді?,question: Дене үшін қажетті қуаттың 25-30% -ын не береді?,question: Организмге қажет болатын энергияның 25-30% -ын не береді?,question: Ағзаға керекті энергиясының 25-30% -ын не береді?
16255,https://itest.kz/ru/endless,Humanities,Math_Literacy,High School,Russian,Math Literacy (High School in rus),"Для оформления зала взяли синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых взяли для оформления?",155,108,112,263,,B,test,"question: Для оформления зала взяли синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых взяли для оформления?","A)
question: Для украшения зала взяли голубые, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько голубых шаров больше, чем желтых взяли для оформления?

B)
question: Для декорирования помещения взяли синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых взяли для украшения?

C)
question: Для оформления помещения взяли синие, желтые и светлые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть светлых шаров лопнули, при этом осталось 40 светлых шаров. На сколько синих шаров больше, чем желтых взяли для оформления?

D)
question: Для оформления зала приобрели синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых приобрели для оформления?","question: Для украшения зала взяли голубые, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько голубых шаров больше, чем желтых взяли для оформления?","question: Для декорирования помещения взяли синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых взяли для украшения?","question: Для оформления помещения взяли синие, желтые и светлые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть светлых шаров лопнули, при этом осталось 40 светлых шаров. На сколько синих шаров больше, чем желтых взяли для оформления?","question: Для оформления зала приобрели синие, желтые и белые шары в отношении, обратно пропорциональном к числам 2, 5, 6. Треть белых шаров лопнули, при этом осталось 40 белых шаров. На сколько синих шаров больше, чем желтых приобрели для оформления?"
6406,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Қазақстандағы химия өнеркәсібінің қанша саласы бар екенін табыңыз.,1,3,4,2,,B,test,question: Қазақстандағы химия өнеркәсібінің қанша саласы бар екенін табыңыз.,"A)
question: Қазақстанда химиялық өндірісінің қанша саласы бар екенін табыңыз.

B)
question: Қазақстандағы химия өнеркәсібінің қанша тармағы бар екенін анықтаңыз.

C)
question: Қазақстан территориясында химия өнеркәсібінің қанша саласы бар екенін табыңыз.

D)
question: Қазақстан елінде химиялық өндірісінің қанша бағыт бар екенін анықтаңыз.",question: Қазақстанда химиялық өндірісінің қанша саласы бар екенін табыңыз.,question: Қазақстандағы химия өнеркәсібінің қанша тармағы бар екенін анықтаңыз.,question: Қазақстан территориясында химия өнеркәсібінің қанша саласы бар екенін табыңыз.,question: Қазақстан елінде химиялық өндірісінің қанша бағыт бар екенін анықтаңыз.
17663,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Радиолокатор электронды-сәулелік түтікшесінің горизонталь уақыттық жаймасы \(2\) мс болса, ең үлкен барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)",\(300\) км,\(200\) км,\(350\) км,\(250\) км,,A,test,"question: Радиолокатор электронды-сәулелік түтікшесінің горизонталь уақыттық жаймасы \(2\) мс болса, ең үлкен барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)","A)
question: Радар электронды-сәулелік түтікшесінің көлденең уақыттық жаймасы \(2\) мс болса, ең үлкен барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)

B)
question: Радиолокатор электронды-сәулелі-түтікшесінің горизонталь уақыттық жаймасы \(2\) мс болса, максималды барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)

C)
question: Радар электронды-сәулелі түтікшесінің горизонталь уақытша жаймасы \(2\) мс болса, ең үлкен анықтау қашықтығы
\((c=3\cdot10^8\) м/с\()\)

D)
question: Радиолокатор электронды-сәулелік түтікшесінің көлденең уақытша жаймасы \(2\) мс болса, максималды анықтау қашықтығы
\((c=3\cdot10^8\) м/с\()\)","question: Радар электронды-сәулелік түтікшесінің көлденең уақыттық жаймасы \(2\) мс болса, ең үлкен барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)","question: Радиолокатор электронды-сәулелі-түтікшесінің горизонталь уақыттық жаймасы \(2\) мс болса, максималды барлау тереңдігі
\((c=3\cdot10^8\) м/с\()\)","question: Радар электронды-сәулелі түтікшесінің горизонталь уақытша жаймасы \(2\) мс болса, ең үлкен анықтау қашықтығы
\((c=3\cdot10^8\) м/с\()\)","question: Радиолокатор электронды-сәулелік түтікшесінің көлденең уақытша жаймасы \(2\) мс болса, максималды анықтау қашықтығы
\((c=3\cdot10^8\) м/с\()\)"
21487,https://ymnik.kz/tests_old/worldhistory_kz/?v=25,Humanities,World_History,High School,Kazakh,World History (High School in kaz),XX ғасырдың басында дүниежүзінің барлық сауда флотының 40 %-н қолына шоғырландырған мемлекет:,Италия.,АҚШ.,Голландия.,Англия.,Франция.,D,test,question: XX ғасырдың басында дүниежүзінің барлық сауда флотының 40 %-н қолына шоғырландырған мемлекет:,"A)
question: XX ғасырдың алғашқы жылдарында әлемнің барша сауда кемелерінің 40 %-н қолына жинақтаған мемлекет:

B)
question: XX ғасырдың бастапқы кезеңінде дүниежүзінің барлық сауда флотының 40 %-н өзіне шоғырландырған мемлекет:

C)
question: XX ғасырдың басында әлемнің барлық сауда кемелерінің 40 %-н қолына топтастырған мемлекет:

D)
question: XX ғасырдың алғашқы жылдарында дүниежүзінің барша сауда флотының 40 %-н өз қолына шоғырлаған мемлекет:",question: XX ғасырдың алғашқы жылдарында әлемнің барша сауда кемелерінің 40 %-н қолына жинақтаған мемлекет:,question: XX ғасырдың бастапқы кезеңінде дүниежүзінің барлық сауда флотының 40 %-н өзіне шоғырландырған мемлекет:,question: XX ғасырдың басында әлемнің барлық сауда кемелерінің 40 %-н қолына топтастырған мемлекет:,question: XX ғасырдың алғашқы жылдарында дүниежүзінің барша сауда флотының 40 %-н өз қолына шоғырлаған мемлекет:
109,https://oltest.kz/tests/buhgalterskiy_uchet_i_audit/,"Social Science





",Accounting and auditing,University,Russian,Accounting and Auditing (Professional & University in rus),Расчет заработной платы составляется в:,в рапорте о выработке бригады,"
расчетной ведомости","верны ответы А, С","
в маршрутных листах в сочетании с рапортом выработки за смену",в ведомости учета выработки,B,test,question: Расчет заработной платы составляется в:,"A)
question: Подсчет оплаты труда производится в:

B)
question: Вычисление оплаты труда составляется в:

C)
question: Формирование заработной платы осуществляется в:

D)
question: Определение оплаты труда производится в:",question: Подсчет оплаты труда производится в:,question: Вычисление оплаты труда составляется в:,question: Формирование заработной платы осуществляется в:,question: Определение оплаты труда производится в:
16973,https://itest.kz/kz/endless,STEM,Physics,High School,Kazakh,Physics (High School in kaz),"Көлемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","\(1,25\cdot10^{25}   \)","\(1,45\cdot10^{27}\)","\(1,45\cdot10^{25 }  \)","\(1,25\cdot10^{27 }    \)",,B,test,"question: Көлемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","A)
question: Өлшемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)

B)
question: Сыйымдылығы \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)

C)
question: Көлемі \(6\cdot4\cdot2,5\) м  бөлменің ішіндегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)

D)
question: Көлемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекулаларының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","question: Өлшемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","question: Сыйымдылығы \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","question: Көлемі \(6\cdot4\cdot2,5\) м  бөлменің ішіндегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекуласының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)","question: Көлемі \(6\cdot4\cdot2,5\) м  бөлмедегі ауаның температурасы – \(270^\circ C\), қысымы – \(99,8\) кПа. Бөлмедегі ауа молекулаларының саны \((k=1,38\cdot 10^{-23}\frac{Дж}К)\)"
15475,https://itest.kz/ru/endless,STEM,Math,High School,Russian,Math (High School in rus),"Выполните сложение.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)",\(-27\),\(-26\frac13\),\(-27\frac23\),\(-27\frac56\),,D,test,"question: Выполните сложение.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)","A)
question: Вычислите сумму.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)

B)
question: Найдите сумму.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)

C)
question: Вычислите результат сложения.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)

D)
question: Выполните операцию сложения.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)","question: Вычислите сумму.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)","question: Найдите сумму.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)","question: Вычислите результат сложения.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)","question: Выполните операцию сложения.
\(-16\frac23+(-8,75)+(-2\frac5{12})\)"
6788,https://itest.kz/kz/endless,Social Science,Geography,High School,Kazakh,Geography (High School in kaz),Африканың ең ірі өнеркәсіпті ауданы.,Зимбабве,Нджамена,Витватерсранд,Ботсвана,,C,test,question: Африканың ең ірі өнеркәсіпті ауданы.,"A)
Африка құрлығының ең ірі индустриялық аймағы.

B)
Африканың ең үлкен өнеркәсіптік аймағы.

C)
Африка материгінің ең ауқымды өнеркәсіпті аймағы.

D)
Африканың ең ірі индустриялық ауданы.",Африка құрлығының ең ірі индустриялық аймағы.,Африканың ең үлкен өнеркәсіптік аймағы.,Африка материгінің ең ауқымды өнеркәсіпті аймағы.,Африканың ең ірі индустриялық ауданы.
22361,https://ymnik.kz/tests_old/worldhistory/?v=86,Humanities,World_History,High School,Russian,World History (High School in rus),Первым добрался до порта Каликут через Индийский океан::,Х. Колумб,Б. Диаш,Ф. Магеллан,А. Веспуччи,В. да Гама,E,test,question: Первым добрался до порта Каликут через Индийский океан::,"A)
question: Первым добрался до гавани Каликут через Индийский океан::

B)
question: Первым дошёл до порта Каликут через Индийский океан::

C)
question: Первым добрался до порта Каликут сквозь Индийский океан::

D)
question: Прежде всех добрался до порта Каликут через Индийский океан::",question: Первым добрался до гавани Каликут через Индийский океан::,question: Первым дошёл до порта Каликут через Индийский океан::,question: Первым добрался до порта Каликут сквозь Индийский океан::,question: Прежде всех добрался до порта Каликут через Индийский океан::
